,Round,Date,Home,Away,Venue,Attendance,GHome,GAway,Winner,Season
17,Regular Season,2000-04-08,Colorado Rapids,Tampa Bay,Mile High Stadium,0,1,0,Colorado Rapids,2000
18,Regular Season,2000-04-08,Miami Fusion,KC Wizards,Lockhart Stadium,0,0,0,,2000
19,Regular Season,2000-04-08,Dallas Burn,New England,Cotton Bowl,0,2,1,Dallas Burn,2000
20,Regular Season,2000-04-08,D.C. United,Chicago Fire,Robert F. Kennedy Memorial Stadium,0,3,2,D.C. United,2000
21,Regular Season,2000-04-08,Columbus Crew,LA Galaxy,MAPFRE Stadium,0,2,2,,2000
22,Regular Season,2000-04-15,Chicago Fire,Miami Fusion,Soldier Field,0,1,0,Chicago Fire,2000
23,Regular Season,2000-04-15,Tampa Bay,Colorado Rapids,Raymond James Stadium,0,4,2,Tampa Bay,2000
25,Regular Season,2000-04-15,LA Galaxy,Dallas Burn,Rose Bowl,0,2,1,LA Galaxy,2000
26,Regular Season,2000-04-15,KC Wizards,San Jose,Arrowhead Stadium,0,2,0,KC Wizards,2000
27,Regular Season,2000-04-15,New England,D.C. United,Foxboro Stadium,0,2,1,New England,2000
28,Regular Season,2000-04-15,MetroStars,Columbus Crew,Giants Stadium,0,0,1,Columbus Crew,2000
29,Regular Season,2000-04-19,MetroStars,KC Wizards,Giants Stadium,0,1,2,KC Wizards,2000
30,Regular Season,2000-04-22,D.C. United,MetroStars,Robert F. Kennedy Memorial Stadium,0,2,3,MetroStars,2000
31,Regular Season,2000-04-22,New England,Chicago Fire,Foxboro Stadium,0,1,1,,2000
32,Regular Season,2000-04-22,San Jose,Dallas Burn,CEFCU Stadium,0,5,0,San Jose,2000
33,Regular Season,2000-04-22,Columbus Crew,Colorado Rapids,MAPFRE Stadium,0,2,3,Colorado Rapids,2000
34,Regular Season,2000-04-22,KC Wizards,Tampa Bay,Arrowhead Stadium,0,1,0,KC Wizards,2000
35,Regular Season,2000-04-22,LA Galaxy,Miami Fusion,Rose Bowl,0,2,0,LA Galaxy,2000
36,Regular Season,2000-04-26,Tampa Bay,San Jose,Raymond James Stadium,0,4,0,Tampa Bay,2000
37,Regular Season,2000-04-28,Chicago Fire,Tampa Bay,Soldier Field,0,5,1,Chicago Fire,2000
38,Regular Season,2000-04-29,New England,Miami Fusion,Foxboro Stadium,0,1,1,,2000
39,Regular Season,2000-04-29,Colorado Rapids,KC Wizards,Mile High Stadium,0,0,5,KC Wizards,2000
40,Regular Season,2000-04-29,Dallas Burn,Columbus Crew,Cotton Bowl,0,2,1,Dallas Burn,2000
41,Regular Season,2000-04-29,MetroStars,LA Galaxy,Giants Stadium,0,0,1,LA Galaxy,2000
42,Regular Season,2000-04-29,San Jose,D.C. United,CEFCU Stadium,0,2,2,,2000
43,Regular Season,2000-05-03,Chicago Fire,Colorado Rapids,Soldier Field,0,1,2,Colorado Rapids,2000
44,Regular Season,2000-05-03,D.C. United,Columbus Crew,Robert F. Kennedy Memorial Stadium,0,1,2,Columbus Crew,2000
45,Regular Season,2000-05-06,Miami Fusion,Chicago Fire,Lockhart Stadium,0,0,3,Chicago Fire,2000
46,Regular Season,2000-05-06,LA Galaxy,KC Wizards,Rose Bowl,0,0,0,,2000
47,Regular Season,2000-05-06,Tampa Bay,Dallas Burn,Raymond James Stadium,0,3,1,Tampa Bay,2000
48,Regular Season,2000-05-06,New England,San Jose,Foxboro Stadium,0,2,1,New England,2000
49,Regular Season,2000-05-06,Columbus Crew,MetroStars,MAPFRE Stadium,0,0,2,MetroStars,2000
51,Regular Season,2000-05-06,Colorado Rapids,D.C. United,Mile High Stadium,0,2,5,D.C. United,2000
52,Regular Season,2000-05-10,Miami Fusion,D.C. United,Lockhart Stadium,0,1,0,Miami Fusion,2000
53,Regular Season,2000-05-13,D.C. United,New England,Robert F. Kennedy Memorial Stadium,0,1,3,New England,2000
54,Regular Season,2000-05-13,Tampa Bay,Columbus Crew,Raymond James Stadium,0,3,1,Tampa Bay,2000
55,Regular Season,2000-05-13,Chicago Fire,San Jose,Soldier Field,0,4,1,Chicago Fire,2000
56,Regular Season,2000-05-13,KC Wizards,MetroStars,Arrowhead Stadium,0,2,0,KC Wizards,2000
57,Regular Season,2000-05-13,Dallas Burn,LA Galaxy,Cotton Bowl,0,1,1,,2000
58,Regular Season,2000-05-13,Colorado Rapids,Miami Fusion,Mile High Stadium,0,1,2,Miami Fusion,2000
59,Regular Season,2000-05-17,KC Wizards,D.C. United,Arrowhead Stadium,0,2,0,KC Wizards,2000
60,Regular Season,2000-05-17,New England,Colorado Rapids,Foxboro Stadium,0,3,4,Colorado Rapids,2000
61,Regular Season,2000-05-17,San Jose,LA Galaxy,CEFCU Stadium,0,0,0,,2000
62,Regular Season,2000-05-20,Columbus Crew,Dallas Burn,MAPFRE Stadium,0,2,1,Columbus Crew,2000
63,Regular Season,2000-05-20,Miami Fusion,Colorado Rapids,Lockhart Stadium,0,2,0,Miami Fusion,2000
64,Regular Season,2000-05-20,MetroStars,Tampa Bay,Giants Stadium,0,3,2,MetroStars,2000
65,Regular Season,2000-05-20,Chicago Fire,New England,Soldier Field,0,0,1,New England,2000
66,Regular Season,2000-05-20,KC Wizards,San Jose,Arrowhead Stadium,0,2,0,KC Wizards,2000
67,Regular Season,2000-05-20,LA Galaxy,D.C. United,Rose Bowl,0,2,1,LA Galaxy,2000
68,Regular Season,2000-05-24,Chicago Fire,Dallas Burn,Soldier Field,0,4,3,Chicago Fire,2000
69,Regular Season,2000-05-24,New England,LA Galaxy,Foxboro Stadium,0,2,1,New England,2000
70,Regular Season,2000-05-27,LA Galaxy,San Jose,Rose Bowl,0,1,1,,2000
71,Regular Season,2000-05-27,MetroStars,Chicago Fire,Giants Stadium,0,4,1,MetroStars,2000
72,Regular Season,2000-05-27,Miami Fusion,Columbus Crew,Lockhart Stadium,0,2,4,Columbus Crew,2000
73,Regular Season,2000-05-27,D.C. United,Dallas Burn,Robert F. Kennedy Memorial Stadium,0,3,2,D.C. United,2000
74,Regular Season,2000-05-27,Tampa Bay,KC Wizards,Raymond James Stadium,0,1,2,KC Wizards,2000
75,Regular Season,2000-05-29,Colorado Rapids,New England,Mile High Stadium,0,2,1,Colorado Rapids,2000
77,Regular Season,2000-06-03,Dallas Burn,Tampa Bay,Cotton Bowl,0,2,3,Tampa Bay,2000
78,Regular Season,2000-06-03,San Jose,Colorado Rapids,CEFCU Stadium,0,4,2,San Jose,2000
79,Regular Season,2000-06-03,LA Galaxy,MetroStars,Rose Bowl,0,0,2,MetroStars,2000
80,Regular Season,2000-06-03,Columbus Crew,D.C. United,MAPFRE Stadium,0,1,1,,2000
81,Regular Season,2000-06-03,New England,Miami Fusion,Foxboro Stadium,0,2,0,New England,2000
82,Regular Season,2000-06-04,Chicago Fire,KC Wizards,Soldier Field,0,3,2,Chicago Fire,2000
83,Regular Season,2000-06-07,Dallas Burn,Columbus Crew,Cotton Bowl,0,3,2,Dallas Burn,2000
84,Regular Season,2000-06-07,Chicago Fire,Miami Fusion,Soldier Field,0,2,1,Chicago Fire,2000
85,Regular Season,2000-06-09,MetroStars,Tampa Bay,Giants Stadium,0,0,3,Tampa Bay,2000
86,Regular Season,2000-06-10,D.C. United,KC Wizards,Robert F. Kennedy Memorial Stadium,0,0,0,,2000
87,Regular Season,2000-06-10,Columbus Crew,Dallas Burn,MAPFRE Stadium,0,1,1,,2000
88,Regular Season,2000-06-10,New England,San Jose,Foxboro Stadium,0,3,0,New England,2000
89,Regular Season,2000-06-10,Colorado Rapids,LA Galaxy,Mile High Stadium,0,1,0,Colorado Rapids,2000
90,Regular Season,2000-06-10,Miami Fusion,Chicago Fire,Lockhart Stadium,0,4,2,Miami Fusion,2000
91,Regular Season,2000-06-17,San Jose,Miami Fusion,CEFCU Stadium,0,3,1,San Jose,2000
92,Regular Season,2000-06-17,Colorado Rapids,Columbus Crew,Mile High Stadium,0,0,0,,2000
93,Regular Season,2000-06-17,LA Galaxy,Tampa Bay,Rose Bowl,0,2,1,LA Galaxy,2000
94,Regular Season,2000-06-17,MetroStars,New England,Giants Stadium,0,4,2,MetroStars,2000
95,Regular Season,2000-06-17,Chicago Fire,D.C. United,Soldier Field,0,3,2,Chicago Fire,2000
96,Regular Season,2000-06-17,Dallas Burn,KC Wizards,Cotton Bowl,0,4,1,Dallas Burn,2000
97,Regular Season,2000-06-21,San Jose,New England,CEFCU Stadium,0,2,2,,2000
98,Regular Season,2000-06-21,Tampa Bay,Miami Fusion,Raymond James Stadium,0,1,4,Miami Fusion,2000
99,Regular Season,2000-06-21,MetroStars,D.C. United,Giants Stadium,0,2,2,,2000
100,Regular Season,2000-06-21,LA Galaxy,Chicago Fire,Rose Bowl,0,1,1,,2000
101,Regular Season,2000-06-21,KC Wizards,Dallas Burn,Arrowhead Stadium,0,0,0,,2000
103,Regular Season,2000-06-24,D.C. United,Dallas Burn,Robert F. Kennedy Memorial Stadium,0,2,0,D.C. United,2000
104,Regular Season,2000-06-24,San Jose,Chicago Fire,CEFCU Stadium,0,1,1,,2000
105,Regular Season,2000-06-24,KC Wizards,LA Galaxy,Arrowhead Stadium,0,2,0,KC Wizards,2000
106,Regular Season,2000-06-24,Colorado Rapids,MetroStars,Mile High Stadium,0,1,3,MetroStars,2000
107,Regular Season,2000-06-24,Columbus Crew,New England,MAPFRE Stadium,0,3,1,Columbus Crew,2000
108,Regular Season,2000-06-24,Miami Fusion,Tampa Bay,Lockhart Stadium,0,2,3,Tampa Bay,2000
109,Regular Season,2000-06-28,MetroStars,San Jose,Giants Stadium,0,0,0,,2000
110,Regular Season,2000-06-28,Columbus Crew,Tampa Bay,MAPFRE Stadium,0,1,2,Tampa Bay,2000
111,Regular Season,2000-06-28,Colorado Rapids,Dallas Burn,Mile High Stadium,0,1,0,Colorado Rapids,2000
112,Regular Season,2000-06-28,D.C. United,LA Galaxy,Robert F. Kennedy Memorial Stadium,0,1,2,LA Galaxy,2000
113,Regular Season,2000-07-01,Columbus Crew,San Jose,MAPFRE Stadium,0,2,1,Columbus Crew,2000
114,Regular Season,2000-07-01,Tampa Bay,MetroStars,Raymond James Stadium,0,0,2,MetroStars,2000
115,Regular Season,2000-07-01,D.C. United,Colorado Rapids,Robert F. Kennedy Memorial Stadium,0,1,1,,2000
116,Regular Season,2000-07-01,Dallas Burn,LA Galaxy,Cotton Bowl,0,4,2,Dallas Burn,2000
117,Regular Season,2000-07-04,LA Galaxy,Columbus Crew,Rose Bowl,0,1,0,LA Galaxy,2000
118,Regular Season,2000-07-04,Tampa Bay,D.C. United,Raymond James Stadium,0,3,0,Tampa Bay,2000
119,Regular Season,2000-07-04,San Jose,KC Wizards,CEFCU Stadium,0,0,0,,2000
120,Regular Season,2000-07-04,Colorado Rapids,Chicago Fire,Mile High Stadium,0,2,1,Colorado Rapids,2000
121,Regular Season,2000-07-04,Miami Fusion,New England,Lockhart Stadium,0,2,1,Miami Fusion,2000
122,Regular Season,2000-07-05,MetroStars,Dallas Burn,Giants Stadium,0,2,1,MetroStars,2000
123,Regular Season,2000-07-08,Colorado Rapids,San Jose,Mile High Stadium,0,0,1,San Jose,2000
124,Regular Season,2000-07-08,Chicago Fire,Columbus Crew,Soldier Field,0,3,1,Chicago Fire,2000
125,Regular Season,2000-07-08,KC Wizards,MetroStars,Arrowhead Stadium,0,0,1,MetroStars,2000
126,Regular Season,2000-07-08,Dallas Burn,D.C. United,Cotton Bowl,0,3,0,Dallas Burn,2000
127,Regular Season,2000-07-08,Miami Fusion,LA Galaxy,Lockhart Stadium,0,3,5,LA Galaxy,2000
129,Regular Season,2000-07-12,D.C. United,Tampa Bay,Robert F. Kennedy Memorial Stadium,0,2,2,,2000
130,Regular Season,2000-07-12,Columbus Crew,New England,MAPFRE Stadium,0,4,1,Columbus Crew,2000
131,Regular Season,2000-07-15,Columbus Crew,KC Wizards,MAPFRE Stadium,0,2,0,Columbus Crew,2000
132,Regular Season,2000-07-15,Miami Fusion,Dallas Burn,Lockhart Stadium,0,0,3,Dallas Burn,2000
133,Regular Season,2000-07-15,San Jose,Colorado Rapids,CEFCU Stadium,0,1,2,Colorado Rapids,2000
134,Regular Season,2000-07-15,New England,MetroStars,Foxboro Stadium,0,0,2,MetroStars,2000
135,Regular Season,2000-07-15,LA Galaxy,D.C. United,Rose Bowl,0,1,2,D.C. United,2000
136,Regular Season,2000-07-15,Chicago Fire,Tampa Bay,Soldier Field,0,0,0,,2000
137,Regular Season,2000-07-19,Dallas Burn,Miami Fusion,Cotton Bowl,0,1,1,,2000
138,Regular Season,2000-07-19,KC Wizards,New England,Arrowhead Stadium,0,0,1,New England,2000
139,Regular Season,2000-07-21,Colorado Rapids,Chicago Fire,Mile High Stadium,0,1,1,,2000
140,Regular Season,2000-07-22,Tampa Bay,LA Galaxy,Raymond James Stadium,0,2,0,Tampa Bay,2000
141,Regular Season,2000-07-22,San Jose,New England,CEFCU Stadium,0,1,2,New England,2000
142,Regular Season,2000-07-22,MetroStars,Miami Fusion,Giants Stadium,0,4,2,MetroStars,2000
143,Regular Season,2000-07-22,KC Wizards,Columbus Crew,Arrowhead Stadium,0,3,1,KC Wizards,2000
144,Regular Season,2000-08-02,KC Wizards,Colorado Rapids,Arrowhead Stadium,0,3,1,KC Wizards,2000
145,Regular Season,2000-08-02,New England,Dallas Burn,Foxboro Stadium,0,1,2,Dallas Burn,2000
146,Regular Season,2000-08-02,San Jose,Columbus Crew,CEFCU Stadium,0,1,2,Columbus Crew,2000
147,Regular Season,2000-08-02,Tampa Bay,Chicago Fire,Raymond James Stadium,0,0,1,Chicago Fire,2000
148,Regular Season,2000-08-02,D.C. United,MetroStars,Robert F. Kennedy Memorial Stadium,0,3,2,D.C. United,2000
149,Regular Season,2000-08-05,KC Wizards,LA Galaxy,Arrowhead Stadium,0,1,5,LA Galaxy,2000
150,Regular Season,2000-08-05,Colorado Rapids,San Jose,Mile High Stadium,0,2,0,Colorado Rapids,2000
151,Regular Season,2000-08-05,New England,Columbus Crew,Foxboro Stadium,0,1,1,,2000
152,Regular Season,2000-08-05,Miami Fusion,D.C. United,Lockhart Stadium,0,3,1,Miami Fusion,2000
153,Regular Season,2000-08-05,Tampa Bay,Dallas Burn,Raymond James Stadium,0,2,1,Tampa Bay,2000
155,Regular Season,2000-08-06,Chicago Fire,MetroStars,Soldier Field,0,3,1,Chicago Fire,2000
156,Regular Season,2000-08-12,Miami Fusion,Colorado Rapids,Lockhart Stadium,0,4,1,Miami Fusion,2000
157,Regular Season,2000-08-12,San Jose,Tampa Bay,CEFCU Stadium,0,1,2,Tampa Bay,2000
158,Regular Season,2000-08-12,Dallas Burn,D.C. United,Cotton Bowl,0,1,0,Dallas Burn,2000
159,Regular Season,2000-08-12,LA Galaxy,KC Wizards,Rose Bowl,0,1,1,,2000
160,Regular Season,2000-08-12,MetroStars,New England,Giants Stadium,0,2,1,MetroStars,2000
161,Regular Season,2000-08-16,Tampa Bay,MetroStars,Raymond James Stadium,0,4,3,Tampa Bay,2000
162,Regular Season,2000-08-16,LA Galaxy,Colorado Rapids,Rose Bowl,0,1,0,LA Galaxy,2000
163,Regular Season,2000-08-16,Dallas Burn,Chicago Fire,Cotton Bowl,0,3,0,Dallas Burn,2000
164,Regular Season,2000-08-16,Columbus Crew,Miami Fusion,MAPFRE Stadium,0,2,0,Columbus Crew,2000
165,Regular Season,2000-08-16,San Jose,KC Wizards,CEFCU Stadium,0,0,3,KC Wizards,2000
166,Regular Season,2000-08-18,KC Wizards,Miami Fusion,Arrowhead Stadium,0,1,2,Miami Fusion,2000
167,Regular Season,2000-08-19,Chicago Fire,LA Galaxy,Soldier Field,0,2,1,Chicago Fire,2000
168,Regular Season,2000-08-19,D.C. United,San Jose,Robert F. Kennedy Memorial Stadium,0,0,1,San Jose,2000
169,Regular Season,2000-08-19,New England,Tampa Bay,Foxboro Stadium,0,2,1,New England,2000
170,Regular Season,2000-08-20,MetroStars,Colorado Rapids,Giants Stadium,0,5,3,MetroStars,2000
171,Regular Season,2000-08-23,MetroStars,KC Wizards,Giants Stadium,0,0,0,,2000
172,Regular Season,2000-08-26,San Jose,LA Galaxy,CEFCU Stadium,0,0,3,LA Galaxy,2000
173,Regular Season,2000-08-26,Tampa Bay,Chicago Fire,Raymond James Stadium,0,3,3,,2000
174,Regular Season,2000-08-26,New England,Columbus Crew,Foxboro Stadium,0,2,1,New England,2000
175,Regular Season,2000-08-26,Colorado Rapids,KC Wizards,Mile High Stadium,0,1,1,,2000
176,Regular Season,2000-08-26,D.C. United,Miami Fusion,Robert F. Kennedy Memorial Stadium,0,2,1,D.C. United,2000
177,Regular Season,2000-08-26,Dallas Burn,MetroStars,Cotton Bowl,0,4,6,MetroStars,2000
178,Regular Season,2000-08-30,Colorado Rapids,Miami Fusion,Mile High Stadium,0,3,1,Colorado Rapids,2000
179,Regular Season,2000-08-30,Chicago Fire,Dallas Burn,Soldier Field,0,4,0,Chicago Fire,2000
181,Regular Season,2000-08-30,LA Galaxy,San Jose,Rose Bowl,0,2,1,LA Galaxy,2000
182,Regular Season,2000-08-30,New England,D.C. United,Foxboro Stadium,0,1,0,New England,2000
183,Regular Season,2000-08-30,Columbus Crew,Tampa Bay,MAPFRE Stadium,0,3,4,Tampa Bay,2000
184,Regular Season,2000-09-01,San Jose,Columbus Crew,CEFCU Stadium,0,3,0,San Jose,2000
185,Regular Season,2000-09-02,KC Wizards,Tampa Bay,Arrowhead Stadium,0,1,0,KC Wizards,2000
186,Regular Season,2000-09-02,Miami Fusion,MetroStars,Lockhart Stadium,0,4,1,Miami Fusion,2000
187,Regular Season,2000-09-03,D.C. United,New England,Robert F. Kennedy Memorial Stadium,0,2,0,D.C. United,2000
188,Regular Season,2000-09-03,Chicago Fire,Colorado Rapids,Soldier Field,0,2,0,Chicago Fire,2000
189,Regular Season,2000-09-05,MetroStars,Miami Fusion,Giants Stadium,0,2,1,MetroStars,2000
190,Regular Season,2000-09-06,LA Galaxy,Dallas Burn,Rose Bowl,0,0,1,Dallas Burn,2000
191,Regular Season,2000-09-06,New England,KC Wizards,Foxboro Stadium,0,0,1,KC Wizards,2000
192,Regular Season,2000-09-06,Chicago Fire,Columbus Crew,Soldier Field,0,3,1,Chicago Fire,2000
193,Regular Season,2000-09-08,Colorado Rapids,LA Galaxy,Mile High Stadium,0,1,0,Colorado Rapids,2000
194,Regular Season,2000-09-09,Columbus Crew,Chicago Fire,MAPFRE Stadium,0,2,3,Chicago Fire,2000
195,Regular Season,2000-09-09,D.C. United,Miami Fusion,Robert F. Kennedy Memorial Stadium,0,2,6,Miami Fusion,2000
196,Regular Season,2000-09-09,Tampa Bay,KC Wizards,Raymond James Stadium,0,2,2,,2000
197,Regular Season,2000-09-09,New England,MetroStars,Foxboro Stadium,0,4,3,New England,2000
198,Regular Season,2000-09-09,Dallas Burn,San Jose,Cotton Bowl,0,2,1,Dallas Burn,2000
199,Quarter-finals,2000-09-14,Tampa Bay,LA Galaxy,Raymond James Stadium,5583,0,1,LA Galaxy,2000
200,Quarter-finals,2000-09-15,Chicago Fire,New England,Soldier Field,10476,2,1,Chicago Fire,2000
201,Quarter-finals,2000-09-15,MetroStars,Dallas Burn,Giants Stadium,14868,2,1,MetroStars,2000
202,Quarter-finals,2000-09-16,KC Wizards,Colorado Rapids,Arrowhead Stadium,8682,1,0,KC Wizards,2000
203,Quarter-finals,2000-09-19,New England,Chicago Fire,Foxboro Stadium,10723,2,1,New England,2000
204,Quarter-finals,2000-09-20,Colorado Rapids,KC Wizards,Mile High Stadium,8789,0,0,,2000
205,Quarter-finals,2000-09-20,LA Galaxy,Tampa Bay,Rose Bowl,13581,5,2,LA Galaxy,2000
207,Quarter-finals,2000-09-20,Dallas Burn,MetroStars,Cotton Bowl,7555,1,2,MetroStars,2000
208,Quarter-finals,2000-09-22,Chicago Fire,New England,Soldier Field,5972,6,0,Chicago Fire,2000
209,Quarter-finals,2000-09-24,KC Wizards,Colorado Rapids,Arrowhead Stadium,4156,3,2,KC Wizards,2000
210,Semi-finals,2000-09-26,Chicago Fire,MetroStars,Soldier Field,7141,3,0,Chicago Fire,2000
211,Semi-finals,2000-09-29,KC Wizards,LA Galaxy,Arrowhead Stadium,11815,0,0,,2000
212,Semi-finals,2000-09-30,MetroStars,Chicago Fire,Giants Stadium,15476,2,0,MetroStars,2000
213,Semi-finals,2000-10-03,LA Galaxy,KC Wizards,Rose Bowl,20849,2,1,LA Galaxy,2000
214,Semi-finals,2000-10-06,Chicago Fire,MetroStars,Soldier Field,10133,3,2,Chicago Fire,2000
215,Semi-finals,2000-10-06,KC Wizards,LA Galaxy,Arrowhead Stadium,8320,2,0,KC Wizards,2000
216,MLS Cup 2000,2000-10-15,KC Wizards,Chicago Fire,Robert F. Kennedy Memorial Stadium (Neutral Site),39159,1,0,KC Wizards,2000
