,Round,Date,Home,Away,Venue,Attendance,GHome,GAway,Winner,Season
57,Regular Season,1997-06-01,New England,Dallas Burn,Foxboro Stadium,10242,3,1,New England,1997
58,Regular Season,1997-06-01,San Jose,D.C. United,CEFCU Stadium,14071,2,3,D.C. United,1997
59,Regular Season,1997-06-01,Colorado Rapids,Tampa Bay,Mile High Stadium,10452,2,0,Colorado Rapids,1997
60,Regular Season,1997-06-06,Dallas Burn,KC Wizards,Cotton Bowl,9014,1,1,KC Wizards,1997
61,Regular Season,1997-06-07,D.C. United,Colorado Rapids,Robert F. Kennedy Memorial Stadium,16790,5,0,D.C. United,1997
62,Regular Season,1997-06-07,Tampa Bay,Columbus Crew,Houlihan's Stadium,10152,3,1,Tampa Bay,1997
63,Regular Season,1997-06-08,San Jose,KC Wizards,CEFCU Stadium,11629,2,3,KC Wizards,1997
64,Regular Season,1997-06-08,New England,LA Galaxy,Foxboro Stadium,16218,0,0,New England,1997
65,Regular Season,1997-06-13,MetroStars,Colorado Rapids,Giants Stadium,20112,1,3,Colorado Rapids,1997
66,Regular Season,1997-06-14,New England,D.C. United,Foxboro Stadium,26313,0,1,D.C. United,1997
67,Regular Season,1997-06-15,LA Galaxy,Tampa Bay,Rose Bowl,19232,4,1,LA Galaxy,1997
68,Regular Season,1997-06-15,KC Wizards,San Jose,Arrowhead Stadium,7431,1,3,San Jose,1997
69,Regular Season,1997-06-15,Columbus Crew,Colorado Rapids,Ohio Stadium,12694,0,2,Colorado Rapids,1997
70,Regular Season,1997-06-15,Dallas Burn,MetroStars,Cotton Bowl,10897,3,1,Dallas Burn,1997
71,Regular Season,1997-06-21,Columbus Crew,MetroStars,Ohio Stadium,17190,2,1,Columbus Crew,1997
72,Regular Season,1997-06-21,Colorado Rapids,LA Galaxy,Mile High Stadium,13335,2,1,Colorado Rapids,1997
73,Regular Season,1997-06-21,KC Wizards,D.C. United,Arrowhead Stadium,10124,6,1,KC Wizards,1997
74,Regular Season,1997-06-21,Tampa Bay,San Jose,Houlihan's Stadium,9462,3,1,Tampa Bay,1997
75,Regular Season,1997-06-22,New England,Dallas Burn,Foxboro Stadium,15819,2,2,New England,1997
77,Regular Season,1997-06-25,KC Wizards,Tampa Bay,Arrowhead Stadium,6521,2,2,KC Wizards,1997
78,Regular Season,1997-06-28,Colorado Rapids,KC Wizards,Mile High Stadium,9850,3,3,KC Wizards,1997
79,Regular Season,1997-06-28,Tampa Bay,LA Galaxy,Houlihan's Stadium,10111,3,2,Tampa Bay,1997
80,Regular Season,1997-06-28,San Jose,Dallas Burn,CEFCU Stadium,11941,3,1,San Jose,1997
81,Regular Season,1997-07-04,Dallas Burn,D.C. United,Cotton Bowl,16089,2,3,D.C. United,1997
82,Regular Season,1997-07-04,LA Galaxy,New England,Rose Bowl,51704,2,0,LA Galaxy,1997
83,Regular Season,1997-07-04,Tampa Bay,MetroStars,Houlihan's Stadium,18070,1,0,Tampa Bay,1997
84,Regular Season,1997-07-04,Columbus Crew,KC Wizards,Ohio Stadium,16713,1,2,KC Wizards,1997
85,Regular Season,1997-07-04,Colorado Rapids,San Jose,Mile High Stadium,36252,3,1,Colorado Rapids,1997
86,Regular Season,1997-07-06,D.C. United,Tampa Bay,Robert F. Kennedy Memorial Stadium,18126,3,2,D.C. United,1997
87,Regular Season,1997-07-06,KC Wizards,Dallas Burn,Arrowhead Stadium,9205,1,3,Dallas Burn,1997
88,Regular Season,1997-07-06,San Jose,New England,CEFCU Stadium,11753,3,2,San Jose,1997
89,Regular Season,1997-07-12,New England,KC Wizards,Foxboro Stadium,21817,2,0,New England,1997
90,Regular Season,1997-07-12,LA Galaxy,D.C. United,Rose Bowl,21874,3,1,LA Galaxy,1997
91,Regular Season,1997-07-13,San Jose,Tampa Bay,CEFCU Stadium,12771,2,2,Tampa Bay,1997
92,Regular Season,1997-07-13,MetroStars,Colorado Rapids,Giants Stadium,14484,4,1,MetroStars,1997
93,Regular Season,1997-07-13,Columbus Crew,Dallas Burn,Ohio Stadium,12329,1,2,Dallas Burn,1997
94,Regular Season,1997-07-18,New England,Tampa Bay,Foxboro Stadium,19075,4,2,New England,1997
95,Regular Season,1997-07-18,Dallas Burn,San Jose,Cotton Bowl,7371,3,1,Dallas Burn,1997
96,Regular Season,1997-07-19,KC Wizards,D.C. United,Arrowhead Stadium,10149,3,2,KC Wizards,1997
97,Regular Season,1997-07-20,MetroStars,LA Galaxy,Giants Stadium,19624,0,4,LA Galaxy,1997
98,Regular Season,1997-07-20,Colorado Rapids,Dallas Burn,Mile High Stadium,8125,2,4,Dallas Burn,1997
99,Regular Season,1997-07-20,Columbus Crew,New England,Ohio Stadium,14248,1,0,Columbus Crew,1997
100,Regular Season,1997-07-20,Tampa Bay,San Jose,Houlihan's Stadium,8781,3,1,Tampa Bay,1997
101,Regular Season,1997-07-25,D.C. United,Columbus Crew,Robert F. Kennedy Memorial Stadium,18140,1,1,D.C. United,1997
103,Regular Season,1997-07-25,Dallas Burn,LA Galaxy,Cotton Bowl,13136,0,3,LA Galaxy,1997
104,Regular Season,1997-07-25,San Jose,Colorado Rapids,CEFCU Stadium,11003,1,2,Colorado Rapids,1997
105,Regular Season,1997-07-26,KC Wizards,New England,Arrowhead Stadium,10029,0,0,KC Wizards,1997
106,Regular Season,1997-07-27,Colorado Rapids,LA Galaxy,Mile High Stadium,7809,1,2,LA Galaxy,1997
107,Regular Season,1997-07-27,MetroStars,D.C. United,Giants Stadium,20104,2,1,MetroStars,1997
108,Regular Season,1997-07-27,Columbus Crew,Tampa Bay,Ohio Stadium,12340,0,0,Tampa Bay,1997
109,Regular Season,1997-07-30,D.C. United,Columbus Crew,Robert F. Kennedy Memorial Stadium,11504,4,2,D.C. United,1997
110,Regular Season,1997-08-02,D.C. United,Colorado Rapids,Robert F. Kennedy Memorial Stadium,16769,2,2,Colorado Rapids,1997
111,Regular Season,1997-08-02,Dallas Burn,KC Wizards,Cotton Bowl,7910,1,2,KC Wizards,1997
112,Regular Season,1997-08-02,LA Galaxy,Columbus Crew,Rose Bowl,24344,1,2,Columbus Crew,1997
113,Regular Season,1997-08-03,New England,San Jose,Foxboro Stadium,22673,1,5,San Jose,1997
114,Regular Season,1997-08-03,MetroStars,Tampa Bay,Giants Stadium,15650,2,3,Tampa Bay,1997
115,Regular Season,1997-08-09,Tampa Bay,KC Wizards,Houlihan's Stadium,11296,0,2,KC Wizards,1997
116,Regular Season,1997-08-09,Colorado Rapids,New England,Mile High Stadium,8654,3,0,Colorado Rapids,1997
117,Regular Season,1997-08-09,D.C. United,LA Galaxy,Robert F. Kennedy Memorial Stadium,19510,4,2,D.C. United,1997
118,Regular Season,1997-08-09,San Jose,Columbus Crew,CEFCU Stadium,11799,1,1,San Jose,1997
119,Regular Season,1997-08-14,New England,LA Galaxy,Foxboro Stadium,21886,1,1,LA Galaxy,1997
120,Regular Season,1997-08-15,Tampa Bay,Dallas Burn,Houlihan's Stadium,8329,2,1,Tampa Bay,1997
121,Regular Season,1997-08-15,Colorado Rapids,MetroStars,Mile High Stadium,7225,2,0,Colorado Rapids,1997
122,Regular Season,1997-08-16,Columbus Crew,D.C. United,Ohio Stadium,15355,2,0,Columbus Crew,1997
123,Regular Season,1997-08-17,KC Wizards,MetroStars,Arrowhead Stadium,9278,3,3,KC Wizards,1997
124,Regular Season,1997-08-17,LA Galaxy,San Jose,Rose Bowl,22621,2,3,San Jose,1997
125,Regular Season,1997-08-23,Dallas Burn,MetroStars,Cotton Bowl,9092,1,2,MetroStars,1997
126,Regular Season,1997-08-23,Columbus Crew,New England,Ohio Stadium,15718,2,1,Columbus Crew,1997
127,Regular Season,1997-08-24,San Jose,KC Wizards,CEFCU Stadium,13605,2,2,KC Wizards,1997
129,Regular Season,1997-08-27,D.C. United,New England,Robert F. Kennedy Memorial Stadium,9675,3,2,D.C. United,1997
130,Regular Season,1997-08-28,KC Wizards,Colorado Rapids,Arrowhead Stadium,7619,1,0,KC Wizards,1997
131,Regular Season,1997-08-29,MetroStars,San Jose,Giants Stadium,14511,3,0,MetroStars,1997
132,Regular Season,1997-08-30,Columbus Crew,LA Galaxy,Ohio Stadium,16167,2,0,Columbus Crew,1997
133,Regular Season,1997-08-30,Tampa Bay,New England,Houlihan's Stadium,9253,4,0,Tampa Bay,1997
134,Regular Season,1997-08-31,Dallas Burn,Colorado Rapids,Cotton Bowl,4451,4,1,Dallas Burn,1997
135,Regular Season,1997-08-31,D.C. United,KC Wizards,Robert F. Kennedy Memorial Stadium,18123,2,0,D.C. United,1997
136,Regular Season,1997-09-04,LA Galaxy,MetroStars,Rose Bowl,7232,1,3,MetroStars,1997
137,Regular Season,1997-09-06,Colorado Rapids,KC Wizards,Mile High Stadium,26599,1,2,KC Wizards,1997
138,Regular Season,1997-09-06,San Jose,MetroStars,CEFCU Stadium,14020,4,0,San Jose,1997
139,Regular Season,1997-09-06,Dallas Burn,Columbus Crew,Cotton Bowl,10383,3,0,Dallas Burn,1997
140,Regular Season,1997-09-07,LA Galaxy,Tampa Bay,Rose Bowl,7482,6,1,LA Galaxy,1997
141,Regular Season,1997-09-09,MetroStars,New England,Giants Stadium,10510,3,1,MetroStars,1997
142,Regular Season,1997-09-10,LA Galaxy,Colorado Rapids,Rose Bowl,7824,2,0,LA Galaxy,1997
143,Regular Season,1997-09-11,San Jose,Dallas Burn,CEFCU Stadium,7955,0,1,Dallas Burn,1997
144,Regular Season,1997-09-12,New England,Columbus Crew,Foxboro Stadium,21619,1,0,New England,1997
145,Regular Season,1997-09-12,KC Wizards,MetroStars,Arrowhead Stadium,8761,0,0,MetroStars,1997
146,Regular Season,1997-09-13,Tampa Bay,D.C. United,Houlihan's Stadium,14062,1,2,D.C. United,1997
147,Regular Season,1997-09-14,Dallas Burn,LA Galaxy,Cotton Bowl,9032,1,3,LA Galaxy,1997
148,Regular Season,1997-09-14,Columbus Crew,KC Wizards,Ohio Stadium,15132,4,0,Columbus Crew,1997
149,Regular Season,1997-09-16,MetroStars,Dallas Burn,Giants Stadium,11484,0,1,Dallas Burn,1997
150,Regular Season,1997-09-16,D.C. United,New England,Robert F. Kennedy Memorial Stadium,11607,2,2,D.C. United,1997
151,Regular Season,1997-09-17,Colorado Rapids,San Jose,Mile High Stadium,6955,1,2,San Jose,1997
152,Regular Season,1997-09-18,Tampa Bay,Columbus Crew,Houlihan's Stadium,6984,2,1,Tampa Bay,1997
153,Regular Season,1997-09-19,LA Galaxy,Dallas Burn,Rose Bowl,19421,2,1,LA Galaxy,1997
155,Regular Season,1997-09-20,New England,MetroStars,Foxboro Stadium,36273,3,2,New England,1997
156,Regular Season,1997-09-21,D.C. United,Tampa Bay,Robert F. Kennedy Memorial Stadium,14586,1,2,Tampa Bay,1997
157,Regular Season,1997-09-21,San Jose,LA Galaxy,CEFCU Stadium,20117,2,3,LA Galaxy,1997
158,Regular Season,1997-09-25,MetroStars,Columbus Crew,Giants Stadium,15570,0,1,Columbus Crew,1997
159,Regular Season,1997-09-25,Dallas Burn,New England,Cotton Bowl,6897,1,2,New England,1997
160,Regular Season,1997-09-26,Tampa Bay,D.C. United,Houlihan's Stadium,16326,1,5,D.C. United,1997
161,Regular Season,1997-09-26,KC Wizards,Colorado Rapids,Arrowhead Stadium,12485,5,2,KC Wizards,1997
162,Regular Season,1997-09-28,D.C. United,MetroStars,Robert F. Kennedy Memorial Stadium,9686,1,3,MetroStars,1997
163,Regular Season,1997-09-28,San Jose,Colorado Rapids,CEFCU Stadium,10926,1,3,Colorado Rapids,1997
164,Regular Season,1997-09-28,Columbus Crew,Tampa Bay,Ohio Stadium,22259,1,1,Columbus Crew,1997
165,Regular Season,1997-09-28,LA Galaxy,KC Wizards,Rose Bowl,28912,2,0,LA Galaxy,1997
166,Conference Semifinals,1997-10-04,KC Wizards,Colorado Rapids,Arrowhead Stadium,10174,0,3,Colorado Rapids,1997
167,Conference Semifinals,1997-10-05,Tampa Bay,Columbus Crew,Houlihan's Stadium,8272,1,2,Columbus Crew,1997
168,Conference Semifinals,1997-10-05,LA Galaxy,Dallas Burn,Rose Bowl,18921,0,0,Dallas Burn,1997
169,Conference Semifinals,1997-10-05,D.C. United,New England,Robert F. Kennedy Memorial Stadium,12540,4,1,D.C. United,1997
170,Conference Semifinals,1997-10-08,Colorado Rapids,KC Wizards,Mile High Stadium,13117,3,2,Colorado Rapids,1997
171,Conference Semifinals,1997-10-08,New England,D.C. United,Foxboro Stadium,16233,1,1,D.C. United,1997
172,Conference Semifinals,1997-10-08,Dallas Burn,LA Galaxy,Cotton Bowl,11248,3,0,Dallas Burn,1997
173,Conference Semifinals,1997-10-08,Columbus Crew,Tampa Bay,Ohio Stadium,13102,2,0,Columbus Crew,1997
174,Conference Finals,1997-10-12,Dallas Burn,Colorado Rapids,Cotton Bowl,7376,0,1,Colorado Rapids,1997
175,Conference Finals,1997-10-12,D.C. United,Columbus Crew,Robert F. Kennedy Memorial Stadium,11820,3,2,D.C. United,1997
176,Conference Finals,1997-10-15,Columbus Crew,D.C. United,Ohio Stadium,9506,0,1,D.C. United,1997
177,Conference Finals,1997-10-15,Colorado Rapids,Dallas Burn,Mile High Stadium,18452,2,1,Colorado Rapids,1997
178,MLS Cup '97,1997-10-26,D.C. United,Colorado Rapids,Robert F. Kennedy Memorial Stadium,57431,2,1,D.C. United,1997
