,Round,Date,Home,Away,Venue,Attendance,GHome,GAway,Winner,Season
122,Regular Season,2002-08-25,MetroStars,D.C. United,Giants Stadium,0,1,0,MetroStars,2002
123,Regular Season,2002-08-28,New England,Colorado Rapids,Gillette Stadium,0,3,1,New England,2002
124,Regular Season,2002-08-31,D.C. United,San Jose,Robert F. Kennedy Memorial Stadium,0,4,2,D.C. United,2002
125,Regular Season,2002-08-31,Columbus Crew,New England,MAPFRE Stadium,0,0,0,,2002
126,Regular Season,2002-08-31,LA Galaxy,MetroStars,Rose Bowl,0,3,0,LA Galaxy,2002
127,Regular Season,2002-08-31,KC Wizards,Chicago Fire,Arrowhead Stadium,0,2,1,KC Wizards,2002
129,Regular Season,2002-09-01,Colorado Rapids,Dallas Burn,Empower Field at Mile High,0,3,2,Colorado Rapids,2002
130,Regular Season,2002-09-05,Dallas Burn,MetroStars,Cotton Bowl,0,1,3,MetroStars,2002
131,Regular Season,2002-09-07,San Jose,Columbus Crew,CEFCU Stadium,0,4,3,San Jose,2002
132,Regular Season,2002-09-07,New England,D.C. United,Gillette Stadium,0,3,0,New England,2002
133,Regular Season,2002-09-07,Chicago Fire,LA Galaxy,Benedetti-Wehrli Stadium,0,1,2,LA Galaxy,2002
134,Regular Season,2002-09-12,MetroStars,D.C. United,Giants Stadium,0,0,1,D.C. United,2002
135,Regular Season,2002-09-14,Dallas Burn,New England,Cotton Bowl,0,1,2,New England,2002
136,Regular Season,2002-09-14,D.C. United,MetroStars,Robert F. Kennedy Memorial Stadium,0,2,1,D.C. United,2002
137,Regular Season,2002-09-14,LA Galaxy,San Jose,Rose Bowl,0,1,0,LA Galaxy,2002
138,Regular Season,2002-09-14,KC Wizards,Colorado Rapids,Arrowhead Stadium,0,1,2,Colorado Rapids,2002
139,Regular Season,2002-09-14,Columbus Crew,Chicago Fire,MAPFRE Stadium,0,2,0,Columbus Crew,2002
140,Regular Season,2002-09-19,D.C. United,Dallas Burn,Robert F. Kennedy Memorial Stadium,0,3,4,Dallas Burn,2002
141,Regular Season,2002-09-20,Colorado Rapids,KC Wizards,Empower Field at Mile High,0,1,1,,2002
142,Regular Season,2002-09-21,New England,MetroStars,Gillette Stadium,0,3,0,New England,2002
143,Regular Season,2002-09-21,San Jose,LA Galaxy,CEFCU Stadium,0,0,1,LA Galaxy,2002
144,Regular Season,2002-09-22,Chicago Fire,Columbus Crew,Benedetti-Wehrli Stadium,0,2,1,Chicago Fire,2002
145,Quarter-finals,2002-09-25,LA Galaxy,KC Wizards,Rose Bowl,14585,3,2,LA Galaxy,2002
146,Quarter-finals,2002-09-25,Dallas Burn,Colorado Rapids,Cotton Bowl,6360,4,2,Dallas Burn,2002
147,Quarter-finals,2002-09-25,San Jose,Columbus Crew,CEFCU Stadium,8069,1,2,Columbus Crew,2002
148,Quarter-finals,2002-09-26,New England,Chicago Fire,Gillette Stadium,6306,2,0,New England,2002
149,Quarter-finals,2002-09-28,KC Wizards,LA Galaxy,Arrowhead Stadium,9484,4,1,KC Wizards,2002
150,Quarter-finals,2002-09-28,Columbus Crew,San Jose,MAPFRE Stadium,13004,2,1,Columbus Crew,2002
151,Quarter-finals,2002-09-28,Colorado Rapids,Dallas Burn,Empower Field at Mile High,9637,1,0,Colorado Rapids,2002
152,Quarter-finals,2002-09-29,Chicago Fire,New England,Benedetti-Wehrli Stadium,9434,2,1,Chicago Fire,2002
153,Quarter-finals,2002-10-02,New England,Chicago Fire,Gillette Stadium,6954,2,0,New England,2002
155,Quarter-finals,2002-10-02,LA Galaxy,KC Wizards,Rose Bowl,14713,5,2,LA Galaxy,2002
156,Quarter-finals,2002-10-02,Dallas Burn,Colorado Rapids,Cotton Bowl,8008,1,2,Colorado Rapids,2002
157,Semi-finals,2002-10-05,LA Galaxy,Colorado Rapids,Rose Bowl,24742,4,0,LA Galaxy,2002
158,Semi-finals,2002-10-06,New England,Columbus Crew,Gillette Stadium,11387,0,0,,2002
159,Semi-finals,2002-10-09,Colorado Rapids,LA Galaxy,Empower Field at Mile High,12367,0,1,LA Galaxy,2002
160,Semi-finals,2002-10-09,Columbus Crew,New England,MAPFRE Stadium,10245,0,1,New England,2002
161,Semi-finals,2002-10-12,New England,Columbus Crew,Gillette Stadium,9216,2,2,,2002
162,MLS Cup 2002,2002-10-20,New England,LA Galaxy,Gillette Stadium,61316,0,1,LA Galaxy,2002
