,Season,Round,Venue,Date,Home,GHome,GAway,Away,Winner
1291,2004,Regular Season,MAPFRE Stadium,2004-04-03,Columbus Crew,1,3,MetroStars,MetroStars
1292,2004,Regular Season,Arrowhead Stadium,2004-04-03,KC Wizards,0,0,Chicago Fire,
1294,2004,Regular Season,Dignity Health Sports Park,2004-04-03,LA Galaxy,3,2,New England,LA Galaxy
1296,2004,Regular Season,CEFCU Stadium,2004-04-10,San Jose,0,0,Chicago Fire,
1295,2004,Regular Season,Dignity Health Sports Park,2004-04-10,LA Galaxy,1,1,D.C. United,
1297,2004,Regular Season,Giants Stadium,2004-04-17,MetroStars,3,2,D.C. United,MetroStars
1298,2004,Regular Season,Empower Field at Mile High,2004-04-17,Colorado Rapids,1,1,LA Galaxy,
1299,2004,Regular Season,Gillette Stadium,2004-04-17,New England,1,3,San Jose,San Jose
1300,2004,Regular Season,Arrowhead Stadium,2004-04-17,KC Wizards,1,0,Columbus Crew,KC Wizards
1301,2004,Regular Season,Soldier Field,2004-04-17,Chicago Fire,0,2,Dallas Burn,Dallas Burn
1304,2004,Regular Season,Dignity Health Sports Park,2004-04-24,LA Galaxy,2,0,Columbus Crew,LA Galaxy
1302,2004,Regular Season,Robert F. Kennedy Memorial Stadium,2004-04-24,D.C. United,0,1,Chicago Fire,Chicago Fire
1303,2004,Regular Season,Cotton Bowl,2004-04-24,Dallas Burn,1,0,KC Wizards,Dallas Burn
1305,2004,Regular Season,Empower Field at Mile High,2004-04-24,Colorado Rapids,1,0,San Jose,Colorado Rapids
1306,2004,Regular Season,Giants Stadium,2004-04-25,MetroStars,1,1,New England,
1311,2004,Regular Season,Gillette Stadium,2004-05-01,New England,2,1,LA Galaxy,New England
1307,2004,Regular Season,MAPFRE Stadium,2004-05-01,Columbus Crew,0,0,Dallas Burn,
1308,2004,Regular Season,Soldier Field,2004-05-01,Chicago Fire,3,0,MetroStars,Chicago Fire
1309,2004,Regular Season,Arrowhead Stadium,2004-05-01,KC Wizards,2,0,Colorado Rapids,KC Wizards
1310,2004,Regular Season,CEFCU Stadium,2004-05-01,San Jose,1,1,D.C. United,
1312,2004,Regular Season,Empower Field at Mile High,2004-05-07,Colorado Rapids,0,0,New England,
1313,2004,Regular Season,CEFCU Stadium,2004-05-08,San Jose,5,5,MetroStars,
1316,2004,Regular Season,Cotton Bowl,2004-05-08,Dallas Burn,1,3,LA Galaxy,LA Galaxy
1314,2004,Regular Season,Arrowhead Stadium,2004-05-08,KC Wizards,2,2,Chicago Fire,
1315,2004,Regular Season,Robert F. Kennedy Memorial Stadium,2004-05-08,D.C. United,1,1,Columbus Crew,
1320,2004,Regular Season,Robert F. Kennedy Memorial Stadium,2004-05-15,D.C. United,1,0,KC Wizards,D.C. United
1321,2004,Regular Season,Giants Stadium,2004-05-15,MetroStars,1,1,Chicago Fire,
1319,2004,Regular Season,Dignity Health Sports Park,2004-05-15,LA Galaxy,1,1,Colorado Rapids,
1318,2004,Regular Season,MAPFRE Stadium,2004-05-15,Columbus Crew,1,0,New England,Columbus Crew
1317,2004,Regular Season,Cotton Bowl,2004-05-15,Dallas Burn,1,2,San Jose,San Jose
1322,2004,Regular Season,Robert F. Kennedy Memorial Stadium,2004-05-19,D.C. United,2,4,LA Galaxy,LA Galaxy
1323,2004,Regular Season,Empower Field at Mile High,2004-05-22,Colorado Rapids,2,1,D.C. United,Colorado Rapids
1324,2004,Regular Season,Gillette Stadium,2004-05-22,New England,1,1,MetroStars,
1325,2004,Regular Season,CEFCU Stadium,2004-05-22,San Jose,4,2,LA Galaxy,San Jose
1326,2004,Regular Season,Arrowhead Stadium,2004-05-22,KC Wizards,2,0,Dallas Burn,KC Wizards
1327,2004,Regular Season,Soldier Field,2004-05-23,Chicago Fire,1,3,Columbus Crew,Columbus Crew
1331,2004,Regular Season,MAPFRE Stadium,2004-05-29,Columbus Crew,1,0,San Jose,Columbus Crew
1330,2004,Regular Season,Gillette Stadium,2004-05-29,New England,0,1,D.C. United,D.C. United
1328,2004,Regular Season,Soldier Field,2004-05-29,Chicago Fire,1,0,Colorado Rapids,Chicago Fire
1329,2004,Regular Season,Dignity Health Sports Park,2004-05-29,LA Galaxy,4,1,Dallas Burn,LA Galaxy
1332,2004,Regular Season,Giants Stadium,2004-05-30,MetroStars,1,0,KC Wizards,MetroStars
1333,2004,Regular Season,Arrowhead Stadium,2004-06-02,KC Wizards,2,3,New England,New England
1334,2004,Regular Season,Dignity Health Sports Park,2004-06-05,LA Galaxy,1,2,KC Wizards,KC Wizards
1335,2004,Regular Season,Giants Stadium,2004-06-05,MetroStars,0,2,Dallas Burn,Dallas Burn
1336,2004,Regular Season,Soldier Field,2004-06-05,Chicago Fire,3,0,D.C. United,Chicago Fire
1337,2004,Regular Season,Gillette Stadium,2004-06-06,New England,1,2,Columbus Crew,Columbus Crew
1338,2004,Regular Season,Empower Field at Mile High,2004-06-09,Colorado Rapids,0,1,KC Wizards,KC Wizards
1343,2004,Regular Season,CEFCU Stadium,2004-06-12,San Jose,3,1,MetroStars,San Jose
1342,2004,Regular Season,Robert F. Kennedy Memorial Stadium,2004-06-12,D.C. United,0,0,Colorado Rapids,
1341,2004,Regular Season,MAPFRE Stadium,2004-06-12,Columbus Crew,2,2,KC Wizards,
1340,2004,Regular Season,Cotton Bowl,2004-06-12,Dallas Burn,3,1,New England,Dallas Burn
1339,2004,Regular Season,Dignity Health Sports Park,2004-06-12,LA Galaxy,3,2,Chicago Fire,LA Galaxy
1344,2004,Regular Season,Empower Field at Mile High,2004-06-19,Colorado Rapids,1,1,Dallas Burn,
1345,2004,Regular Season,Soldier Field,2004-06-19,Chicago Fire,1,1,San Jose,
1346,2004,Regular Season,Gillette Stadium,2004-06-19,New England,1,3,KC Wizards,KC Wizards
1347,2004,Regular Season,Robert F. Kennedy Memorial Stadium,2004-06-19,D.C. United,3,1,Columbus Crew,D.C. United
1348,2004,Regular Season,Giants Stadium,2004-06-19,MetroStars,2,1,LA Galaxy,MetroStars
1349,2004,Regular Season,Dignity Health Sports Park,2004-06-23,LA Galaxy,0,3,MetroStars,MetroStars
1353,2004,Regular Season,Gillette Stadium,2004-06-26,New England,2,1,MetroStars,New England
1352,2004,Regular Season,MAPFRE Stadium,2004-06-26,Columbus Crew,1,2,Colorado Rapids,Colorado Rapids
1350,2004,Regular Season,Cotton Bowl,2004-06-26,Dallas Burn,1,1,D.C. United,
1351,2004,Regular Season,CEFCU Stadium,2004-06-26,San Jose,1,1,KC Wizards,
1354,2004,Regular Season,Soldier Field,2004-06-27,Chicago Fire,0,1,LA Galaxy,LA Galaxy
1355,2004,Regular Season,Giants Stadium,2004-06-30,MetroStars,2,3,Colorado Rapids,Colorado Rapids
1356,2004,Regular Season,MAPFRE Stadium,2004-07-03,Columbus Crew,2,0,Chicago Fire,Columbus Crew
1357,2004,Regular Season,Robert F. Kennedy Memorial Stadium,2004-07-03,D.C. United,6,2,MetroStars,D.C. United
1358,2004,Regular Season,Arrowhead Stadium,2004-07-03,KC Wizards,5,1,Dallas Burn,KC Wizards
1359,2004,Regular Season,Empower Field at Mile High,2004-07-04,Colorado Rapids,1,0,New England,Colorado Rapids
1360,2004,Regular Season,Dignity Health Sports Park,2004-07-04,LA Galaxy,2,1,San Jose,LA Galaxy
1361,2004,Regular Season,CEFCU Stadium,2004-07-07,San Jose,1,2,Dallas Burn,Dallas Burn
1365,2004,Regular Season,Cotton Bowl,2004-07-10,Dallas Burn,0,0,Columbus Crew,
1364,2004,Regular Season,Arrowhead Stadium,2004-07-10,KC Wizards,1,0,D.C. United,KC Wizards
1363,2004,Regular Season,Dignity Health Sports Park,2004-07-10,LA Galaxy,2,0,Colorado Rapids,LA Galaxy
1362,2004,Regular Season,Giants Stadium,2004-07-10,MetroStars,2,0,San Jose,MetroStars
1366,2004,Regular Season,Soldier Field,2004-07-11,Chicago Fire,1,1,New England,
1367,2004,Regular Season,Gillette Stadium,2004-07-14,New England,3,1,Chicago Fire,New England
1368,2004,Regular Season,Empower Field at Mile High,2004-07-14,Colorado Rapids,0,0,LA Galaxy,
1369,2004,Regular Season,CEFCU Stadium,2004-07-17,San Jose,3,1,Colorado Rapids,San Jose
1370,2004,Regular Season,Robert F. Kennedy Memorial Stadium,2004-07-17,D.C. United,1,1,LA Galaxy,
1371,2004,Regular Season,MAPFRE Stadium,2004-07-17,Columbus Crew,1,1,New England,
1372,2004,Regular Season,Cotton Bowl,2004-07-17,Dallas Burn,0,1,KC Wizards,KC Wizards
1373,2004,Regular Season,Soldier Field,2004-07-17,Chicago Fire,1,1,MetroStars,
1378,2004,Regular Season,Giants Stadium,2004-07-24,MetroStars,2,1,Chicago Fire,MetroStars
1377,2004,Regular Season,Cotton Bowl,2004-07-24,Dallas Burn,5,1,D.C. United,Dallas Burn
1374,2004,Regular Season,Arrowhead Stadium,2004-07-24,KC Wizards,2,2,LA Galaxy,
1375,2004,Regular Season,CEFCU Stadium,2004-07-24,San Jose,2,2,New England,
1376,2004,Regular Season,Empower Field at Mile High,2004-07-24,Colorado Rapids,0,0,Columbus Crew,
1379,2004,Regular Season,MAPFRE Stadium,2004-07-28,Columbus Crew,2,1,Dallas Burn,Columbus Crew
1380,2004,Regular Season,Empower Field at Mile High,2004-07-28,Colorado Rapids,2,0,Chicago Fire,Colorado Rapids
1381,2004,Regular Season,Arrowhead Stadium,2004-07-28,KC Wizards,1,2,MetroStars,MetroStars
1383,2004,Regular Season,CEFCU Stadium,2004-08-07,San Jose,2,0,D.C. United,San Jose
1382,2004,Regular Season,Gillette Stadium,2004-08-07,New England,2,2,Columbus Crew,
1384,2004,Regular Season,Cotton Bowl,2004-08-07,Dallas Burn,1,0,Colorado Rapids,Dallas Burn
1385,2004,Regular Season,Giants Stadium,2004-08-08,MetroStars,3,0,LA Galaxy,MetroStars
1386,2004,Regular Season,Cotton Bowl,2004-08-11,Dallas Burn,0,3,New England,New England
1387,2004,Regular Season,Soldier Field,2004-08-11,Chicago Fire,2,1,San Jose,Chicago Fire
1388,2004,Regular Season,Robert F. Kennedy Memorial Stadium,2004-08-11,D.C. United,3,1,Colorado Rapids,D.C. United
1389,2004,Regular Season,Dignity Health Sports Park,2004-08-14,LA Galaxy,0,0,Columbus Crew,
1390,2004,Regular Season,Arrowhead Stadium,2004-08-14,KC Wizards,0,2,San Jose,San Jose
1391,2004,Regular Season,Robert F. Kennedy Memorial Stadium,2004-08-14,D.C. United,2,2,New England,
1392,2004,Regular Season,Soldier Field,2004-08-14,Chicago Fire,0,3,Colorado Rapids,Colorado Rapids
1393,2004,Regular Season,Giants Stadium,2004-08-15,MetroStars,0,1,Dallas Burn,Dallas Burn
1394,2004,Regular Season,MAPFRE Stadium,2004-08-18,Columbus Crew,2,1,KC Wizards,Columbus Crew
1399,2004,Regular Season,CEFCU Stadium,2004-08-21,San Jose,3,0,Dallas Burn,San Jose
1398,2004,Regular Season,Empower Field at Mile High,2004-08-21,Colorado Rapids,1,0,MetroStars,Colorado Rapids
1395,2004,Regular Season,MAPFRE Stadium,2004-08-21,Columbus Crew,2,2,D.C. United,
1396,2004,Regular Season,Dignity Health Sports Park,2004-08-21,LA Galaxy,1,1,Chicago Fire,
1397,2004,Regular Season,Gillette Stadium,2004-08-21,New England,1,2,KC Wizards,KC Wizards
1400,2004,Regular Season,Gillette Stadium,2004-08-28,New England,0,0,D.C. United,
1401,2004,Regular Season,CEFCU Stadium,2004-08-28,San Jose,0,0,Colorado Rapids,
1402,2004,Regular Season,Cotton Bowl,2004-08-28,Dallas Burn,4,1,Chicago Fire,Dallas Burn
1403,2004,Regular Season,Giants Stadium,2004-08-29,MetroStars,1,1,Columbus Crew,
1404,2004,Regular Season,Soldier Field,2004-09-01,Chicago Fire,3,1,KC Wizards,Chicago Fire
1406,2004,Regular Season,Empower Field at Mile High,2004-09-04,Colorado Rapids,2,1,Dallas Burn,Colorado Rapids
1405,2004,Regular Season,Gillette Stadium,2004-09-04,New England,0,1,San Jose,San Jose
1407,2004,Regular Season,Arrowhead Stadium,2004-09-04,KC Wizards,1,0,MetroStars,KC Wizards
1408,2004,Regular Season,Soldier Field,2004-09-04,Chicago Fire,3,1,D.C. United,Chicago Fire
1409,2004,Regular Season,MAPFRE Stadium,2004-09-04,Columbus Crew,3,1,LA Galaxy,Columbus Crew
1410,2004,Regular Season,CEFCU Stadium,2004-09-08,San Jose,0,1,Columbus Crew,Columbus Crew
1411,2004,Regular Season,Empower Field at Mile High,2004-09-10,Colorado Rapids,3,1,KC Wizards,Colorado Rapids
1412,2004,Regular Season,Dignity Health Sports Park,2004-09-11,LA Galaxy,2,1,San Jose,LA Galaxy
1413,2004,Regular Season,Giants Stadium,2004-09-11,MetroStars,3,2,New England,MetroStars
1414,2004,Regular Season,Robert F. Kennedy Memorial Stadium,2004-09-11,D.C. United,3,0,Dallas Burn,D.C. United
1415,2004,Regular Season,MAPFRE Stadium,2004-09-18,Columbus Crew,4,2,MetroStars,Columbus Crew
1416,2004,Regular Season,Cotton Bowl,2004-09-18,Dallas Burn,2,0,LA Galaxy,Dallas Burn
1417,2004,Regular Season,Gillette Stadium,2004-09-18,New England,6,1,Colorado Rapids,New England
1418,2004,Regular Season,Arrowhead Stadium,2004-09-18,KC Wizards,1,0,San Jose,KC Wizards
1419,2004,Regular Season,Robert F. Kennedy Memorial Stadium,2004-09-18,D.C. United,3,1,Chicago Fire,D.C. United
1424,2004,Regular Season,Arrowhead Stadium,2004-09-25,KC Wizards,1,0,Colorado Rapids,KC Wizards
1423,2004,Regular Season,CEFCU Stadium,2004-09-25,San Jose,0,0,LA Galaxy,
1422,2004,Regular Season,MAPFRE Stadium,2004-09-25,Columbus Crew,1,0,D.C. United,Columbus Crew
1421,2004,Regular Season,Cotton Bowl,2004-09-25,Dallas Burn,0,2,MetroStars,MetroStars
1420,2004,Regular Season,Soldier Field,2004-09-25,Chicago Fire,2,0,New England,Chicago Fire
1425,2004,Regular Season,Giants Stadium,2004-10-02,MetroStars,0,1,D.C. United,D.C. United
1426,2004,Regular Season,MAPFRE Stadium,2004-10-02,Columbus Crew,3,3,Chicago Fire,
1427,2004,Regular Season,Dignity Health Sports Park,2004-10-02,LA Galaxy,1,1,KC Wizards,
1428,2004,Regular Season,Empower Field at Mile High,2004-10-02,Colorado Rapids,1,1,San Jose,
1429,2004,Regular Season,Gillette Stadium,2004-10-02,New England,2,0,Dallas Burn,New England
1430,2004,Regular Season,Soldier Field,2004-10-06,Chicago Fire,0,1,Columbus Crew,Columbus Crew
1434,2004,Regular Season,Giants Stadium,2004-10-09,MetroStars,1,1,Columbus Crew,
1433,2004,Regular Season,Dignity Health Sports Park,2004-10-09,LA Galaxy,2,0,Dallas Burn,LA Galaxy
1432,2004,Regular Season,CEFCU Stadium,2004-10-09,San Jose,0,0,KC Wizards,
1431,2004,Regular Season,Robert F. Kennedy Memorial Stadium,2004-10-09,D.C. United,1,0,New England,D.C. United
1435,2004,Regular Season,Gillette Stadium,2004-10-16,New England,2,1,Chicago Fire,New England
1436,2004,Regular Season,Empower Field at Mile High,2004-10-16,Colorado Rapids,1,1,Columbus Crew,
1437,2004,Regular Season,Arrowhead Stadium,2004-10-16,KC Wizards,1,0,LA Galaxy,KC Wizards
1438,2004,Regular Season,Cotton Bowl,2004-10-16,Dallas Burn,2,2,San Jose,
1439,2004,Regular Season,Robert F. Kennedy Memorial Stadium,2004-10-17,D.C. United,3,2,MetroStars,D.C. United
1440,2004,Conference Semifinals,Empower Field at Mile High,2004-10-22,Colorado Rapids,1,0,LA Galaxy,Colorado Rapids
1441,2004,Conference Semifinals,Giants Stadium,2004-10-23,MetroStars,0,2,D.C. United,D.C. United
1442,2004,Conference Semifinals,Gillette Stadium,2004-10-23,New England,1,0,Columbus Crew,New England
1443,2004,Conference Semifinals,CEFCU Stadium,2004-10-24,San Jose,2,0,KC Wizards,San Jose
1444,2004,Conference Semifinals,Arrowhead Stadium,2004-10-30,KC Wizards,3,0,San Jose,KC Wizards
1445,2004,Conference Semifinals,Robert F. Kennedy Memorial Stadium,2004-10-30,D.C. United,2,0,MetroStars,D.C. United
1446,2004,Conference Semifinals,Dignity Health Sports Park,2004-10-30,LA Galaxy,2,0,Colorado Rapids,LA Galaxy
1447,2004,Conference Semifinals,MAPFRE Stadium,2004-10-31,Columbus Crew,1,1,New England,
1448,2004,Conference Finals,Arrowhead Stadium,2004-11-05,KC Wizards,2,0,LA Galaxy,KC Wizards
1449,2004,Conference Finals,Robert F. Kennedy Memorial Stadium,2004-11-06,D.C. United,3,3,New England,
1450,2004,MLS Cup 2004,Dignity Health Sports Park (Neutral Site),2004-11-14,KC Wizards,2,3,D.C. United,D.C. United
1456,2005,Regular Season,Giants Stadium,2005-04-02,MetroStars,0,0,Real Salt Lake,
1455,2005,Regular Season,Dignity Health Sports Park,2005-04-02,Chivas USA,0,2,D.C. United,D.C. United
1454,2005,Regular Season,Cotton Bowl,2005-04-02,FC Dallas,2,1,Chicago Fire,FC Dallas
1453,2005,Regular Season,MAPFRE Stadium,2005-04-02,Columbus Crew,3,0,LA Galaxy,Columbus Crew
1452,2005,Regular Season,Arrowhead Stadium,2005-04-02,KC Wizards,3,2,Colorado Rapids,KC Wizards
1451,2005,Regular Season,CEFCU Stadium,2005-04-02,San Jose,2,2,New England,
1457,2005,Regular Season,Dignity Health Sports Park,2005-04-09,LA Galaxy,3,1,Real Salt Lake,LA Galaxy
1458,2005,Regular Season,Empower Field at Mile High,2005-04-09,Colorado Rapids,0,0,FC Dallas,
1459,2005,Regular Season,CEFCU Stadium,2005-04-09,San Jose,3,3,Chivas USA,
1460,2005,Regular Season,Robert F. Kennedy Memorial Stadium,2005-04-09,D.C. United,1,1,Chicago Fire,
1461,2005,Regular Season,Gillette Stadium,2005-04-09,New England,3,0,Columbus Crew,New England
1462,2005,Regular Season,MAPFRE Stadium,2005-04-15,Columbus Crew,1,0,D.C. United,Columbus Crew
1466,2005,Regular Season,Soldier Field,2005-04-16,Chicago Fire,2,1,San Jose,Chicago Fire
1465,2005,Regular Season,Rice-Eccles Stadium,2005-04-16,Real Salt Lake,1,0,Colorado Rapids,Real Salt Lake
1463,2005,Regular Season,Dignity Health Sports Park,2005-04-16,Chivas USA,1,3,FC Dallas,FC Dallas
1464,2005,Regular Season,Giants Stadium,2005-04-16,MetroStars,2,2,KC Wizards,
1467,2005,Regular Season,Giants Stadium,2005-04-22,MetroStars,0,1,Chicago Fire,Chicago Fire
1468,2005,Regular Season,Robert F. Kennedy Memorial Stadium,2005-04-23,D.C. United,3,4,New England,New England
1469,2005,Regular Season,Cotton Bowl,2005-04-23,FC Dallas,3,0,Real Salt Lake,FC Dallas
1470,2005,Regular Season,Empower Field at Mile High,2005-04-23,Colorado Rapids,2,0,Columbus Crew,Colorado Rapids
1471,2005,Regular Season,CEFCU Stadium,2005-04-23,San Jose,3,2,KC Wizards,San Jose
1472,2005,Regular Season,Dignity Health Sports Park,2005-04-23,LA Galaxy,3,1,Chivas USA,LA Galaxy
1473,2005,Regular Season,Soldier Field,2005-04-27,Chicago Fire,0,3,New England,New England
1478,2005,Regular Season,Arrowhead Stadium,2005-04-30,KC Wizards,0,0,D.C. United,
1479,2005,Regular Season,MAPFRE Stadium,2005-04-30,Columbus Crew,0,2,Chicago Fire,Chicago Fire
1477,2005,Regular Season,Rice-Eccles Stadium,2005-04-30,Real Salt Lake,2,2,San Jose,
1475,2005,Regular Season,Dignity Health Sports Park,2005-04-30,LA Galaxy,2,0,FC Dallas,LA Galaxy
1474,2005,Regular Season,Gillette Stadium,2005-04-30,New England,1,0,Chivas USA,New England
1476,2005,Regular Season,Empower Field at Mile High,2005-04-30,Colorado Rapids,1,3,MetroStars,MetroStars
1480,2005,Regular Season,Giants Stadium,2005-05-07,MetroStars,0,1,San Jose,San Jose
1481,2005,Regular Season,Robert F. Kennedy Memorial Stadium,2005-05-07,D.C. United,3,1,Columbus Crew,D.C. United
1482,2005,Regular Season,Gillette Stadium,2005-05-07,New England,2,0,Chicago Fire,New England
1483,2005,Regular Season,Arrowhead Stadium,2005-05-07,KC Wizards,3,3,FC Dallas,
1484,2005,Regular Season,Dignity Health Sports Park,2005-05-07,Chivas USA,1,0,Real Salt Lake,Chivas USA
1485,2005,Regular Season,Dignity Health Sports Park,2005-05-08,LA Galaxy,3,2,Colorado Rapids,LA Galaxy
1486,2005,Regular Season,CEFCU Stadium,2005-05-14,San Jose,0,0,FC Dallas,
1487,2005,Regular Season,Rice-Eccles Stadium,2005-05-14,Real Salt Lake,2,1,LA Galaxy,Real Salt Lake
1488,2005,Regular Season,Empower Field at Mile High,2005-05-14,Colorado Rapids,2,1,Chivas USA,Colorado Rapids
1489,2005,Regular Season,Soldier Field,2005-05-14,Chicago Fire,0,3,MetroStars,MetroStars
1490,2005,Regular Season,MAPFRE Stadium,2005-05-14,Columbus Crew,0,4,KC Wizards,KC Wizards
1491,2005,Regular Season,Gillette Stadium,2005-05-14,New England,1,0,D.C. United,New England
1492,2005,Regular Season,Cotton Bowl,2005-05-18,FC Dallas,2,1,Colorado Rapids,FC Dallas
1493,2005,Regular Season,Rice-Eccles Stadium,2005-05-18,Real Salt Lake,2,0,Chivas USA,Real Salt Lake
1494,2005,Regular Season,Robert F. Kennedy Memorial Stadium,2005-05-21,D.C. United,3,2,KC Wizards,D.C. United
1495,2005,Regular Season,MAPFRE Stadium,2005-05-21,Columbus Crew,2,0,Real Salt Lake,Columbus Crew
1496,2005,Regular Season,Dignity Health Sports Park,2005-05-21,LA Galaxy,2,1,San Jose,LA Galaxy
1497,2005,Regular Season,Soldier Field,2005-05-21,Chicago Fire,2,1,Colorado Rapids,Chicago Fire
1498,2005,Regular Season,Giants Stadium,2005-05-21,MetroStars,2,2,New England,
1499,2005,Regular Season,Dignity Health Sports Park,2005-05-22,Chivas USA,2,5,FC Dallas,FC Dallas
1500,2005,Regular Season,Dignity Health Sports Park,2005-05-25,LA Galaxy,0,0,Columbus Crew,
1501,2005,Regular Season,Empower Field at Mile High,2005-05-25,Colorado Rapids,0,1,San Jose,San Jose
1502,2005,Regular Season,Arrowhead Stadium,2005-05-25,KC Wizards,1,0,MetroStars,KC Wizards
1508,2005,Regular Season,Gillette Stadium,2005-05-28,New England,0,0,Colorado Rapids,
1507,2005,Regular Season,Dignity Health Sports Park,2005-05-28,Chivas USA,0,2,LA Galaxy,LA Galaxy
1506,2005,Regular Season,MAPFRE Stadium,2005-05-28,Columbus Crew,0,3,MetroStars,MetroStars
1504,2005,Regular Season,Arrowhead Stadium,2005-05-28,KC Wizards,1,0,San Jose,KC Wizards
1503,2005,Regular Season,Rice-Eccles Stadium,2005-05-28,Real Salt Lake,0,3,Chicago Fire,Chicago Fire
1505,2005,Regular Season,Robert F. Kennedy Memorial Stadium,2005-05-28,D.C. United,0,2,FC Dallas,FC Dallas
1509,2005,Regular Season,Giants Stadium,2005-05-31,MetroStars,2,1,Chicago Fire,MetroStars
1510,2005,Regular Season,Dignity Health Sports Park,2005-06-01,Chivas USA,1,1,KC Wizards,
1515,2005,Regular Season,Dignity Health Sports Park,2005-06-04,LA Galaxy,2,2,MetroStars,
1511,2005,Regular Season,Soldier Field,2005-06-04,Chicago Fire,5,2,Chivas USA,Chicago Fire
1512,2005,Regular Season,Rice-Eccles Stadium,2005-06-04,Real Salt Lake,0,2,FC Dallas,FC Dallas
1513,2005,Regular Season,CEFCU Stadium,2005-06-04,San Jose,0,0,D.C. United,
1514,2005,Regular Season,Gillette Stadium,2005-06-04,New England,1,1,KC Wizards,
1518,2005,Regular Season,Dignity Health Sports Park,2005-06-11,LA Galaxy,1,0,Real Salt Lake,LA Galaxy
1517,2005,Regular Season,Arrowhead Stadium,2005-06-11,KC Wizards,0,2,New England,New England
1516,2005,Regular Season,MAPFRE Stadium,2005-06-11,Columbus Crew,1,0,Colorado Rapids,Columbus Crew
1519,2005,Regular Season,Dignity Health Sports Park,2005-06-12,Chivas USA,1,1,San Jose,
1520,2005,Regular Season,Giants Stadium,2005-06-12,MetroStars,0,0,D.C. United,
1521,2005,Regular Season,Soldier Field,2005-06-12,Chicago Fire,2,0,FC Dallas,Chicago Fire
1522,2005,Regular Season,Empower Field at Mile High,2005-06-15,Colorado Rapids,1,0,LA Galaxy,Colorado Rapids
1523,2005,Regular Season,Robert F. Kennedy Memorial Stadium,2005-06-15,D.C. United,4,3,Chicago Fire,D.C. United
1529,2005,Regular Season,Robert F. Kennedy Memorial Stadium,2005-06-18,D.C. United,2,0,New England,D.C. United
1527,2005,Regular Season,CEFCU Stadium,2005-06-18,San Jose,3,0,Real Salt Lake,San Jose
1528,2005,Regular Season,Cotton Bowl,2005-06-18,FC Dallas,1,0,LA Galaxy,FC Dallas
1525,2005,Regular Season,Dignity Health Sports Park,2005-06-18,Chivas USA,1,3,Colorado Rapids,Colorado Rapids
1524,2005,Regular Season,Soldier Field,2005-06-18,Chicago Fire,1,1,KC Wizards,
1526,2005,Regular Season,Giants Stadium,2005-06-18,MetroStars,3,2,Columbus Crew,MetroStars
1530,2005,Regular Season,Rice-Eccles Stadium,2005-06-22,Real Salt Lake,1,1,LA Galaxy,
1531,2005,Regular Season,Cotton Bowl,2005-06-22,FC Dallas,2,1,Chivas USA,FC Dallas
1532,2005,Regular Season,MAPFRE Stadium,2005-06-22,Columbus Crew,1,3,New England,New England
1533,2005,Regular Season,Arrowhead Stadium,2005-06-25,KC Wizards,3,0,Chivas USA,KC Wizards
1534,2005,Regular Season,CEFCU Stadium,2005-06-25,San Jose,3,0,LA Galaxy,San Jose
1535,2005,Regular Season,Gillette Stadium,2005-06-25,New England,4,2,MetroStars,New England
1536,2005,Regular Season,Empower Field at Mile High,2005-06-25,Colorado Rapids,1,3,FC Dallas,FC Dallas
1537,2005,Regular Season,Soldier Field,2005-06-26,Chicago Fire,3,1,Real Salt Lake,Chicago Fire
1540,2005,Regular Season,Soldier Field,2005-06-29,Chicago Fire,4,3,D.C. United,Chicago Fire
1539,2005,Regular Season,Arrowhead Stadium,2005-06-29,KC Wizards,1,1,Columbus Crew,
1538,2005,Regular Season,CEFCU Stadium,2005-06-29,San Jose,1,0,Colorado Rapids,San Jose
1541,2005,Regular Season,MAPFRE Stadium,2005-07-02,Columbus Crew,0,1,D.C. United,D.C. United
1542,2005,Regular Season,Cotton Bowl,2005-07-02,FC Dallas,2,2,San Jose,
1543,2005,Regular Season,Dignity Health Sports Park,2005-07-02,Chivas USA,0,1,Chicago Fire,Chicago Fire
1544,2005,Regular Season,Dignity Health Sports Park,2005-07-04,LA Galaxy,1,1,New England,
1545,2005,Regular Season,Rice-Eccles Stadium,2005-07-04,Real Salt Lake,2,2,MetroStars,
1546,2005,Regular Season,Empower Field at Mile High,2005-07-04,Colorado Rapids,2,1,KC Wizards,Colorado Rapids
1551,2005,Regular Season,Robert F. Kennedy Memorial Stadium,2005-07-09,D.C. United,0,1,KC Wizards,KC Wizards
1550,2005,Regular Season,Giants Stadium,2005-07-09,MetroStars,2,1,LA Galaxy,MetroStars
1549,2005,Regular Season,Soldier Field,2005-07-09,Chicago Fire,1,0,New England,Chicago Fire
1548,2005,Regular Season,Dignity Health Sports Park,2005-07-09,Chivas USA,5,1,Real Salt Lake,Chivas USA
1547,2005,Regular Season,MAPFRE Stadium,2005-07-09,Columbus Crew,1,2,San Jose,San Jose
1552,2005,Regular Season,Robert F. Kennedy Memorial Stadium,2005-07-15,D.C. United,3,0,San Jose,D.C. United
1553,2005,Regular Season,Arrowhead Stadium,2005-07-16,KC Wizards,3,2,Real Salt Lake,KC Wizards
1554,2005,Regular Season,Giants Stadium,2005-07-16,MetroStars,1,1,Colorado Rapids,
1555,2005,Regular Season,Soldier Field,2005-07-16,Chicago Fire,1,1,Columbus Crew,
