,Season,Round,Venue,Date,Home,GHome,GAway,Away,Winner
2833,2011,Regular Season,Subaru Park,2011-04-30,Philadelphia,1,0,San Jose,Philadelphia
2834,2011,Regular Season,Toyota Stadium,2011-05-01,FC Dallas,2,1,LA Galaxy,FC Dallas
2835,2011,Regular Season,Robertson Stadium,2011-05-04,Houston Dynamo,1,2,Colorado Rapids,Colorado Rapids
2836,2011,Regular Season,Robert F. Kennedy Memorial Stadium,2011-05-04,D.C. United,2,1,Seattle,D.C. United
2837,2011,Regular Season,Providence Park,2011-05-06,Portland Timbers,1,0,Philadelphia,Portland Timbers
2843,2011,Regular Season,MAPFRE Stadium,2011-05-07,Columbus Crew,1,1,Seattle,
2844,2011,Regular Season,Rio Tinto Stadium,2011-05-07,Real Salt Lake,1,0,Chivas USA,Real Salt Lake
2841,2011,Regular Season,Dignity Health Sports Park,2011-05-07,LA Galaxy,1,1,NY Red Bulls,
2842,2011,Regular Season,BMO Field,2011-05-07,Toronto FC,2,1,Houston Dynamo,Toronto FC
2839,2011,Regular Season,Gillette Stadium,2011-05-07,New England,0,0,Colorado Rapids,
2838,2011,Regular Season,SeatGeek Stadium,2011-05-07,Chicago Fire,0,0,Vancouver,
2840,2011,Regular Season,Robert F. Kennedy Memorial Stadium,2011-05-07,D.C. United,0,0,FC Dallas,
2845,2011,Regular Season,Toyota Stadium,2011-05-11,FC Dallas,1,0,Toronto FC,FC Dallas
2846,2011,Regular Season,Empire Field,2011-05-11,Vancouver,1,1,San Jose,
2847,2011,Regular Season,Subaru Park,2011-05-11,Philadelphia,1,1,LA Galaxy,
2852,2011,Regular Season,CenturyLink Field,2011-05-14,Seattle,1,1,Portland Timbers,
2854,2011,Regular Season,Rio Tinto Stadium,2011-05-14,Real Salt Lake,0,0,Houston Dynamo,
2855,2011,Regular Season,BMO Field,2011-05-14,Toronto FC,2,2,Chicago Fire,
2853,2011,Regular Season,Gillette Stadium,2011-05-14,New England,1,0,Vancouver,New England
2850,2011,Regular Season,Toyota Stadium,2011-05-14,FC Dallas,2,0,Philadelphia,FC Dallas
2848,2011,Regular Season,Dignity Health Sports Park,2011-05-14,LA Galaxy,4,1,Sporting KC,LA Galaxy
2849,2011,Regular Season,Stevens Stadium,2011-05-14,San Jose,3,0,Columbus Crew,San Jose
2851,2011,Regular Season,Robert F. Kennedy Memorial Stadium,2011-05-14,D.C. United,1,1,Colorado Rapids,
2856,2011,Regular Season,Red Bull Arena,2011-05-15,NY Red Bulls,2,3,Chivas USA,Chivas USA
2862,2011,Regular Season,Stevens Stadium,2011-05-21,San Jose,2,1,New England,San Jose
2860,2011,Regular Season,Robertson Stadium,2011-05-21,Houston Dynamo,2,2,NY Red Bulls,
2861,2011,Regular Season,Dignity Health Sports Park,2011-05-21,Chivas USA,0,1,LA Galaxy,LA Galaxy
2858,2011,Regular Season,Subaru Park,2011-05-21,Philadelphia,2,1,Chicago Fire,Philadelphia
2857,2011,Regular Season,Providence Park,2011-05-21,Portland Timbers,1,0,Columbus Crew,Portland Timbers
2859,2011,Regular Season,CenturyLink Field,2011-05-21,Seattle,1,0,Sporting KC,Seattle
2863,2011,Regular Season,Dick's Sporting Goods Park,2011-05-22,Colorado Rapids,0,0,Toronto FC,
2864,2011,Regular Season,Toyota Stadium,2011-05-22,FC Dallas,0,0,Real Salt Lake,
2865,2011,Regular Season,Dignity Health Sports Park,2011-05-25,LA Galaxy,1,0,Houston Dynamo,LA Galaxy
2867,2011,Regular Season,CenturyLink Field,2011-05-25,Seattle,0,1,FC Dallas,FC Dallas
2866,2011,Regular Season,Red Bull Arena,2011-05-25,NY Red Bulls,2,2,Colorado Rapids,
2873,2011,Regular Season,Rio Tinto Stadium,2011-05-28,Real Salt Lake,1,2,Seattle,Seattle
2874,2011,Regular Season,BMO Field,2011-05-28,Toronto FC,2,6,Philadelphia,Philadelphia
2875,2011,Regular Season,SeatGeek Stadium,2011-05-28,Chicago Fire,2,2,San Jose,
2869,2011,Regular Season,Dick's Sporting Goods Park,2011-05-28,Colorado Rapids,1,1,Sporting KC,
2868,2011,Regular Season,Robertson Stadium,2011-05-28,Houston Dynamo,2,2,FC Dallas,
2872,2011,Regular Season,Gillette Stadium,2011-05-28,New England,0,1,LA Galaxy,LA Galaxy
2870,2011,Regular Season,MAPFRE Stadium,2011-05-28,Columbus Crew,3,3,Chivas USA,
2871,2011,Regular Season,Empire Field,2011-05-28,Vancouver,1,1,NY Red Bulls,
2876,2011,Regular Season,Providence Park,2011-05-29,Portland Timbers,2,3,D.C. United,D.C. United
2877,2011,Regular Season,Dignity Health Sports Park,2011-06-01,Chivas USA,1,1,Vancouver,
2878,2011,Regular Season,Dignity Health Sports Park,2011-06-03,LA Galaxy,0,0,D.C. United,
2880,2011,Regular Season,Dick's Sporting Goods Park,2011-06-04,Colorado Rapids,1,1,Philadelphia,
2881,2011,Regular Season,Rio Tinto Stadium,2011-06-04,Real Salt Lake,2,0,Vancouver,Real Salt Lake
2882,2011,Regular Season,SeatGeek Stadium,2011-06-04,Chicago Fire,0,0,Seattle,
2883,2011,Regular Season,Stevens Stadium,2011-06-04,San Jose,2,0,Houston Dynamo,San Jose
2884,2011,Regular Season,BMO Field,2011-06-04,Toronto FC,0,0,Sporting KC,
2885,2011,Regular Season,Red Bull Arena,2011-06-04,NY Red Bulls,1,1,Columbus Crew,
2886,2011,Regular Season,Toyota Stadium,2011-06-04,FC Dallas,1,0,New England,FC Dallas
2879,2011,Regular Season,Dignity Health Sports Park,2011-06-04,Chivas USA,1,0,Portland Timbers,Chivas USA
2887,2011,Regular Season,MAPFRE Stadium,2011-06-08,Columbus Crew,2,1,Real Salt Lake,Columbus Crew
2888,2011,Regular Season,Children's Mercy Park,2011-06-09,Sporting KC,0,0,Chicago Fire,
2889,2011,Regular Season,Red Bull Arena,2011-06-10,NY Red Bulls,2,1,New England,NY Red Bulls
2891,2011,Regular Season,Robert F. Kennedy Memorial Stadium,2011-06-11,D.C. United,2,4,San Jose,San Jose
2892,2011,Regular Season,Dignity Health Sports Park,2011-06-11,LA Galaxy,2,2,Toronto FC,
2893,2011,Regular Season,CenturyLink Field,2011-06-11,Seattle,2,2,Vancouver,
2894,2011,Regular Season,Providence Park,2011-06-11,Portland Timbers,0,1,Colorado Rapids,Colorado Rapids
2895,2011,Regular Season,Subaru Park,2011-06-11,Philadelphia,1,1,Real Salt Lake,
2890,2011,Regular Season,Robertson Stadium,2011-06-11,Houston Dynamo,2,1,Chivas USA,Houston Dynamo
2896,2011,Regular Season,MAPFRE Stadium,2011-06-12,Columbus Crew,0,1,Chicago Fire,Chicago Fire
2897,2011,Regular Season,Toyota Stadium,2011-06-12,FC Dallas,1,4,Sporting KC,Sporting KC
2898,2011,Regular Season,Gillette Stadium,2011-06-15,New England,0,0,Toronto FC,
2899,2011,Regular Season,Children's Mercy Park,2011-06-17,Sporting KC,1,0,San Jose,Sporting KC
2906,2011,Regular Season,Empire Field,2011-06-18,Vancouver,1,0,Philadelphia,Vancouver
2900,2011,Regular Season,Dignity Health Sports Park,2011-06-18,Chivas USA,1,2,FC Dallas,FC Dallas
2901,2011,Regular Season,Gillette Stadium,2011-06-18,New England,1,1,Chicago Fire,
2902,2011,Regular Season,Robertson Stadium,2011-06-18,Houston Dynamo,0,2,Columbus Crew,Columbus Crew
2903,2011,Regular Season,Rio Tinto Stadium,2011-06-18,Real Salt Lake,1,1,D.C. United,
2904,2011,Regular Season,Dick's Sporting Goods Park,2011-06-18,Colorado Rapids,1,3,LA Galaxy,LA Galaxy
2905,2011,Regular Season,BMO Field,2011-06-18,Toronto FC,0,1,Seattle,Seattle
2907,2011,Regular Season,Providence Park,2011-06-19,Portland Timbers,3,3,NY Red Bulls,
2909,2011,Regular Season,Subaru Park,2011-06-22,Philadelphia,0,0,Sporting KC,
2908,2011,Regular Season,SeatGeek Stadium,2011-06-22,Chicago Fire,0,0,Real Salt Lake,
2910,2011,Regular Season,CenturyLink Field,2011-06-23,Seattle,4,2,NY Red Bulls,Seattle
2914,2011,Regular Season,Children's Mercy Park,2011-06-25,Sporting KC,2,1,Vancouver,Sporting KC
2911,2011,Regular Season,Toyota Stadium,2011-06-25,FC Dallas,4,0,Portland Timbers,FC Dallas
2912,2011,Regular Season,Subaru Park,2011-06-25,Philadelphia,3,2,Chivas USA,Philadelphia
2913,2011,Regular Season,Robert F. Kennedy Memorial Stadium,2011-06-25,D.C. United,2,2,Houston Dynamo,
2916,2011,Regular Season,Stevens Stadium,2011-06-25,San Jose,0,0,LA Galaxy,
2915,2011,Regular Season,Rio Tinto Stadium,2011-06-25,Real Salt Lake,3,1,Toronto FC,Real Salt Lake
2919,2011,Regular Season,MAPFRE Stadium,2011-06-26,Columbus Crew,4,1,Colorado Rapids,Columbus Crew
2917,2011,Regular Season,CenturyLink Field,2011-06-26,Seattle,2,1,New England,Seattle
2918,2011,Regular Season,SeatGeek Stadium,2011-06-26,Chicago Fire,1,1,NY Red Bulls,
2920,2011,Regular Season,BMO Field,2011-06-29,Toronto FC,1,0,Vancouver,Toronto FC
2921,2011,Regular Season,Dignity Health Sports Park,2011-07-02,Chivas USA,1,1,Chicago Fire,
2922,2011,Regular Season,Stevens Stadium,2011-07-02,San Jose,2,2,NY Red Bulls,
2923,2011,Regular Season,Robert F. Kennedy Memorial Stadium,2011-07-02,D.C. United,2,2,Philadelphia,
2924,2011,Regular Season,Providence Park,2011-07-02,Portland Timbers,1,2,Sporting KC,Sporting KC
2925,2011,Regular Season,Toyota Stadium,2011-07-02,FC Dallas,2,0,Columbus Crew,FC Dallas
2926,2011,Regular Season,Dick's Sporting Goods Park,2011-07-03,Colorado Rapids,0,0,Houston Dynamo,
2927,2011,Regular Season,Rio Tinto Stadium,2011-07-04,Real Salt Lake,3,3,New England,
2928,2011,Regular Season,Dignity Health Sports Park,2011-07-04,LA Galaxy,0,0,Seattle,
2930,2011,Regular Season,Red Bull Arena,2011-07-06,NY Red Bulls,5,0,Toronto FC,NY Red Bulls
2932,2011,Regular Season,Children's Mercy Park,2011-07-06,Sporting KC,1,1,Colorado Rapids,
2931,2011,Regular Season,Empire Field,2011-07-06,Vancouver,0,1,Columbus Crew,Columbus Crew
2929,2011,Regular Season,Dignity Health Sports Park,2011-07-06,Chivas USA,2,0,San Jose,Chivas USA
2937,2011,Regular Season,Dick's Sporting Goods Park,2011-07-09,Colorado Rapids,2,1,Vancouver,Colorado Rapids
2933,2011,Regular Season,Rio Tinto Stadium,2011-07-09,Real Salt Lake,2,0,FC Dallas,Real Salt Lake
2934,2011,Regular Season,Children's Mercy Park,2011-07-09,Sporting KC,1,1,Chivas USA,
2935,2011,Regular Season,Dignity Health Sports Park,2011-07-09,LA Galaxy,2,1,Chicago Fire,LA Galaxy
2936,2011,Regular Season,Robertson Stadium,2011-07-09,Houston Dynamo,2,0,Toronto FC,Houston Dynamo
2939,2011,Regular Season,Stevens Stadium,2011-07-09,San Jose,0,0,Philadelphia,
2938,2011,Regular Season,Red Bull Arena,2011-07-09,NY Red Bulls,0,1,D.C. United,D.C. United
2940,2011,Regular Season,Providence Park,2011-07-10,Portland Timbers,2,3,Seattle,Seattle
2946,2011,Regular Season,SeatGeek Stadium,2011-07-16,Chicago Fire,0,1,Portland Timbers,Portland Timbers
2942,2011,Regular Season,CenturyLink Field,2011-07-16,Seattle,4,3,Colorado Rapids,Seattle
2945,2011,Regular Season,MAPFRE Stadium,2011-07-16,Columbus Crew,0,0,San Jose,
2944,2011,Regular Season,Toyota Stadium,2011-07-16,FC Dallas,0,0,D.C. United,
2941,2011,Regular Season,Dignity Health Sports Park,2011-07-16,Chivas USA,0,0,NY Red Bulls,
2943,2011,Regular Season,Robertson Stadium,2011-07-16,Houston Dynamo,1,1,Sporting KC,
2947,2011,Regular Season,Gillette Stadium,2011-07-17,New England,0,3,Philadelphia,Philadelphia
2948,2011,Regular Season,BMO Field,2011-07-20,Toronto FC,0,1,FC Dallas,FC Dallas
2949,2011,Regular Season,Dignity Health Sports Park,2011-07-20,LA Galaxy,1,0,Columbus Crew,LA Galaxy
2950,2011,Regular Season,Dick's Sporting Goods Park,2011-07-20,Colorado Rapids,4,1,NY Red Bulls,Colorado Rapids
2951,2011,Regular Season,Robert F. Kennedy Memorial Stadium,2011-07-20,D.C. United,0,1,New England,New England
2952,2011,Regular Season,Stevens Stadium,2011-07-20,San Jose,2,2,Vancouver,
2953,2011,Regular Season,Dick's Sporting Goods Park,2011-07-23,Colorado Rapids,2,2,New England,
2954,2011,Regular Season,Rio Tinto Stadium,2011-07-23,Real Salt Lake,4,0,San Jose,Real Salt Lake
2955,2011,Regular Season,Red Bull Arena,2011-07-23,NY Red Bulls,2,2,FC Dallas,
2956,2011,Regular Season,Children's Mercy Park,2011-07-23,Sporting KC,4,2,Toronto FC,Sporting KC
2957,2011,Regular Season,MAPFRE Stadium,2011-07-23,Columbus Crew,1,0,Portland Timbers,Columbus Crew
2958,2011,Regular Season,Dignity Health Sports Park,2011-07-23,Chivas USA,3,0,Houston Dynamo,Chivas USA
2959,2011,Regular Season,Subaru Park,2011-07-29,Philadelphia,1,2,Colorado Rapids,Colorado Rapids
2964,2011,Regular Season,Robertson Stadium,2011-07-30,Houston Dynamo,3,1,Seattle,Houston Dynamo
2965,2011,Regular Season,Rio Tinto Stadium,2011-07-30,Real Salt Lake,0,2,Columbus Crew,Columbus Crew
2963,2011,Regular Season,Stevens Stadium,2011-07-30,San Jose,0,2,D.C. United,D.C. United
2962,2011,Regular Season,Providence Park,2011-07-30,Portland Timbers,2,2,Toronto FC,
2961,2011,Regular Season,Empire Field,2011-07-30,Vancouver,0,4,LA Galaxy,LA Galaxy
2960,2011,Regular Season,Children's Mercy Park,2011-07-30,Sporting KC,1,1,New England,
2966,2011,Regular Season,Toyota Stadium,2011-07-31,FC Dallas,1,0,Chivas USA,FC Dallas
2967,2011,Regular Season,SeatGeek Stadium,2011-08-03,Chicago Fire,1,1,Philadelphia,
2968,2011,Regular Season,Children's Mercy Park,2011-08-03,Sporting KC,2,0,Real Salt Lake,Sporting KC
2969,2011,Regular Season,Providence Park,2011-08-03,Portland Timbers,3,0,LA Galaxy,Portland Timbers
2970,2011,Regular Season,Dick's Sporting Goods Park,2011-08-05,Colorado Rapids,2,0,Columbus Crew,Colorado Rapids
2977,2011,Regular Season,Robert F. Kennedy Memorial Stadium,2011-08-06,D.C. United,3,3,Toronto FC,
2976,2011,Regular Season,Stevens Stadium,2011-08-06,San Jose,1,1,Portland Timbers,
2975,2011,Regular Season,Children's Mercy Park,2011-08-06,Sporting KC,1,2,Seattle,Seattle
2974,2011,Regular Season,Subaru Park,2011-08-06,Philadelphia,1,1,Houston Dynamo,
2971,2011,Regular Season,Rio Tinto Stadium,2011-08-06,Real Salt Lake,3,0,NY Red Bulls,Real Salt Lake
2972,2011,Regular Season,Dignity Health Sports Park,2011-08-06,LA Galaxy,3,1,FC Dallas,LA Galaxy
2973,2011,Regular Season,Gillette Stadium,2011-08-06,New England,2,3,Chivas USA,Chivas USA
2978,2011,Regular Season,Empire Field,2011-08-07,Vancouver,4,2,Chicago Fire,Vancouver
2982,2011,Regular Season,MAPFRE Stadium,2011-08-13,Columbus Crew,3,1,New England,Columbus Crew
2981,2011,Regular Season,Subaru Park,2011-08-13,Philadelphia,2,2,FC Dallas,
2985,2011,Regular Season,Red Bull Arena,2011-08-13,NY Red Bulls,2,2,Chicago Fire,
2979,2011,Regular Season,Robert F. Kennedy Memorial Stadium,2011-08-13,D.C. United,4,0,Vancouver,D.C. United
2983,2011,Regular Season,CenturyLink Field,2011-08-13,Seattle,0,0,Chivas USA,
2980,2011,Regular Season,BMO Field,2011-08-13,Toronto FC,1,0,Real Salt Lake,Toronto FC
2984,2011,Regular Season,Stevens Stadium,2011-08-13,San Jose,1,2,Colorado Rapids,Colorado Rapids
2986,2011,Regular Season,Robertson Stadium,2011-08-14,Houston Dynamo,2,1,Portland Timbers,Houston Dynamo
2988,2011,Regular Season,Children's Mercy Park,2011-08-17,Sporting KC,3,1,Portland Timbers,Sporting KC
2987,2011,Regular Season,Gillette Stadium,2011-08-17,New England,1,1,Houston Dynamo,
2989,2011,Regular Season,SeatGeek Stadium,2011-08-18,Chicago Fire,1,1,D.C. United,
2990,2011,Regular Season,Dick's Sporting Goods Park,2011-08-20,Colorado Rapids,2,2,Chivas USA,
2991,2011,Regular Season,MAPFRE Stadium,2011-08-20,Columbus Crew,2,1,Philadelphia,Columbus Crew
2992,2011,Regular Season,Toyota Stadium,2011-08-20,FC Dallas,0,1,Seattle,Seattle
2993,2011,Regular Season,Gillette Stadium,2011-08-20,New England,2,2,NY Red Bulls,
2994,2011,Regular Season,Robertson Stadium,2011-08-20,Houston Dynamo,3,2,Real Salt Lake,Houston Dynamo
2995,2011,Regular Season,Providence Park,2011-08-20,Portland Timbers,2,1,Vancouver,Portland Timbers
2996,2011,Regular Season,Dignity Health Sports Park,2011-08-20,LA Galaxy,2,0,San Jose,LA Galaxy
2997,2011,Regular Season,Children's Mercy Park,2011-08-21,Sporting KC,1,0,D.C. United,Sporting KC
2998,2011,Regular Season,SeatGeek Stadium,2011-08-21,Chicago Fire,2,0,Toronto FC,Chicago Fire
2999,2011,Regular Season,Providence Park,2011-08-24,Portland Timbers,1,0,Chivas USA,Portland Timbers
3005,2011,Regular Season,BMO Field,2011-08-27,Toronto FC,1,1,San Jose,
3004,2011,Regular Season,SeatGeek Stadium,2011-08-27,Chicago Fire,2,0,Colorado Rapids,Chicago Fire
3003,2011,Regular Season,Dignity Health Sports Park,2011-08-27,Chivas USA,0,1,Real Salt Lake,Real Salt Lake
3001,2011,Regular Season,Empire Field,2011-08-27,Vancouver,1,0,Houston Dynamo,Vancouver
3000,2011,Regular Season,CenturyLink Field,2011-08-27,Seattle,6,2,Columbus Crew,Seattle
3002,2011,Regular Season,Children's Mercy Park,2011-08-27,Sporting KC,2,3,FC Dallas,FC Dallas
3006,2011,Regular Season,Rio Tinto Stadium,2011-09-03,Real Salt Lake,2,1,Philadelphia,Real Salt Lake
3007,2011,Regular Season,Children's Mercy Park,2011-09-05,Sporting KC,2,2,LA Galaxy,
3008,2011,Regular Season,Subaru Park,2011-09-07,Philadelphia,4,4,New England,
3009,2011,Regular Season,Dignity Health Sports Park,2011-09-09,LA Galaxy,1,0,Colorado Rapids,LA Galaxy
3015,2011,Regular Season,Gillette Stadium,2011-09-10,New England,2,0,FC Dallas,New England
3017,2011,Regular Season,MAPFRE Stadium,2011-09-10,Columbus Crew,2,4,Toronto FC,Toronto FC
3016,2011,Regular Season,Children's Mercy Park,2011-09-10,Sporting KC,3,0,Houston Dynamo,Sporting KC
3014,2011,Regular Season,CenturyLink Field,2011-09-10,Seattle,1,2,Real Salt Lake,Real Salt Lake
3011,2011,Regular Season,Dignity Health Sports Park,2011-09-10,Chivas USA,0,3,D.C. United,D.C. United
3012,2011,Regular Season,Red Bull Arena,2011-09-10,NY Red Bulls,1,1,Vancouver,
3010,2011,Regular Season,Stevens Stadium,2011-09-10,San Jose,2,0,Chicago Fire,San Jose
3013,2011,Regular Season,Subaru Park,2011-09-10,Philadelphia,0,0,Portland Timbers,
3018,2011,Regular Season,MAPFRE Stadium,2011-09-14,Columbus Crew,2,2,Houston Dynamo,
3019,2011,Regular Season,Providence Park,2011-09-16,Portland Timbers,3,0,New England,Portland Timbers
3027,2011,Regular Season,Subaru Park,2011-09-17,Philadelphia,1,0,Columbus Crew,Philadelphia
3026,2011,Regular Season,BMO Field,2011-09-17,Toronto FC,2,1,Colorado Rapids,Toronto FC
3025,2011,Regular Season,Toyota Stadium,2011-09-17,FC Dallas,0,1,NY Red Bulls,NY Red Bulls
3024,2011,Regular Season,Rio Tinto Stadium,2011-09-17,Real Salt Lake,1,0,Sporting KC,Real Salt Lake
3022,2011,Regular Season,SeatGeek Stadium,2011-09-17,Chicago Fire,3,2,Chivas USA,Chicago Fire
3021,2011,Regular Season,Dignity Health Sports Park,2011-09-17,LA Galaxy,3,0,Vancouver,LA Galaxy
3020,2011,Regular Season,Robertson Stadium,2011-09-17,Houston Dynamo,2,1,San Jose,Houston Dynamo
3023,2011,Regular Season,CenturyLink Field,2011-09-17,Seattle,3,0,D.C. United,Seattle
3028,2011,Regular Season,Red Bull Arena,2011-09-21,NY Red Bulls,1,3,Real Salt Lake,Real Salt Lake
3029,2011,Regular Season,Providence Park,2011-09-21,Portland Timbers,1,1,San Jose,
3030,2011,Regular Season,Robert F. Kennedy Memorial Stadium,2011-09-21,D.C. United,2,2,Chivas USA,
3031,2011,Regular Season,Children's Mercy Park,2011-09-23,Sporting KC,1,1,Philadelphia,
3037,2011,Regular Season,Dick's Sporting Goods Park,2011-09-24,Colorado Rapids,1,1,San Jose,
3038,2011,Regular Season,Red Bull Arena,2011-09-24,NY Red Bulls,2,0,Portland Timbers,NY Red Bulls
3036,2011,Regular Season,Dignity Health Sports Park,2011-09-24,Chivas USA,3,0,Toronto FC,Chivas USA
3032,2011,Regular Season,Toyota Stadium,2011-09-24,FC Dallas,0,1,Houston Dynamo,Houston Dynamo
3034,2011,Regular Season,Empire Field,2011-09-24,Vancouver,1,3,Seattle,Seattle
3033,2011,Regular Season,Robert F. Kennedy Memorial Stadium,2011-09-24,D.C. United,4,1,Real Salt Lake,D.C. United
3035,2011,Regular Season,MAPFRE Stadium,2011-09-24,Columbus Crew,0,1,LA Galaxy,LA Galaxy
3039,2011,Regular Season,SeatGeek Stadium,2011-09-25,Chicago Fire,3,2,New England,Chicago Fire
3040,2011,Regular Season,Children's Mercy Park,2011-09-28,Sporting KC,2,1,Columbus Crew,Sporting KC
3041,2011,Regular Season,Rio Tinto Stadium,2011-09-28,Real Salt Lake,0,3,Chicago Fire,Chicago Fire
3042,2011,Regular Season,Subaru Park,2011-09-29,Philadelphia,3,2,D.C. United,Philadelphia
3048,2011,Regular Season,BMO Field,2011-10-01,Toronto FC,1,1,NY Red Bulls,
3047,2011,Regular Season,Dignity Health Sports Park,2011-10-01,LA Galaxy,2,1,Real Salt Lake,LA Galaxy
3046,2011,Regular Season,Robertson Stadium,2011-10-01,Houston Dynamo,1,1,Chicago Fire,
3044,2011,Regular Season,Dick's Sporting Goods Park,2011-10-01,Colorado Rapids,0,1,FC Dallas,FC Dallas
3043,2011,Regular Season,Gillette Stadium,2011-10-01,New England,1,2,Seattle,Seattle
3045,2011,Regular Season,Stevens Stadium,2011-10-01,San Jose,1,1,Sporting KC,
3049,2011,Regular Season,Dignity Health Sports Park,2011-10-02,Chivas USA,1,1,Philadelphia,
3050,2011,Regular Season,BC Place,2011-10-02,Vancouver,0,1,Portland Timbers,Portland Timbers
3051,2011,Regular Season,MAPFRE Stadium,2011-10-02,Columbus Crew,2,1,D.C. United,Columbus Crew
3052,2011,Regular Season,Red Bull Arena,2011-10-04,NY Red Bulls,2,0,LA Galaxy,NY Red Bulls
3053,2011,Regular Season,BC Place,2011-10-06,Vancouver,3,0,Real Salt Lake,Vancouver
3055,2011,Regular Season,CenturyLink Field,2011-10-08,Seattle,0,2,Philadelphia,Philadelphia
3054,2011,Regular Season,Gillette Stadium,2011-10-08,New England,1,2,San Jose,San Jose
3056,2011,Regular Season,BC Place,2011-10-12,Vancouver,2,1,D.C. United,Vancouver
3057,2011,Regular Season,SeatGeek Stadium,2011-10-12,Chicago Fire,1,2,FC Dallas,FC Dallas
3058,2011,Regular Season,Dick's Sporting Goods Park,2011-10-14,Colorado Rapids,0,0,Real Salt Lake,
3059,2011,Regular Season,Providence Park,2011-10-14,Portland Timbers,0,2,Houston Dynamo,Houston Dynamo
3065,2011,Regular Season,Toyota Stadium,2011-10-15,FC Dallas,2,0,Vancouver,FC Dallas
3060,2011,Regular Season,Robert F. Kennedy Memorial Stadium,2011-10-15,D.C. United,1,2,Chicago Fire,Chicago Fire
3061,2011,Regular Season,CenturyLink Field,2011-10-15,Seattle,2,1,San Jose,Seattle
3062,2011,Regular Season,Children's Mercy Park,2011-10-15,Sporting KC,2,0,NY Red Bulls,Sporting KC
3063,2011,Regular Season,Gillette Stadium,2011-10-15,New England,0,3,Columbus Crew,Columbus Crew
3064,2011,Regular Season,Subaru Park,2011-10-15,Philadelphia,1,1,Toronto FC,
3066,2011,Regular Season,Dignity Health Sports Park,2011-10-16,LA Galaxy,1,0,Chivas USA,LA Galaxy
3067,2011,Regular Season,Robert F. Kennedy Memorial Stadium,2011-10-19,D.C. United,1,1,Portland Timbers,
3068,2011,Regular Season,Red Bull Arena,2011-10-20,NY Red Bulls,1,0,Philadelphia,NY Red Bulls
3073,2011,Regular Season,Rio Tinto Stadium,2011-10-22,Real Salt Lake,1,1,Portland Timbers,
3072,2011,Regular Season,Robert F. Kennedy Memorial Stadium,2011-10-22,D.C. United,0,1,Sporting KC,Sporting KC
3074,2011,Regular Season,Dignity Health Sports Park,2011-10-22,Chivas USA,1,3,Seattle,Seattle
3070,2011,Regular Season,SeatGeek Stadium,2011-10-22,Chicago Fire,3,2,Columbus Crew,Chicago Fire
3069,2011,Regular Season,Stevens Stadium,2011-10-22,San Jose,4,2,FC Dallas,San Jose
3071,2011,Regular Season,BC Place,2011-10-22,Vancouver,1,2,Colorado Rapids,Colorado Rapids
3075,2011,Regular Season,BMO Field,2011-10-22,Toronto FC,2,2,New England,
3076,2011,Regular Season,Robertson Stadium,2011-10-23,Houston Dynamo,3,1,LA Galaxy,Houston Dynamo
3077,2011,Play-in round,Toyota Stadium,2011-10-26,FC Dallas,0,2,NY Red Bulls,NY Red Bulls
3078,2011,Play-in round,Dick's Sporting Goods Park,2011-10-27,Colorado Rapids,1,0,Columbus Crew,Colorado Rapids
3079,2011,Conference Semifinals,Rio Tinto Stadium,2011-10-29,Real Salt Lake,3,0,Seattle,Real Salt Lake
3081,2011,Conference Semifinals,Dick's Sporting Goods Park,2011-10-30,Colorado Rapids,0,2,Sporting KC,Sporting KC
3082,2011,Conference Semifinals,Subaru Park,2011-10-30,Philadelphia,1,2,Houston Dynamo,Houston Dynamo
3080,2011,Conference Semifinals,Red Bull Arena,2011-10-30,NY Red Bulls,0,1,LA Galaxy,LA Galaxy
3083,2011,Conference Semifinals,CenturyLink Field,2011-11-02,Seattle,2,0,Real Salt Lake,Seattle
3084,2011,Conference Semifinals,Children's Mercy Park,2011-11-02,Sporting KC,2,0,Colorado Rapids,Sporting KC
3085,2011,Conference Semifinals,Robertson Stadium,2011-11-03,Houston Dynamo,1,0,Philadelphia,Houston Dynamo
3086,2011,Conference Semifinals,Dignity Health Sports Park,2011-11-03,LA Galaxy,2,1,NY Red Bulls,LA Galaxy
3087,2011,Conference Finals,Children's Mercy Park,2011-11-06,Sporting KC,0,2,Houston Dynamo,Houston Dynamo
3088,2011,Conference Finals,Dignity Health Sports Park,2011-11-06,LA Galaxy,3,1,Real Salt Lake,LA Galaxy
3089,2011,MLS Cup 2011,Dignity Health Sports Park,2011-11-20,LA Galaxy,1,0,Houston Dynamo,LA Galaxy
3094,2012,Regular Season,Robert F. Kennedy Memorial Stadium,2012-03-10,D.C. United,0,1,Sporting KC,Sporting KC
3093,2012,Regular Season,Dick's Sporting Goods Park,2012-03-10,Colorado Rapids,2,0,Columbus Crew,Colorado Rapids
3092,2012,Regular Season,Stevens Stadium,2012-03-10,San Jose,1,0,New England,San Jose
3090,2012,Regular Season,Dignity Health Sports Park,2012-03-10,LA Galaxy,1,3,Real Salt Lake,Real Salt Lake
3091,2012,Regular Season,BC Place,2012-03-10,Vancouver,2,0,Montreal Impact,Vancouver
3095,2012,Regular Season,Dignity Health Sports Park,2012-03-11,Chivas USA,0,1,Houston Dynamo,Houston Dynamo
3096,2012,Regular Season,Toyota Stadium,2012-03-11,FC Dallas,2,1,NY Red Bulls,FC Dallas
