,Round,Date,Home,Away,Venue,Attendance,GHome,GAway,Winner,Season
41,Regular Season,2011-04-16,Philadelphia,Seattle,Subaru Park,0,1,1,,2011
42,Regular Season,2011-04-16,Columbus Crew,Sporting KC,MAPFRE Stadium,0,1,0,Columbus Crew,2011
43,Regular Season,2011-04-16,Toronto FC,D.C. United,BMO Field,0,0,3,D.C. United,2011
44,Regular Season,2011-04-16,NY Red Bulls,San Jose,Red Bull Arena,0,3,0,NY Red Bulls,2011
45,Regular Season,2011-04-17,Portland Timbers,FC Dallas,Providence Park,0,3,2,Portland Timbers,2011
46,Regular Season,2011-04-17,Houston Dynamo,New England,Robertson Stadium,0,1,0,Houston Dynamo,2011
47,Regular Season,2011-04-17,Chicago Fire,LA Galaxy,SeatGeek Stadium,0,1,2,LA Galaxy,2011
48,Regular Season,2011-04-21,D.C. United,NY Red Bulls,Robert F. Kennedy Memorial Stadium,0,0,4,NY Red Bulls,2011
49,Regular Season,2011-04-22,Colorado Rapids,Seattle,Dick's Sporting Goods Park,0,0,1,Seattle,2011
51,Regular Season,2011-04-23,Chicago Fire,Houston Dynamo,SeatGeek Stadium,0,1,1,,2011
52,Regular Season,2011-04-23,Vancouver,FC Dallas,Empire Field,0,1,2,FC Dallas,2011
53,Regular Season,2011-04-23,New England,Sporting KC,Gillette Stadium,0,3,2,New England,2011
54,Regular Season,2011-04-23,Toronto FC,Columbus Crew,BMO Field,0,1,1,,2011
55,Regular Season,2011-04-23,San Jose,Chivas USA,Stevens Stadium,0,1,2,Chivas USA,2011
56,Regular Season,2011-04-23,LA Galaxy,Portland Timbers,Dignity Health Sports Park,0,3,0,LA Galaxy,2011
57,Regular Season,2011-04-29,Houston Dynamo,D.C. United,Robertson Stadium,0,4,1,Houston Dynamo,2011
58,Regular Season,2011-04-30,Columbus Crew,Vancouver,MAPFRE Stadium,0,2,1,Columbus Crew,2011
59,Regular Season,2011-04-30,Colorado Rapids,Chicago Fire,Dick's Sporting Goods Park,0,1,1,,2011
60,Regular Season,2011-04-30,Philadelphia,San Jose,Subaru Park,0,1,0,Philadelphia,2011
61,Regular Season,2011-04-30,Portland Timbers,Real Salt Lake,Providence Park,0,1,0,Portland Timbers,2011
62,Regular Season,2011-04-30,Chivas USA,New England,Dignity Health Sports Park,0,3,0,Chivas USA,2011
63,Regular Season,2011-04-30,Seattle,Toronto FC,CenturyLink Field,0,3,0,Seattle,2011
64,Regular Season,2011-04-30,NY Red Bulls,Sporting KC,Red Bull Arena,0,1,0,NY Red Bulls,2011
65,Regular Season,2011-05-01,FC Dallas,LA Galaxy,Toyota Stadium,0,2,1,FC Dallas,2011
66,Regular Season,2011-05-04,D.C. United,Seattle,Robert F. Kennedy Memorial Stadium,0,2,1,D.C. United,2011
67,Regular Season,2011-05-04,Houston Dynamo,Colorado Rapids,Robertson Stadium,0,1,2,Colorado Rapids,2011
68,Regular Season,2011-05-06,Portland Timbers,Philadelphia,Providence Park,0,1,0,Portland Timbers,2011
69,Regular Season,2011-05-07,LA Galaxy,NY Red Bulls,Dignity Health Sports Park,0,1,1,,2011
70,Regular Season,2011-05-07,Real Salt Lake,Chivas USA,Rio Tinto Stadium,0,1,0,Real Salt Lake,2011
71,Regular Season,2011-05-07,Toronto FC,Houston Dynamo,BMO Field,0,2,1,Toronto FC,2011
72,Regular Season,2011-05-07,Columbus Crew,Seattle,MAPFRE Stadium,0,1,1,,2011
73,Regular Season,2011-05-07,D.C. United,FC Dallas,Robert F. Kennedy Memorial Stadium,0,0,0,,2011
74,Regular Season,2011-05-07,Chicago Fire,Vancouver,SeatGeek Stadium,0,0,0,,2011
75,Regular Season,2011-05-07,New England,Colorado Rapids,Gillette Stadium,0,0,0,,2011
77,Regular Season,2011-05-11,Philadelphia,LA Galaxy,Subaru Park,0,1,1,,2011
78,Regular Season,2011-05-11,Vancouver,San Jose,Empire Field,0,1,1,,2011
79,Regular Season,2011-05-11,FC Dallas,Toronto FC,Toyota Stadium,0,1,0,FC Dallas,2011
80,Regular Season,2011-05-14,D.C. United,Colorado Rapids,Robert F. Kennedy Memorial Stadium,0,1,1,,2011
81,Regular Season,2011-05-14,New England,Vancouver,Gillette Stadium,0,1,0,New England,2011
82,Regular Season,2011-05-14,Real Salt Lake,Houston Dynamo,Rio Tinto Stadium,0,0,0,,2011
83,Regular Season,2011-05-14,FC Dallas,Philadelphia,Toyota Stadium,0,2,0,FC Dallas,2011
84,Regular Season,2011-05-14,LA Galaxy,Sporting KC,Dignity Health Sports Park,0,4,1,LA Galaxy,2011
85,Regular Season,2011-05-14,San Jose,Columbus Crew,Stevens Stadium,0,3,0,San Jose,2011
86,Regular Season,2011-05-14,Toronto FC,Chicago Fire,BMO Field,0,2,2,,2011
87,Regular Season,2011-05-14,Seattle,Portland Timbers,CenturyLink Field,0,1,1,,2011
88,Regular Season,2011-05-15,NY Red Bulls,Chivas USA,Red Bull Arena,0,2,3,Chivas USA,2011
89,Regular Season,2011-05-21,Houston Dynamo,NY Red Bulls,Robertson Stadium,0,2,2,,2011
90,Regular Season,2011-05-21,Portland Timbers,Columbus Crew,Providence Park,0,1,0,Portland Timbers,2011
91,Regular Season,2011-05-21,Seattle,Sporting KC,CenturyLink Field,0,1,0,Seattle,2011
92,Regular Season,2011-05-21,San Jose,New England,Stevens Stadium,0,2,1,San Jose,2011
93,Regular Season,2011-05-21,Chivas USA,LA Galaxy,Dignity Health Sports Park,0,0,1,LA Galaxy,2011
94,Regular Season,2011-05-21,Philadelphia,Chicago Fire,Subaru Park,0,2,1,Philadelphia,2011
95,Regular Season,2011-05-22,Colorado Rapids,Toronto FC,Dick's Sporting Goods Park,0,0,0,,2011
96,Regular Season,2011-05-22,FC Dallas,Real Salt Lake,Toyota Stadium,0,0,0,,2011
97,Regular Season,2011-05-25,NY Red Bulls,Colorado Rapids,Red Bull Arena,0,2,2,,2011
98,Regular Season,2011-05-25,LA Galaxy,Houston Dynamo,Dignity Health Sports Park,0,1,0,LA Galaxy,2011
99,Regular Season,2011-05-25,Seattle,FC Dallas,CenturyLink Field,0,0,1,FC Dallas,2011
100,Regular Season,2011-05-28,New England,LA Galaxy,Gillette Stadium,0,0,1,LA Galaxy,2011
101,Regular Season,2011-05-28,Vancouver,NY Red Bulls,Empire Field,0,1,1,,2011
103,Regular Season,2011-05-28,Chicago Fire,San Jose,SeatGeek Stadium,0,2,2,,2011
104,Regular Season,2011-05-28,Real Salt Lake,Seattle,Rio Tinto Stadium,0,1,2,Seattle,2011
105,Regular Season,2011-05-28,Toronto FC,Philadelphia,BMO Field,0,2,6,Philadelphia,2011
106,Regular Season,2011-05-28,Houston Dynamo,FC Dallas,Robertson Stadium,0,2,2,,2011
107,Regular Season,2011-05-28,Colorado Rapids,Sporting KC,Dick's Sporting Goods Park,0,1,1,,2011
108,Regular Season,2011-05-28,Columbus Crew,Chivas USA,MAPFRE Stadium,0,3,3,,2011
109,Regular Season,2011-05-29,Portland Timbers,D.C. United,Providence Park,0,2,3,D.C. United,2011
110,Regular Season,2011-06-01,Chivas USA,Vancouver,Dignity Health Sports Park,0,1,1,,2011
111,Regular Season,2011-06-03,LA Galaxy,D.C. United,Dignity Health Sports Park,0,0,0,,2011
112,Regular Season,2011-06-04,Colorado Rapids,Philadelphia,Dick's Sporting Goods Park,0,1,1,,2011
113,Regular Season,2011-06-04,Toronto FC,Sporting KC,BMO Field,0,0,0,,2011
114,Regular Season,2011-06-04,Chicago Fire,Seattle,SeatGeek Stadium,0,0,0,,2011
115,Regular Season,2011-06-04,NY Red Bulls,Columbus Crew,Red Bull Arena,0,1,1,,2011
116,Regular Season,2011-06-04,Real Salt Lake,Vancouver,Rio Tinto Stadium,0,2,0,Real Salt Lake,2011
117,Regular Season,2011-06-04,Chivas USA,Portland Timbers,Dignity Health Sports Park,0,1,0,Chivas USA,2011
118,Regular Season,2011-06-04,FC Dallas,New England,Toyota Stadium,0,1,0,FC Dallas,2011
119,Regular Season,2011-06-04,San Jose,Houston Dynamo,Stevens Stadium,0,2,0,San Jose,2011
120,Regular Season,2011-06-08,Columbus Crew,Real Salt Lake,MAPFRE Stadium,0,2,1,Columbus Crew,2011
121,Regular Season,2011-06-09,Sporting KC,Chicago Fire,Children's Mercy Park,0,0,0,,2011
122,Regular Season,2011-06-10,NY Red Bulls,New England,Red Bull Arena,0,2,1,NY Red Bulls,2011
123,Regular Season,2011-06-11,LA Galaxy,Toronto FC,Dignity Health Sports Park,0,2,2,,2011
124,Regular Season,2011-06-11,Seattle,Vancouver,CenturyLink Field,0,2,2,,2011
125,Regular Season,2011-06-11,Portland Timbers,Colorado Rapids,Providence Park,0,0,1,Colorado Rapids,2011
126,Regular Season,2011-06-11,Philadelphia,Real Salt Lake,Subaru Park,0,1,1,,2011
127,Regular Season,2011-06-11,Houston Dynamo,Chivas USA,Robertson Stadium,0,2,1,Houston Dynamo,2011
129,Regular Season,2011-06-11,D.C. United,San Jose,Robert F. Kennedy Memorial Stadium,0,2,4,San Jose,2011
130,Regular Season,2011-06-12,Columbus Crew,Chicago Fire,MAPFRE Stadium,0,0,1,Chicago Fire,2011
131,Regular Season,2011-06-12,FC Dallas,Sporting KC,Toyota Stadium,0,1,4,Sporting KC,2011
132,Regular Season,2011-06-15,New England,Toronto FC,Gillette Stadium,0,0,0,,2011
133,Regular Season,2011-06-17,Sporting KC,San Jose,Children's Mercy Park,0,1,0,Sporting KC,2011
134,Regular Season,2011-06-18,New England,Chicago Fire,Gillette Stadium,0,1,1,,2011
135,Regular Season,2011-06-18,Vancouver,Philadelphia,Empire Field,0,1,0,Vancouver,2011
136,Regular Season,2011-06-18,Chivas USA,FC Dallas,Dignity Health Sports Park,0,1,2,FC Dallas,2011
137,Regular Season,2011-06-18,Houston Dynamo,Columbus Crew,Robertson Stadium,0,0,2,Columbus Crew,2011
138,Regular Season,2011-06-18,Real Salt Lake,D.C. United,Rio Tinto Stadium,0,1,1,,2011
139,Regular Season,2011-06-18,Toronto FC,Seattle,BMO Field,0,0,1,Seattle,2011
140,Regular Season,2011-06-18,Colorado Rapids,LA Galaxy,Dick's Sporting Goods Park,0,1,3,LA Galaxy,2011
141,Regular Season,2011-06-19,Portland Timbers,NY Red Bulls,Providence Park,0,3,3,,2011
142,Regular Season,2011-06-22,Chicago Fire,Real Salt Lake,SeatGeek Stadium,0,0,0,,2011
143,Regular Season,2011-06-22,Philadelphia,Sporting KC,Subaru Park,0,0,0,,2011
144,Regular Season,2011-06-23,Seattle,NY Red Bulls,CenturyLink Field,0,4,2,Seattle,2011
145,Regular Season,2011-06-25,Philadelphia,Chivas USA,Subaru Park,0,3,2,Philadelphia,2011
146,Regular Season,2011-06-25,D.C. United,Houston Dynamo,Robert F. Kennedy Memorial Stadium,0,2,2,,2011
147,Regular Season,2011-06-25,Sporting KC,Vancouver,Children's Mercy Park,0,2,1,Sporting KC,2011
148,Regular Season,2011-06-25,San Jose,LA Galaxy,Stevens Stadium,0,0,0,,2011
149,Regular Season,2011-06-25,FC Dallas,Portland Timbers,Toyota Stadium,0,4,0,FC Dallas,2011
150,Regular Season,2011-06-25,Real Salt Lake,Toronto FC,Rio Tinto Stadium,0,3,1,Real Salt Lake,2011
151,Regular Season,2011-06-26,Seattle,New England,CenturyLink Field,0,2,1,Seattle,2011
152,Regular Season,2011-06-26,Chicago Fire,NY Red Bulls,SeatGeek Stadium,0,1,1,,2011
153,Regular Season,2011-06-26,Columbus Crew,Colorado Rapids,MAPFRE Stadium,0,4,1,Columbus Crew,2011
155,Regular Season,2011-06-29,Toronto FC,Vancouver,BMO Field,0,1,0,Toronto FC,2011
156,Regular Season,2011-07-02,San Jose,NY Red Bulls,Stevens Stadium,0,2,2,,2011
157,Regular Season,2011-07-02,D.C. United,Philadelphia,Robert F. Kennedy Memorial Stadium,0,2,2,,2011
158,Regular Season,2011-07-02,Portland Timbers,Sporting KC,Providence Park,0,1,2,Sporting KC,2011
159,Regular Season,2011-07-02,FC Dallas,Columbus Crew,Toyota Stadium,0,2,0,FC Dallas,2011
160,Regular Season,2011-07-02,Chivas USA,Chicago Fire,Dignity Health Sports Park,0,1,1,,2011
161,Regular Season,2011-07-03,Colorado Rapids,Houston Dynamo,Dick's Sporting Goods Park,0,0,0,,2011
162,Regular Season,2011-07-04,LA Galaxy,Seattle,Dignity Health Sports Park,0,0,0,,2011
163,Regular Season,2011-07-04,Real Salt Lake,New England,Rio Tinto Stadium,0,3,3,,2011
164,Regular Season,2011-07-06,Chivas USA,San Jose,Dignity Health Sports Park,0,2,0,Chivas USA,2011
165,Regular Season,2011-07-06,Vancouver,Columbus Crew,Empire Field,0,0,1,Columbus Crew,2011
166,Regular Season,2011-07-06,NY Red Bulls,Toronto FC,Red Bull Arena,0,5,0,NY Red Bulls,2011
167,Regular Season,2011-07-06,Sporting KC,Colorado Rapids,Children's Mercy Park,0,1,1,,2011
168,Regular Season,2011-07-09,NY Red Bulls,D.C. United,Red Bull Arena,0,0,1,D.C. United,2011
169,Regular Season,2011-07-09,LA Galaxy,Chicago Fire,Dignity Health Sports Park,0,2,1,LA Galaxy,2011
170,Regular Season,2011-07-09,Real Salt Lake,FC Dallas,Rio Tinto Stadium,0,2,0,Real Salt Lake,2011
171,Regular Season,2011-07-09,Sporting KC,Chivas USA,Children's Mercy Park,0,1,1,,2011
172,Regular Season,2011-07-09,San Jose,Philadelphia,Stevens Stadium,0,0,0,,2011
173,Regular Season,2011-07-09,Houston Dynamo,Toronto FC,Robertson Stadium,0,2,0,Houston Dynamo,2011
174,Regular Season,2011-07-09,Colorado Rapids,Vancouver,Dick's Sporting Goods Park,0,2,1,Colorado Rapids,2011
175,Regular Season,2011-07-10,Portland Timbers,Seattle,Providence Park,0,2,3,Seattle,2011
176,Regular Season,2011-07-16,Houston Dynamo,Sporting KC,Robertson Stadium,0,1,1,,2011
177,Regular Season,2011-07-16,Seattle,Colorado Rapids,CenturyLink Field,0,4,3,Seattle,2011
178,Regular Season,2011-07-16,FC Dallas,D.C. United,Toyota Stadium,0,0,0,,2011
179,Regular Season,2011-07-16,Columbus Crew,San Jose,MAPFRE Stadium,0,0,0,,2011
181,Regular Season,2011-07-16,Chivas USA,NY Red Bulls,Dignity Health Sports Park,0,0,0,,2011
182,Regular Season,2011-07-16,Chicago Fire,Portland Timbers,SeatGeek Stadium,0,0,1,Portland Timbers,2011
183,Regular Season,2011-07-17,New England,Philadelphia,Gillette Stadium,0,0,3,Philadelphia,2011
184,Regular Season,2011-07-20,LA Galaxy,Columbus Crew,Dignity Health Sports Park,0,1,0,LA Galaxy,2011
185,Regular Season,2011-07-20,Colorado Rapids,NY Red Bulls,Dick's Sporting Goods Park,0,4,1,Colorado Rapids,2011
186,Regular Season,2011-07-20,San Jose,Vancouver,Stevens Stadium,0,2,2,,2011
187,Regular Season,2011-07-20,Toronto FC,FC Dallas,BMO Field,0,0,1,FC Dallas,2011
188,Regular Season,2011-07-20,D.C. United,New England,Robert F. Kennedy Memorial Stadium,0,0,1,New England,2011
189,Regular Season,2011-07-23,Chivas USA,Houston Dynamo,Dignity Health Sports Park,0,3,0,Chivas USA,2011
190,Regular Season,2011-07-23,Colorado Rapids,New England,Dick's Sporting Goods Park,0,2,2,,2011
191,Regular Season,2011-07-23,Real Salt Lake,San Jose,Rio Tinto Stadium,0,4,0,Real Salt Lake,2011
192,Regular Season,2011-07-23,NY Red Bulls,FC Dallas,Red Bull Arena,0,2,2,,2011
193,Regular Season,2011-07-23,Sporting KC,Toronto FC,Children's Mercy Park,0,4,2,Sporting KC,2011
194,Regular Season,2011-07-23,Columbus Crew,Portland Timbers,MAPFRE Stadium,0,1,0,Columbus Crew,2011
195,Regular Season,2011-07-29,Philadelphia,Colorado Rapids,Subaru Park,0,1,2,Colorado Rapids,2011
196,Regular Season,2011-07-30,Real Salt Lake,Columbus Crew,Rio Tinto Stadium,0,0,2,Columbus Crew,2011
197,Regular Season,2011-07-30,Vancouver,LA Galaxy,Empire Field,0,0,4,LA Galaxy,2011
198,Regular Season,2011-07-30,Houston Dynamo,Seattle,Robertson Stadium,0,3,1,Houston Dynamo,2011
199,Regular Season,2011-07-30,Sporting KC,New England,Children's Mercy Park,0,1,1,,2011
200,Regular Season,2011-07-30,San Jose,D.C. United,Stevens Stadium,0,0,2,D.C. United,2011
201,Regular Season,2011-07-30,Portland Timbers,Toronto FC,Providence Park,0,2,2,,2011
202,Regular Season,2011-07-31,FC Dallas,Chivas USA,Toyota Stadium,0,1,0,FC Dallas,2011
203,Regular Season,2011-08-03,Sporting KC,Real Salt Lake,Children's Mercy Park,0,2,0,Sporting KC,2011
204,Regular Season,2011-08-03,Chicago Fire,Philadelphia,SeatGeek Stadium,0,1,1,,2011
205,Regular Season,2011-08-03,Portland Timbers,LA Galaxy,Providence Park,0,3,0,Portland Timbers,2011
207,Regular Season,2011-08-05,Colorado Rapids,Columbus Crew,Dick's Sporting Goods Park,0,2,0,Colorado Rapids,2011
208,Regular Season,2011-08-06,Real Salt Lake,NY Red Bulls,Rio Tinto Stadium,0,3,0,Real Salt Lake,2011
209,Regular Season,2011-08-06,Sporting KC,Seattle,Children's Mercy Park,0,1,2,Seattle,2011
210,Regular Season,2011-08-06,LA Galaxy,FC Dallas,Dignity Health Sports Park,0,3,1,LA Galaxy,2011
211,Regular Season,2011-08-06,New England,Chivas USA,Gillette Stadium,0,2,3,Chivas USA,2011
212,Regular Season,2011-08-06,San Jose,Portland Timbers,Stevens Stadium,0,1,1,,2011
213,Regular Season,2011-08-06,Philadelphia,Houston Dynamo,Subaru Park,0,1,1,,2011
214,Regular Season,2011-08-06,D.C. United,Toronto FC,Robert F. Kennedy Memorial Stadium,0,3,3,,2011
215,Regular Season,2011-08-07,Vancouver,Chicago Fire,Empire Field,0,4,2,Vancouver,2011
216,Regular Season,2011-08-13,San Jose,Colorado Rapids,Stevens Stadium,0,1,2,Colorado Rapids,2011
217,Regular Season,2011-08-13,NY Red Bulls,Chicago Fire,Red Bull Arena,0,2,2,,2011
218,Regular Season,2011-08-13,Seattle,Chivas USA,CenturyLink Field,0,0,0,,2011
219,Regular Season,2011-08-13,Philadelphia,FC Dallas,Subaru Park,0,2,2,,2011
220,Regular Season,2011-08-13,Columbus Crew,New England,MAPFRE Stadium,0,3,1,Columbus Crew,2011
221,Regular Season,2011-08-13,D.C. United,Vancouver,Robert F. Kennedy Memorial Stadium,0,4,0,D.C. United,2011
222,Regular Season,2011-08-13,Toronto FC,Real Salt Lake,BMO Field,0,1,0,Toronto FC,2011
223,Regular Season,2011-08-14,Houston Dynamo,Portland Timbers,Robertson Stadium,0,2,1,Houston Dynamo,2011
224,Regular Season,2011-08-17,New England,Houston Dynamo,Gillette Stadium,0,1,1,,2011
225,Regular Season,2011-08-17,Sporting KC,Portland Timbers,Children's Mercy Park,0,3,1,Sporting KC,2011
226,Regular Season,2011-08-18,Chicago Fire,D.C. United,SeatGeek Stadium,0,1,1,,2011
227,Regular Season,2011-08-20,Colorado Rapids,Chivas USA,Dick's Sporting Goods Park,0,2,2,,2011
228,Regular Season,2011-08-20,LA Galaxy,San Jose,Dignity Health Sports Park,0,2,0,LA Galaxy,2011
229,Regular Season,2011-08-20,Houston Dynamo,Real Salt Lake,Robertson Stadium,0,3,2,Houston Dynamo,2011
230,Regular Season,2011-08-20,New England,NY Red Bulls,Gillette Stadium,0,2,2,,2011
231,Regular Season,2011-08-20,FC Dallas,Seattle,Toyota Stadium,0,0,1,Seattle,2011
233,Regular Season,2011-08-20,Portland Timbers,Vancouver,Providence Park,0,2,1,Portland Timbers,2011
234,Regular Season,2011-08-20,Columbus Crew,Philadelphia,MAPFRE Stadium,0,2,1,Columbus Crew,2011
235,Regular Season,2011-08-21,Sporting KC,D.C. United,Children's Mercy Park,0,1,0,Sporting KC,2011
236,Regular Season,2011-08-21,Chicago Fire,Toronto FC,SeatGeek Stadium,0,2,0,Chicago Fire,2011
237,Regular Season,2011-08-24,Portland Timbers,Chivas USA,Providence Park,0,1,0,Portland Timbers,2011
238,Regular Season,2011-08-27,Vancouver,Houston Dynamo,Empire Field,0,1,0,Vancouver,2011
239,Regular Season,2011-08-27,Chicago Fire,Colorado Rapids,SeatGeek Stadium,0,2,0,Chicago Fire,2011
240,Regular Season,2011-08-27,Seattle,Columbus Crew,CenturyLink Field,0,6,2,Seattle,2011
241,Regular Season,2011-08-27,Chivas USA,Real Salt Lake,Dignity Health Sports Park,0,0,1,Real Salt Lake,2011
242,Regular Season,2011-08-27,Toronto FC,San Jose,BMO Field,0,1,1,,2011
243,Regular Season,2011-08-27,Sporting KC,FC Dallas,Children's Mercy Park,0,2,3,FC Dallas,2011
244,Regular Season,2011-09-03,Real Salt Lake,Philadelphia,Rio Tinto Stadium,0,2,1,Real Salt Lake,2011
245,Regular Season,2011-09-05,Sporting KC,LA Galaxy,Children's Mercy Park,0,2,2,,2011
246,Regular Season,2011-09-07,Philadelphia,New England,Subaru Park,0,4,4,,2011
247,Regular Season,2011-09-09,LA Galaxy,Colorado Rapids,Dignity Health Sports Park,0,1,0,LA Galaxy,2011
248,Regular Season,2011-09-10,Sporting KC,Houston Dynamo,Children's Mercy Park,0,3,0,Sporting KC,2011
249,Regular Season,2011-09-10,New England,FC Dallas,Gillette Stadium,0,2,0,New England,2011
250,Regular Season,2011-09-10,Columbus Crew,Toronto FC,MAPFRE Stadium,0,2,4,Toronto FC,2011
251,Regular Season,2011-09-10,San Jose,Chicago Fire,Stevens Stadium,0,2,0,San Jose,2011
252,Regular Season,2011-09-10,Philadelphia,Portland Timbers,Subaru Park,0,0,0,,2011
253,Regular Season,2011-09-10,NY Red Bulls,Vancouver,Red Bull Arena,0,1,1,,2011
254,Regular Season,2011-09-10,Seattle,Real Salt Lake,CenturyLink Field,0,1,2,Real Salt Lake,2011
255,Regular Season,2011-09-10,Chivas USA,D.C. United,Dignity Health Sports Park,0,0,3,D.C. United,2011
256,Regular Season,2011-09-14,Columbus Crew,Houston Dynamo,MAPFRE Stadium,0,2,2,,2011
257,Regular Season,2011-09-16,Portland Timbers,New England,Providence Park,0,3,0,Portland Timbers,2011
259,Regular Season,2011-09-17,Houston Dynamo,San Jose,Robertson Stadium,0,2,1,Houston Dynamo,2011
260,Regular Season,2011-09-17,Real Salt Lake,Sporting KC,Rio Tinto Stadium,0,1,0,Real Salt Lake,2011
261,Regular Season,2011-09-17,Seattle,D.C. United,CenturyLink Field,0,3,0,Seattle,2011
262,Regular Season,2011-09-17,Toronto FC,Colorado Rapids,BMO Field,0,2,1,Toronto FC,2011
263,Regular Season,2011-09-17,Philadelphia,Columbus Crew,Subaru Park,0,1,0,Philadelphia,2011
264,Regular Season,2011-09-17,LA Galaxy,Vancouver,Dignity Health Sports Park,0,3,0,LA Galaxy,2011
265,Regular Season,2011-09-17,FC Dallas,NY Red Bulls,Toyota Stadium,0,0,1,NY Red Bulls,2011
266,Regular Season,2011-09-17,Chicago Fire,Chivas USA,SeatGeek Stadium,0,3,2,Chicago Fire,2011
267,Regular Season,2011-09-21,NY Red Bulls,Real Salt Lake,Red Bull Arena,0,1,3,Real Salt Lake,2011
268,Regular Season,2011-09-21,Portland Timbers,San Jose,Providence Park,0,1,1,,2011
269,Regular Season,2011-09-21,D.C. United,Chivas USA,Robert F. Kennedy Memorial Stadium,0,2,2,,2011
270,Regular Season,2011-09-23,Sporting KC,Philadelphia,Children's Mercy Park,0,1,1,,2011
