,Round,Date,Home,Away,Venue,Attendance,GHome,GAway,Winner,Season
96,Regular Season,2008-06-26,Houston Dynamo,FC Dallas,Robertson Stadium,0,1,1,,2008
97,Regular Season,2008-06-28,Chicago Fire,San Jose,SeatGeek Stadium,0,0,0,,2008
98,Regular Season,2008-06-28,New England,Toronto FC,Gillette Stadium,0,2,1,New England,2008
99,Regular Season,2008-06-28,KC Wizards,Real Salt Lake,JustBats Field at T-Bones Stadium,0,1,0,KC Wizards,2008
100,Regular Season,2008-06-28,Columbus Crew,Colorado Rapids,MAPFRE Stadium,0,2,1,Columbus Crew,2008
101,Regular Season,2008-06-28,Chivas USA,NY Red Bulls,Dignity Health Sports Park,0,1,1,,2008
103,Regular Season,2008-06-29,D.C. United,LA Galaxy,Robert F. Kennedy Memorial Stadium,0,4,1,D.C. United,2008
104,Regular Season,2008-07-03,Real Salt Lake,Houston Dynamo,Rice-Eccles Stadium,0,0,0,,2008
105,Regular Season,2008-07-04,LA Galaxy,New England,Dignity Health Sports Park,0,1,2,New England,2008
106,Regular Season,2008-07-04,Colorado Rapids,NY Red Bulls,Dick's Sporting Goods Park,0,4,0,Colorado Rapids,2008
107,Regular Season,2008-07-04,FC Dallas,KC Wizards,Toyota Stadium,0,1,1,,2008
108,Regular Season,2008-07-05,Columbus Crew,Chicago Fire,MAPFRE Stadium,0,2,2,,2008
109,Regular Season,2008-07-05,Chivas USA,San Jose,Dignity Health Sports Park,0,1,0,Chivas USA,2008
110,Regular Season,2008-07-10,LA Galaxy,Chivas USA,Dignity Health Sports Park,0,1,1,,2008
111,Regular Season,2008-07-10,KC Wizards,NY Red Bulls,JustBats Field at T-Bones Stadium,0,2,1,KC Wizards,2008
112,Regular Season,2008-07-12,Chicago Fire,Toronto FC,SeatGeek Stadium,0,2,1,Chicago Fire,2008
113,Regular Season,2008-07-12,San Jose,Colorado Rapids,Stevens Stadium,0,1,1,,2008
114,Regular Season,2008-07-12,Real Salt Lake,Columbus Crew,Rice-Eccles Stadium,0,2,0,Real Salt Lake,2008
115,Regular Season,2008-07-17,Columbus Crew,KC Wizards,MAPFRE Stadium,0,3,3,,2008
116,Regular Season,2008-07-19,Toronto FC,San Jose,BMO Field,0,0,0,,2008
117,Regular Season,2008-07-19,Chicago Fire,Real Salt Lake,SeatGeek Stadium,0,0,0,,2008
118,Regular Season,2008-07-19,FC Dallas,Colorado Rapids,Toyota Stadium,0,2,2,,2008
119,Regular Season,2008-07-19,NY Red Bulls,LA Galaxy,Giants Stadium,0,2,2,,2008
120,Regular Season,2008-07-23,D.C. United,Houston Dynamo,Robert F. Kennedy Memorial Stadium,0,0,2,Houston Dynamo,2008
121,Regular Season,2008-07-27,Colorado Rapids,Columbus Crew,Dick's Sporting Goods Park,0,0,2,Columbus Crew,2008
122,Regular Season,2008-07-27,FC Dallas,LA Galaxy,Toyota Stadium,0,4,0,FC Dallas,2008
123,Regular Season,2008-07-27,KC Wizards,Chicago Fire,JustBats Field at T-Bones Stadium,0,0,0,,2008
124,Regular Season,2008-07-27,San Jose,NY Red Bulls,Stevens Stadium,0,1,1,,2008
125,Regular Season,2008-07-28,Real Salt Lake,Toronto FC,Rice-Eccles Stadium,0,2,1,Real Salt Lake,2008
126,Regular Season,2008-08-02,Houston Dynamo,Columbus Crew,Robertson Stadium,0,2,0,Houston Dynamo,2008
127,Regular Season,2008-08-02,D.C. United,KC Wizards,Robert F. Kennedy Memorial Stadium,0,2,0,D.C. United,2008
129,Regular Season,2008-08-02,Chicago Fire,Chivas USA,SeatGeek Stadium,0,1,0,Chicago Fire,2008
130,Regular Season,2008-08-03,San Jose,LA Galaxy,RingCentral Coliseum,0,3,2,San Jose,2008
131,Regular Season,2008-08-03,Toronto FC,FC Dallas,BMO Field,0,0,2,FC Dallas,2008
132,Regular Season,2008-08-09,KC Wizards,Chivas USA,JustBats Field at T-Bones Stadium,0,3,2,KC Wizards,2008
133,Regular Season,2008-08-09,New England,Chicago Fire,Gillette Stadium,0,1,2,Chicago Fire,2008
134,Regular Season,2008-08-09,Colorado Rapids,Toronto FC,Dick's Sporting Goods Park,0,0,1,Toronto FC,2008
135,Regular Season,2008-08-10,NY Red Bulls,D.C. United,Giants Stadium,0,4,1,NY Red Bulls,2008
136,Regular Season,2008-08-14,Chivas USA,LA Galaxy,Dignity Health Sports Park,0,2,2,,2008
137,Regular Season,2008-08-16,Houston Dynamo,Real Salt Lake,Robertson Stadium,0,4,3,Houston Dynamo,2008
138,Regular Season,2008-08-16,Columbus Crew,FC Dallas,MAPFRE Stadium,0,2,1,Columbus Crew,2008
139,Regular Season,2008-08-16,Chicago Fire,D.C. United,SeatGeek Stadium,0,0,1,D.C. United,2008
140,Regular Season,2008-08-16,San Jose,New England,Stevens Stadium,0,4,0,San Jose,2008
141,Regular Season,2008-08-16,Colorado Rapids,KC Wizards,Dick's Sporting Goods Park,0,2,1,Colorado Rapids,2008
142,Regular Season,2008-08-17,NY Red Bulls,Toronto FC,Giants Stadium,0,2,0,NY Red Bulls,2008
143,Regular Season,2008-08-20,New England,D.C. United,Gillette Stadium,0,2,1,New England,2008
144,Regular Season,2008-08-20,Houston Dynamo,Chivas USA,Robertson Stadium,0,4,0,Houston Dynamo,2008
145,Regular Season,2008-08-21,LA Galaxy,Chicago Fire,Dignity Health Sports Park,0,0,1,Chicago Fire,2008
146,Regular Season,2008-08-23,KC Wizards,FC Dallas,JustBats Field at T-Bones Stadium,0,1,1,,2008
147,Regular Season,2008-08-23,Toronto FC,New England,BMO Field,0,1,1,,2008
148,Regular Season,2008-08-23,Columbus Crew,Real Salt Lake,MAPFRE Stadium,0,3,0,Columbus Crew,2008
149,Regular Season,2008-08-23,Chivas USA,San Jose,Dignity Health Sports Park,0,0,0,,2008
150,Regular Season,2008-08-23,D.C. United,Colorado Rapids,Robert F. Kennedy Memorial Stadium,0,3,0,D.C. United,2008
151,Regular Season,2008-08-24,NY Red Bulls,Houston Dynamo,Giants Stadium,0,3,0,NY Red Bulls,2008
152,Regular Season,2008-08-29,Real Salt Lake,Colorado Rapids,Rice-Eccles Stadium,0,2,0,Real Salt Lake,2008
153,Regular Season,2008-08-30,New England,LA Galaxy,Gillette Stadium,0,2,2,,2008
155,Regular Season,2008-08-30,FC Dallas,Columbus Crew,Toyota Stadium,0,1,2,Columbus Crew,2008
156,Regular Season,2008-08-30,San Jose,KC Wizards,Stevens Stadium,0,2,1,San Jose,2008
157,Regular Season,2008-08-30,Chivas USA,Toronto FC,Dignity Health Sports Park,0,2,1,Chivas USA,2008
158,Regular Season,2008-08-30,D.C. United,NY Red Bulls,Robert F. Kennedy Memorial Stadium,0,0,0,,2008
159,Regular Season,2008-08-31,Houston Dynamo,Chicago Fire,Robertson Stadium,0,2,1,Houston Dynamo,2008
160,Regular Season,2008-09-04,FC Dallas,Colorado Rapids,Toyota Stadium,0,0,1,Colorado Rapids,2008
161,Regular Season,2008-09-06,Chicago Fire,NY Red Bulls,SeatGeek Stadium,0,1,0,Chicago Fire,2008
162,Regular Season,2008-09-06,LA Galaxy,Real Salt Lake,Dignity Health Sports Park,0,2,2,,2008
163,Regular Season,2008-09-06,Columbus Crew,New England,MAPFRE Stadium,0,4,0,Columbus Crew,2008
164,Regular Season,2008-09-06,San Jose,D.C. United,Stevens Stadium,0,2,1,San Jose,2008
165,Regular Season,2008-09-06,Toronto FC,Chivas USA,BMO Field,0,1,3,Chivas USA,2008
166,Regular Season,2008-09-07,Houston Dynamo,KC Wizards,Robertson Stadium,0,3,1,Houston Dynamo,2008
167,Regular Season,2008-09-11,New England,Chivas USA,Gillette Stadium,0,4,0,New England,2008
168,Regular Season,2008-09-13,D.C. United,FC Dallas,Robert F. Kennedy Memorial Stadium,0,2,2,,2008
169,Regular Season,2008-09-13,KC Wizards,LA Galaxy,JustBats Field at T-Bones Stadium,0,2,0,KC Wizards,2008
170,Regular Season,2008-09-13,NY Red Bulls,Real Salt Lake,Giants Stadium,0,2,1,NY Red Bulls,2008
171,Regular Season,2008-09-13,San Jose,Houston Dynamo,Stevens Stadium,0,1,1,,2008
172,Regular Season,2008-09-13,Toronto FC,Columbus Crew,BMO Field,0,1,1,,2008
173,Regular Season,2008-09-14,Colorado Rapids,Chicago Fire,Dick's Sporting Goods Park,0,2,0,Colorado Rapids,2008
174,Regular Season,2008-09-18,Columbus Crew,NY Red Bulls,MAPFRE Stadium,0,3,1,Columbus Crew,2008
175,Regular Season,2008-09-20,Colorado Rapids,New England,Dick's Sporting Goods Park,0,1,1,,2008
176,Regular Season,2008-09-20,KC Wizards,Toronto FC,JustBats Field at T-Bones Stadium,0,2,0,KC Wizards,2008
177,Regular Season,2008-09-20,LA Galaxy,D.C. United,Dignity Health Sports Park,0,5,2,LA Galaxy,2008
178,Regular Season,2008-09-20,Real Salt Lake,Chivas USA,Rice-Eccles Stadium,0,0,1,Chivas USA,2008
179,Regular Season,2008-09-21,Chicago Fire,FC Dallas,SeatGeek Stadium,0,1,4,FC Dallas,2008
181,Regular Season,2008-09-25,Chicago Fire,LA Galaxy,SeatGeek Stadium,0,3,1,Chicago Fire,2008
182,Regular Season,2008-09-27,NY Red Bulls,Colorado Rapids,Giants Stadium,0,4,5,Colorado Rapids,2008
183,Regular Season,2008-09-27,San Jose,Real Salt Lake,Stevens Stadium,0,2,3,Real Salt Lake,2008
184,Regular Season,2008-09-27,New England,Columbus Crew,Gillette Stadium,0,0,1,Columbus Crew,2008
185,Regular Season,2008-09-27,Toronto FC,Houston Dynamo,BMO Field,0,1,1,,2008
186,Regular Season,2008-09-27,Chivas USA,KC Wizards,Dignity Health Sports Park,0,2,1,Chivas USA,2008
187,Regular Season,2008-09-28,FC Dallas,D.C. United,Toyota Stadium,0,3,0,FC Dallas,2008
188,Regular Season,2008-10-02,FC Dallas,San Jose,Toyota Stadium,0,1,1,,2008
189,Regular Season,2008-10-04,Colorado Rapids,Houston Dynamo,Dick's Sporting Goods Park,0,1,3,Houston Dynamo,2008
190,Regular Season,2008-10-04,Columbus Crew,LA Galaxy,MAPFRE Stadium,0,1,0,Columbus Crew,2008
191,Regular Season,2008-10-04,D.C. United,Chivas USA,Robert F. Kennedy Memorial Stadium,0,0,3,Chivas USA,2008
192,Regular Season,2008-10-04,NY Red Bulls,Toronto FC,Giants Stadium,0,1,3,Toronto FC,2008
193,Regular Season,2008-10-04,New England,Real Salt Lake,Gillette Stadium,0,2,2,,2008
194,Regular Season,2008-10-05,KC Wizards,Chicago Fire,JustBats Field at T-Bones Stadium,0,1,1,,2008
195,Regular Season,2008-10-09,Real Salt Lake,NY Red Bulls,Rio Tinto Stadium,0,1,1,,2008
196,Regular Season,2008-10-11,San Jose,Chivas USA,Stevens Stadium,0,0,1,Chivas USA,2008
197,Regular Season,2008-10-11,KC Wizards,New England,JustBats Field at T-Bones Stadium,0,1,0,KC Wizards,2008
198,Regular Season,2008-10-11,FC Dallas,Toronto FC,Toyota Stadium,0,2,2,,2008
199,Regular Season,2008-10-12,LA Galaxy,Colorado Rapids,Dignity Health Sports Park,0,3,2,LA Galaxy,2008
200,Regular Season,2008-10-12,Houston Dynamo,D.C. United,Robertson Stadium,0,0,0,,2008
201,Regular Season,2008-10-12,Chicago Fire,Columbus Crew,SeatGeek Stadium,0,2,2,,2008
202,Regular Season,2008-10-15,Houston Dynamo,San Jose,Robertson Stadium,0,2,1,Houston Dynamo,2008
203,Regular Season,2008-10-16,D.C. United,New England,Robert F. Kennedy Memorial Stadium,0,2,1,D.C. United,2008
204,Regular Season,2008-10-18,Houston Dynamo,LA Galaxy,Robertson Stadium,0,3,0,Houston Dynamo,2008
205,Regular Season,2008-10-18,Toronto FC,Chicago Fire,BMO Field,0,3,2,Toronto FC,2008
207,Regular Season,2008-10-18,NY Red Bulls,Columbus Crew,Giants Stadium,0,3,1,NY Red Bulls,2008
208,Regular Season,2008-10-18,KC Wizards,San Jose,JustBats Field at T-Bones Stadium,0,3,2,KC Wizards,2008
209,Regular Season,2008-10-18,Real Salt Lake,FC Dallas,Rio Tinto Stadium,0,3,1,Real Salt Lake,2008
210,Regular Season,2008-10-19,Chivas USA,Colorado Rapids,Dignity Health Sports Park,0,1,2,Colorado Rapids,2008
211,Regular Season,2008-10-23,Chicago Fire,NY Red Bulls,SeatGeek Stadium,0,5,2,Chicago Fire,2008
212,Regular Season,2008-10-25,Chivas USA,Houston Dynamo,Dignity Health Sports Park,0,1,1,,2008
213,Regular Season,2008-10-25,Colorado Rapids,Real Salt Lake,Dick's Sporting Goods Park,0,1,1,,2008
214,Regular Season,2008-10-25,New England,KC Wizards,Gillette Stadium,0,1,3,KC Wizards,2008
215,Regular Season,2008-10-25,San Jose,Toronto FC,Stevens Stadium,0,2,0,San Jose,2008
216,Regular Season,2008-10-26,LA Galaxy,FC Dallas,Dignity Health Sports Park,0,2,2,,2008
217,Regular Season,2008-10-26,Columbus Crew,D.C. United,MAPFRE Stadium,0,1,0,Columbus Crew,2008
218,Conference Semifinals,2008-10-30,New England,Chicago Fire,Gillette Stadium,0,0,0,,2008
219,Conference Semifinals,2008-11-01,NY Red Bulls,Houston Dynamo,Giants Stadium,0,1,1,,2008
220,Conference Semifinals,2008-11-01,Real Salt Lake,Chivas USA,Rio Tinto Stadium,0,1,0,Real Salt Lake,2008
221,Conference Semifinals,2008-11-01,KC Wizards,Columbus Crew,JustBats Field at T-Bones Stadium,0,1,1,,2008
222,Conference Semifinals,2008-11-06,Chicago Fire,New England,SeatGeek Stadium,0,3,0,Chicago Fire,2008
223,Conference Semifinals,2008-11-08,Columbus Crew,KC Wizards,MAPFRE Stadium,0,2,0,Columbus Crew,2008
224,Conference Semifinals,2008-11-08,Chivas USA,Real Salt Lake,Dignity Health Sports Park,0,2,2,,2008
225,Conference Semifinals,2008-11-09,Houston Dynamo,NY Red Bulls,Robertson Stadium,0,0,3,NY Red Bulls,2008
226,Conference Finals,2008-11-13,Columbus Crew,Chicago Fire,MAPFRE Stadium,0,2,1,Columbus Crew,2008
227,Conference Finals,2008-11-15,Real Salt Lake,NY Red Bulls,Rio Tinto Stadium,0,0,1,NY Red Bulls,2008
228,MLS Cup 2008,2008-11-23,Columbus Crew,NY Red Bulls,Dignity Health Sports Park (Neutral Site),27000,3,1,Columbus Crew,2008
