,Round,Date,Home,Away,Venue,Attendance,GHome,GAway,Winner,Season
28,Regular Season,2014-03-29,Colorado Rapids,Sporting KC,Dick's Sporting Goods Park,12203,2,3,Sporting KC,2014
29,Regular Season,2014-03-29,Vancouver,Houston Dynamo,BC Place,21000,2,1,Vancouver,2014
30,Regular Season,2014-03-29,FC Dallas,Portland Timbers,Toyota Stadium,16045,2,1,FC Dallas,2014
31,Regular Season,2014-03-29,Real Salt Lake,Toronto FC,Rio Tinto Stadium,18881,3,0,Real Salt Lake,2014
32,Regular Season,2014-03-29,Seattle,Columbus Crew,CenturyLink Field,38469,1,2,Columbus Crew,2014
33,Regular Season,2014-03-29,San Jose,New England,Stevens Stadium,10525,1,2,New England,2014
34,Regular Season,2014-03-30,NY Red Bulls,Chivas USA,Red Bull Arena,15225,1,1,,2014
35,Regular Season,2014-04-05,Portland Timbers,Seattle,Providence Park,20814,4,4,,2014
36,Regular Season,2014-04-05,Montreal Impact,NY Red Bulls,Olympic Stadium,24071,2,2,,2014
37,Regular Season,2014-04-05,Vancouver,Colorado Rapids,BC Place,21000,1,2,Colorado Rapids,2014
38,Regular Season,2014-04-05,Chicago Fire,Philadelphia,SeatGeek Stadium,12699,2,2,,2014
39,Regular Season,2014-04-05,Columbus Crew,Toronto FC,MAPFRE Stadium,12045,0,2,Toronto FC,2014
40,Regular Season,2014-04-05,D.C. United,New England,Robert F. Kennedy Memorial Stadium,10526,2,0,D.C. United,2014
41,Regular Season,2014-04-05,Houston Dynamo,FC Dallas,BBVA Compass Stadium,22202,1,4,FC Dallas,2014
42,Regular Season,2014-04-05,Sporting KC,Real Salt Lake,Children's Mercy Park,19838,0,0,,2014
43,Regular Season,2014-04-06,Chivas USA,LA Galaxy,Dignity Health Sports Park,15008,0,3,LA Galaxy,2014
44,Regular Season,2014-04-12,Philadelphia,Real Salt Lake,Subaru Park,18015,2,2,,2014
45,Regular Season,2014-04-12,Toronto FC,Colorado Rapids,BMO Field,22591,0,1,Colorado Rapids,2014
46,Regular Season,2014-04-12,Montreal Impact,Chicago Fire,Olympic Stadium,19313,1,1,,2014
47,Regular Season,2014-04-12,New England,Houston Dynamo,Gillette Stadium,14259,2,0,New England,2014
48,Regular Season,2014-04-12,D.C. United,NY Red Bulls,Robert F. Kennedy Memorial Stadium,12361,1,0,D.C. United,2014
49,Regular Season,2014-04-12,FC Dallas,Seattle,Toyota Stadium,17070,2,3,Seattle,2014
51,Regular Season,2014-04-12,Portland Timbers,Chivas USA,Providence Park,20814,1,1,,2014
52,Regular Season,2014-04-12,LA Galaxy,Vancouver,Dignity Health Sports Park,20847,1,0,LA Galaxy,2014
53,Regular Season,2014-04-13,San Jose,Columbus Crew,Stevens Stadium,10525,1,1,,2014
54,Regular Season,2014-04-16,NY Red Bulls,Philadelphia,Red Bull Arena,14768,2,1,NY Red Bulls,2014
55,Regular Season,2014-04-19,Chicago Fire,New England,SeatGeek Stadium,15743,1,1,,2014
56,Regular Season,2014-04-19,Philadelphia,Houston Dynamo,Subaru Park,17301,0,0,,2014
57,Regular Season,2014-04-19,Colorado Rapids,San Jose,Dick's Sporting Goods Park,12306,0,0,,2014
58,Regular Season,2014-04-19,Vancouver,LA Galaxy,BC Place,21000,2,2,,2014
59,Regular Season,2014-04-19,Columbus Crew,D.C. United,MAPFRE Stadium,11437,1,1,,2014
60,Regular Season,2014-04-19,FC Dallas,Toronto FC,Toyota Stadium,17406,2,1,FC Dallas,2014
61,Regular Season,2014-04-19,Sporting KC,Montreal Impact,Children's Mercy Park,20306,4,0,Sporting KC,2014
62,Regular Season,2014-04-19,Real Salt Lake,Portland Timbers,Rio Tinto Stadium,20496,1,0,Real Salt Lake,2014
63,Regular Season,2014-04-19,Chivas USA,Seattle,Dignity Health Sports Park,7499,1,2,Seattle,2014
64,Regular Season,2014-04-23,NY Red Bulls,Houston Dynamo,Red Bull Arena,13278,4,0,NY Red Bulls,2014
65,Regular Season,2014-04-26,Seattle,Colorado Rapids,CenturyLink Field,38582,4,1,Seattle,2014
66,Regular Season,2014-04-26,Montreal Impact,Philadelphia,Saputo Stadium,19075,1,0,Montreal Impact,2014
67,Regular Season,2014-04-26,D.C. United,FC Dallas,Robert F. Kennedy Memorial Stadium,11172,4,1,D.C. United,2014
68,Regular Season,2014-04-26,Columbus Crew,NY Red Bulls,MAPFRE Stadium,18026,1,1,,2014
69,Regular Season,2014-04-26,New England,Sporting KC,Gillette Stadium,14806,2,0,New England,2014
70,Regular Season,2014-04-26,Real Salt Lake,Vancouver,Rio Tinto Stadium,19661,2,2,,2014
71,Regular Season,2014-04-26,San Jose,Chivas USA,Stevens Stadium,10525,1,0,San Jose,2014
72,Regular Season,2014-04-27,Houston Dynamo,Portland Timbers,BBVA Compass Stadium,20558,1,1,,2014
73,Regular Season,2014-05-03,Toronto FC,New England,BMO Field,22591,1,2,New England,2014
74,Regular Season,2014-05-03,Vancouver,San Jose,BC Place,21000,3,2,Vancouver,2014
75,Regular Season,2014-05-03,Chicago Fire,Real Salt Lake,SeatGeek Stadium,14903,2,3,Real Salt Lake,2014
77,Regular Season,2014-05-03,Colorado Rapids,LA Galaxy,Dick's Sporting Goods Park,14040,1,0,Colorado Rapids,2014
78,Regular Season,2014-05-03,Seattle,Philadelphia,CenturyLink Field,38516,2,1,Seattle,2014
79,Regular Season,2014-05-03,Chivas USA,Houston Dynamo,Dignity Health Sports Park,6082,1,4,Houston Dynamo,2014
80,Regular Season,2014-05-03,Portland Timbers,D.C. United,Providence Park,20814,3,2,Portland Timbers,2014
81,Regular Season,2014-05-04,FC Dallas,NY Red Bulls,Toyota Stadium,17105,0,1,NY Red Bulls,2014
82,Regular Season,2014-05-04,Sporting KC,Columbus Crew,Children's Mercy Park,20565,2,0,Sporting KC,2014
83,Regular Season,2014-05-07,Houston Dynamo,Columbus Crew,BBVA Compass Stadium,15030,1,0,Houston Dynamo,2014
84,Regular Season,2014-05-07,Seattle,FC Dallas,CenturyLink Field,38489,2,1,Seattle,2014
85,Regular Season,2014-05-07,San Jose,Colorado Rapids,Stevens Stadium,9388,0,0,,2014
86,Regular Season,2014-05-10,Philadelphia,D.C. United,Subaru Park,18522,0,1,D.C. United,2014
87,Regular Season,2014-05-10,Montreal Impact,Sporting KC,Saputo Stadium,16529,0,3,Sporting KC,2014
88,Regular Season,2014-05-10,NY Red Bulls,Chicago Fire,Red Bull Arena,23776,4,5,Chicago Fire,2014
89,Regular Season,2014-05-10,Columbus Crew,Vancouver,MAPFRE Stadium,4495,0,1,Vancouver,2014
90,Regular Season,2014-05-10,San Jose,FC Dallas,Stevens Stadium,10525,2,1,San Jose,2014
91,Regular Season,2014-05-11,Portland Timbers,LA Galaxy,Providence Park,20804,1,1,,2014
92,Regular Season,2014-05-11,Colorado Rapids,Chivas USA,Dick's Sporting Goods Park,10086,1,3,Chivas USA,2014
93,Regular Season,2014-05-11,New England,Seattle,Gillette Stadium,11293,5,0,New England,2014
94,Regular Season,2014-05-11,Houston Dynamo,Real Salt Lake,BBVA Compass Stadium,16514,2,5,Real Salt Lake,2014
95,Regular Season,2014-05-14,Sporting KC,Philadelphia,Children's Mercy Park,19073,1,2,Philadelphia,2014
96,Regular Season,2014-05-17,Toronto FC,NY Red Bulls,BMO Field,22591,2,0,Toronto FC,2014
97,Regular Season,2014-05-17,D.C. United,Montreal Impact,Robert F. Kennedy Memorial Stadium,14106,1,1,,2014
98,Regular Season,2014-05-17,Philadelphia,New England,Subaru Park,18812,3,5,New England,2014
99,Regular Season,2014-05-17,FC Dallas,Chivas USA,Toyota Stadium,15039,1,1,,2014
100,Regular Season,2014-05-17,Houston Dynamo,LA Galaxy,BBVA Compass Stadium,22233,1,0,Houston Dynamo,2014
101,Regular Season,2014-05-17,Real Salt Lake,Colorado Rapids,Rio Tinto Stadium,20489,2,1,Real Salt Lake,2014
103,Regular Season,2014-05-17,Seattle,San Jose,CenturyLink Field,49746,1,0,Seattle,2014
104,Regular Season,2014-05-17,Portland Timbers,Columbus Crew,Providence Park,20814,3,3,,2014
105,Regular Season,2014-05-18,Chicago Fire,Sporting KC,SeatGeek Stadium,15746,2,1,Chicago Fire,2014
106,Regular Season,2014-05-21,D.C. United,Houston Dynamo,Robert F. Kennedy Memorial Stadium,8224,2,0,D.C. United,2014
107,Regular Season,2014-05-21,LA Galaxy,FC Dallas,Dignity Health Sports Park,14615,2,1,LA Galaxy,2014
108,Regular Season,2014-05-23,Sporting KC,Toronto FC,Children's Mercy Park,19914,2,2,,2014
109,Regular Season,2014-05-24,Vancouver,Seattle,BC Place,21000,2,2,,2014
110,Regular Season,2014-05-24,NY Red Bulls,Portland Timbers,Red Bull Arena,19513,1,2,Portland Timbers,2014
111,Regular Season,2014-05-24,New England,D.C. United,Gillette Stadium,13589,2,1,New England,2014
112,Regular Season,2014-05-24,Columbus Crew,Chicago Fire,MAPFRE Stadium,15290,2,0,Columbus Crew,2014
113,Regular Season,2014-05-24,Colorado Rapids,Montreal Impact,Dick's Sporting Goods Park,17616,4,1,Colorado Rapids,2014
114,Regular Season,2014-05-24,Real Salt Lake,FC Dallas,Rio Tinto Stadium,20488,0,0,,2014
115,Regular Season,2014-05-25,LA Galaxy,Philadelphia,Dignity Health Sports Park,21010,4,1,LA Galaxy,2014
116,Regular Season,2014-05-25,San Jose,Houston Dynamo,Stevens Stadium,10525,3,0,San Jose,2014
117,Regular Season,2014-05-27,Sporting KC,NY Red Bulls,Children's Mercy Park,19221,1,1,,2014
118,Regular Season,2014-05-28,Chivas USA,Portland Timbers,Dignity Health Sports Park,3702,0,2,Portland Timbers,2014
119,Regular Season,2014-05-31,Seattle,Real Salt Lake,CenturyLink Field,39245,4,0,Seattle,2014
120,Regular Season,2014-05-31,Toronto FC,Columbus Crew,BMO Field,22591,3,2,Toronto FC,2014
121,Regular Season,2014-05-31,D.C. United,Sporting KC,Robert F. Kennedy Memorial Stadium,18522,1,0,D.C. United,2014
122,Regular Season,2014-05-31,Montreal Impact,New England,Saputo Stadium,18068,2,0,Montreal Impact,2014
123,Regular Season,2014-05-31,FC Dallas,San Jose,Toyota Stadium,15682,1,2,San Jose,2014
124,Regular Season,2014-05-31,Chivas USA,Philadelphia,Dignity Health Sports Park,5231,0,3,Philadelphia,2014
125,Regular Season,2014-06-01,Chicago Fire,LA Galaxy,SeatGeek Stadium,17487,1,1,,2014
126,Regular Season,2014-06-01,Colorado Rapids,Houston Dynamo,Dick's Sporting Goods Park,17470,3,0,Colorado Rapids,2014
127,Regular Season,2014-06-01,Portland Timbers,Vancouver,Providence Park,20814,3,4,Vancouver,2014
129,Regular Season,2014-06-04,Columbus Crew,Real Salt Lake,MAPFRE Stadium,11121,1,1,,2014
130,Regular Season,2014-06-04,Colorado Rapids,Chicago Fire,Dick's Sporting Goods Park,13402,0,0,,2014
131,Regular Season,2014-06-06,Houston Dynamo,Sporting KC,BBVA Compass Stadium,18396,0,2,Sporting KC,2014
132,Regular Season,2014-06-07,Toronto FC,San Jose,BMO Field,22591,1,0,Toronto FC,2014
133,Regular Season,2014-06-07,Philadelphia,Vancouver,Subaru Park,18843,3,3,,2014
134,Regular Season,2014-06-07,D.C. United,Columbus Crew,FedEx Field,53267,0,0,,2014
135,Regular Season,2014-06-07,FC Dallas,Colorado Rapids,Toyota Stadium,16209,3,2,FC Dallas,2014
136,Regular Season,2014-06-07,Chicago Fire,Seattle,SeatGeek Stadium,16416,2,3,Seattle,2014
137,Regular Season,2014-06-07,Real Salt Lake,Portland Timbers,Rio Tinto Stadium,20481,1,3,Portland Timbers,2014
138,Regular Season,2014-06-08,New England,NY Red Bulls,Gillette Stadium,23950,0,2,NY Red Bulls,2014
139,Regular Season,2014-06-08,LA Galaxy,Chivas USA,Dignity Health Sports Park,19756,1,1,,2014
140,Regular Season,2014-06-11,Montreal Impact,D.C. United,Saputo Stadium,14135,2,4,D.C. United,2014
141,Regular Season,2014-06-11,Portland Timbers,FC Dallas,Providence Park,20814,2,2,,2014
142,Regular Season,2014-06-25,Vancouver,Montreal Impact,BC Place,21000,0,0,,2014
143,Regular Season,2014-06-27,NY Red Bulls,Toronto FC,Red Bull Arena,20176,2,2,,2014
144,Regular Season,2014-06-27,Portland Timbers,Sporting KC,Providence Park,20814,0,1,Sporting KC,2014
145,Regular Season,2014-06-28,Colorado Rapids,Vancouver,Dick's Sporting Goods Park,14978,2,0,Colorado Rapids,2014
146,Regular Season,2014-06-28,New England,Philadelphia,Gillette Stadium,16483,1,3,Philadelphia,2014
147,Regular Season,2014-06-28,D.C. United,Seattle,Robert F. Kennedy Memorial Stadium,16922,0,1,Seattle,2014
148,Regular Season,2014-06-28,San Jose,LA Galaxy,Stanford Stadium,50006,0,1,LA Galaxy,2014
149,Regular Season,2014-06-28,Chivas USA,Real Salt Lake,Dignity Health Sports Park,5689,1,0,Chivas USA,2014
150,Regular Season,2014-06-29,Columbus Crew,FC Dallas,MAPFRE Stadium,4680,0,0,,2014
151,Regular Season,2014-06-29,Montreal Impact,Houston Dynamo,Saputo Stadium,16752,3,0,Montreal Impact,2014
152,Regular Season,2014-07-02,Chicago Fire,Toronto FC,SeatGeek Stadium,13153,1,1,,2014
153,Regular Season,2014-07-02,San Jose,Chivas USA,Stevens Stadium,9114,0,1,Chivas USA,2014
155,Regular Season,2014-07-04,Houston Dynamo,NY Red Bulls,BBVA Compass Stadium,22312,2,2,,2014
156,Regular Season,2014-07-04,FC Dallas,Philadelphia,Toyota Stadium,21182,2,1,FC Dallas,2014
157,Regular Season,2014-07-04,Colorado Rapids,Columbus Crew,Dick's Sporting Goods Park,18432,1,1,,2014
158,Regular Season,2014-07-04,Real Salt Lake,New England,Rio Tinto Stadium,20513,2,1,Real Salt Lake,2014
159,Regular Season,2014-07-04,LA Galaxy,Portland Timbers,Dignity Health Sports Park,27000,2,2,,2014
160,Regular Season,2014-07-05,Toronto FC,D.C. United,BMO Field,22591,1,2,D.C. United,2014
161,Regular Season,2014-07-05,Vancouver,Seattle,BC Place,22500,1,0,Vancouver,2014
162,Regular Season,2014-07-05,Chivas USA,Montreal Impact,Dignity Health Sports Park,4201,1,0,Chivas USA,2014
163,Regular Season,2014-07-06,Sporting KC,Chicago Fire,Children's Mercy Park,20858,1,1,,2014
164,Regular Season,2014-07-11,San Jose,D.C. United,Stevens Stadium,10525,1,2,D.C. United,2014
165,Regular Season,2014-07-12,NY Red Bulls,Columbus Crew,Red Bull Arena,17028,4,1,NY Red Bulls,2014
166,Regular Season,2014-07-12,Toronto FC,Houston Dynamo,BMO Field,22591,4,2,Toronto FC,2014
167,Regular Season,2014-07-12,Philadelphia,Colorado Rapids,Subaru Park,18679,3,3,,2014
168,Regular Season,2014-07-12,New England,Chicago Fire,Gillette Stadium,15406,0,1,Chicago Fire,2014
169,Regular Season,2014-07-12,Montreal Impact,Sporting KC,Saputo Stadium,17155,1,2,Sporting KC,2014
170,Regular Season,2014-07-12,Vancouver,Chivas USA,BC Place,19383,1,3,Chivas USA,2014
171,Regular Season,2014-07-12,LA Galaxy,Real Salt Lake,Dignity Health Sports Park,19882,1,0,LA Galaxy,2014
172,Regular Season,2014-07-13,Seattle,Portland Timbers,CenturyLink Field,64207,2,0,Seattle,2014
173,Regular Season,2014-07-16,Philadelphia,NY Red Bulls,Subaru Park,18541,3,1,Philadelphia,2014
174,Regular Season,2014-07-16,Columbus Crew,Sporting KC,MAPFRE Stadium,13643,1,2,Sporting KC,2014
175,Regular Season,2014-07-16,Toronto FC,Vancouver,BMO Field,22591,1,1,,2014
176,Regular Season,2014-07-16,LA Galaxy,New England,Dignity Health Sports Park,17741,5,1,LA Galaxy,2014
177,Regular Season,2014-07-18,Portland Timbers,Colorado Rapids,Providence Park,20814,2,1,Portland Timbers,2014
178,Regular Season,2014-07-19,Sporting KC,LA Galaxy,Children's Mercy Park,21493,2,1,Sporting KC,2014
179,Regular Season,2014-07-19,NY Red Bulls,San Jose,Red Bull Arena,20001,1,1,,2014
181,Regular Season,2014-07-19,Columbus Crew,Montreal Impact,MAPFRE Stadium,21112,2,1,Columbus Crew,2014
182,Regular Season,2014-07-19,Chicago Fire,Philadelphia,SeatGeek Stadium,17460,1,1,,2014
183,Regular Season,2014-07-19,FC Dallas,New England,Toyota Stadium,15551,2,0,FC Dallas,2014
184,Regular Season,2014-07-19,Houston Dynamo,Toronto FC,BBVA Compass Stadium,20069,2,2,,2014
185,Regular Season,2014-07-19,Real Salt Lake,Vancouver,Rio Tinto Stadium,20265,1,1,,2014
186,Regular Season,2014-07-20,D.C. United,Chivas USA,Robert F. Kennedy Memorial Stadium,13732,3,1,D.C. United,2014
187,Regular Season,2014-07-23,San Jose,Chicago Fire,Stevens Stadium,10525,5,1,San Jose,2014
188,Regular Season,2014-07-24,Real Salt Lake,Montreal Impact,Rio Tinto Stadium,20398,3,1,Real Salt Lake,2014
189,Regular Season,2014-07-25,Colorado Rapids,Chivas USA,Dick's Sporting Goods Park,14652,3,0,Colorado Rapids,2014
190,Regular Season,2014-07-26,Toronto FC,Sporting KC,BMO Field,22591,1,2,Sporting KC,2014
191,Regular Season,2014-07-26,New England,Columbus Crew,Gillette Stadium,24542,1,2,Columbus Crew,2014
192,Regular Season,2014-07-27,Vancouver,FC Dallas,BC Place,21000,2,2,,2014
193,Regular Season,2014-07-27,Montreal Impact,Portland Timbers,Saputo Stadium,14715,2,3,Portland Timbers,2014
194,Regular Season,2014-07-28,Seattle,LA Galaxy,CenturyLink Field,39304,0,3,LA Galaxy,2014
195,Regular Season,2014-07-30,D.C. United,Toronto FC,Robert F. Kennedy Memorial Stadium,16171,3,0,D.C. United,2014
196,Regular Season,2014-07-30,New England,Colorado Rapids,Gillette Stadium,13831,3,0,New England,2014
197,Regular Season,2014-07-30,Chicago Fire,Vancouver,SeatGeek Stadium,13532,0,0,,2014
198,Regular Season,2014-07-30,Real Salt Lake,NY Red Bulls,Rio Tinto Stadium,20295,1,1,,2014
199,Regular Season,2014-08-01,Sporting KC,Philadelphia,Children's Mercy Park,21318,1,1,,2014
200,Regular Season,2014-08-02,LA Galaxy,Portland Timbers,Dignity Health Sports Park,20089,3,1,LA Galaxy,2014
201,Regular Season,2014-08-02,Montreal Impact,Toronto FC,Saputo Stadium,16665,0,2,Toronto FC,2014
202,Regular Season,2014-08-02,NY Red Bulls,New England,Red Bull Arena,20862,2,1,NY Red Bulls,2014
203,Regular Season,2014-08-02,Chicago Fire,Columbus Crew,SeatGeek Stadium,14332,1,1,,2014
204,Regular Season,2014-08-02,Colorado Rapids,Real Salt Lake,Dick's Sporting Goods Park,17554,0,1,Real Salt Lake,2014
205,Regular Season,2014-08-02,San Jose,Seattle,Levi's Stadium,10525,1,0,San Jose,2014
207,Regular Season,2014-08-03,Houston Dynamo,D.C. United,BBVA Compass Stadium,20061,1,0,Houston Dynamo,2014
208,Regular Season,2014-08-03,Chivas USA,FC Dallas,Dignity Health Sports Park,3951,0,1,FC Dallas,2014
209,Regular Season,2014-08-08,LA Galaxy,San Jose,Dignity Health Sports Park,19719,2,2,,2014
210,Regular Season,2014-08-09,Philadelphia,Montreal Impact,Subaru Park,18703,2,1,Philadelphia,2014
211,Regular Season,2014-08-09,Columbus Crew,Toronto FC,MAPFRE Stadium,17822,2,3,Toronto FC,2014
212,Regular Season,2014-08-09,FC Dallas,Colorado Rapids,Toyota Stadium,15731,3,1,FC Dallas,2014
213,Regular Season,2014-08-09,Real Salt Lake,D.C. United,Rio Tinto Stadium,20452,3,0,Real Salt Lake,2014
214,Regular Season,2014-08-09,Portland Timbers,Chivas USA,Providence Park,20814,2,0,Portland Timbers,2014
215,Regular Season,2014-08-10,Vancouver,Sporting KC,BC Place,20183,2,0,Vancouver,2014
216,Regular Season,2014-08-10,Chicago Fire,NY Red Bulls,SeatGeek Stadium,16109,1,0,Chicago Fire,2014
217,Regular Season,2014-08-10,Seattle,Houston Dynamo,CenturyLink Field,50276,2,0,Seattle,2014
218,Regular Season,2014-08-15,Houston Dynamo,Philadelphia,BBVA Compass Stadium,20283,2,0,Houston Dynamo,2014
219,Regular Season,2014-08-16,Real Salt Lake,Seattle,Rio Tinto Stadium,20483,2,1,Real Salt Lake,2014
220,Regular Season,2014-08-16,Montreal Impact,Chicago Fire,Saputo Stadium,17132,1,0,Montreal Impact,2014
221,Regular Season,2014-08-16,Columbus Crew,LA Galaxy,MAPFRE Stadium,20729,4,1,Columbus Crew,2014
222,Regular Season,2014-08-16,New England,Portland Timbers,Gillette Stadium,16409,1,1,,2014
223,Regular Season,2014-08-16,Sporting KC,Toronto FC,Children's Mercy Park,20730,4,1,Sporting KC,2014
224,Regular Season,2014-08-16,Chivas USA,Vancouver,Dignity Health Sports Park,4215,0,0,,2014
225,Regular Season,2014-08-16,San Jose,FC Dallas,Stevens Stadium,10525,0,5,FC Dallas,2014
226,Regular Season,2014-08-17,D.C. United,Colorado Rapids,Robert F. Kennedy Memorial Stadium,12814,4,2,D.C. United,2014
227,Regular Season,2014-08-20,Colorado Rapids,LA Galaxy,Dick's Sporting Goods Park,14011,3,4,LA Galaxy,2014
228,Regular Season,2014-08-20,Seattle,San Jose,CenturyLink Field,38909,1,1,,2014
229,Regular Season,2014-08-22,FC Dallas,Real Salt Lake,Toyota Stadium,17622,2,1,FC Dallas,2014
230,Regular Season,2014-08-23,NY Red Bulls,Montreal Impact,Red Bull Arena,17891,4,2,NY Red Bulls,2014
231,Regular Season,2014-08-23,Toronto FC,Chicago Fire,BMO Field,22591,2,2,,2014
233,Regular Season,2014-08-23,Columbus Crew,Houston Dynamo,MAPFRE Stadium,17551,3,0,Columbus Crew,2014
234,Regular Season,2014-08-23,New England,Chivas USA,Gillette Stadium,16427,1,0,New England,2014
235,Regular Season,2014-08-23,Sporting KC,D.C. United,Children's Mercy Park,19963,0,3,D.C. United,2014
236,Regular Season,2014-08-23,LA Galaxy,Vancouver,Dignity Health Sports Park,21637,2,0,LA Galaxy,2014
237,Regular Season,2014-08-24,Portland Timbers,Seattle,Providence Park,20814,2,4,Seattle,2014
238,Regular Season,2014-08-24,Philadelphia,San Jose,Subaru Park,17421,4,2,Philadelphia,2014
239,Regular Season,2014-08-27,LA Galaxy,D.C. United,Dignity Health Sports Park,16044,4,1,LA Galaxy,2014
240,Regular Season,2014-08-29,Sporting KC,Houston Dynamo,Children's Mercy Park,20332,1,3,Houston Dynamo,2014
241,Regular Season,2014-08-30,Seattle,Colorado Rapids,CenturyLink Field,38394,1,0,Seattle,2014
242,Regular Season,2014-08-30,Toronto FC,New England,BMO Field,22591,0,3,New England,2014
243,Regular Season,2014-08-30,Montreal Impact,Columbus Crew,Saputo Stadium,15995,2,0,Montreal Impact,2014
244,Regular Season,2014-08-30,Chicago Fire,FC Dallas,SeatGeek Stadium,16824,1,0,Chicago Fire,2014
245,Regular Season,2014-08-30,Vancouver,Portland Timbers,BC Place,21000,0,3,Portland Timbers,2014
246,Regular Season,2014-08-30,San Jose,Real Salt Lake,Stevens Stadium,10525,1,1,,2014
247,Regular Season,2014-08-31,D.C. United,NY Red Bulls,Robert F. Kennedy Memorial Stadium,19453,2,0,D.C. United,2014
248,Regular Season,2014-08-31,Chivas USA,LA Galaxy,Dignity Health Sports Park,18562,0,3,LA Galaxy,2014
249,Regular Season,2014-09-03,Philadelphia,Toronto FC,Subaru Park,15238,1,0,Philadelphia,2014
250,Regular Season,2014-09-03,New England,Sporting KC,Gillette Stadium,11707,3,1,New England,2014
251,Regular Season,2014-09-03,Chivas USA,Seattle,Dignity Health Sports Park,4021,2,4,Seattle,2014
252,Regular Season,2014-09-05,LA Galaxy,Colorado Rapids,Dignity Health Sports Park,18145,6,0,LA Galaxy,2014
253,Regular Season,2014-09-06,Toronto FC,Philadelphia,BMO Field,15238,0,2,Philadelphia,2014
254,Regular Season,2014-09-06,NY Red Bulls,Sporting KC,Red Bull Arena,20831,2,1,NY Red Bulls,2014
255,Regular Season,2014-09-06,Houston Dynamo,Montreal Impact,BBVA Compass Stadium,18501,3,2,Houston Dynamo,2014
256,Regular Season,2014-09-06,Vancouver,D.C. United,BC Place,18116,0,0,,2014
257,Regular Season,2014-09-06,Real Salt Lake,FC Dallas,Rio Tinto Stadium,20545,2,1,Real Salt Lake,2014
259,Regular Season,2014-09-07,Columbus Crew,Chivas USA,MAPFRE Stadium,17043,3,0,Columbus Crew,2014
260,Regular Season,2014-09-07,Portland Timbers,San Jose,Providence Park,20184,3,3,,2014
261,Regular Season,2014-09-07,New England,Chicago Fire,Gillette Stadium,12204,2,1,New England,2014
262,Regular Season,2014-09-10,Montreal Impact,LA Galaxy,Saputo Stadium,13916,2,2,,2014
263,Regular Season,2014-09-10,NY Red Bulls,D.C. United,Red Bull Arena,14953,1,0,NY Red Bulls,2014
