,Round,Date,Home,Away,Venue,Attendance,GHome,GAway,Winner,Season
276,Regular Season,2015-09-05,San Jose,Philadelphia,Avaya Stadium,18000,1,2,Philadelphia,2015
277,Regular Season,2015-09-06,Columbus Crew,FC Dallas,MAPFRE Stadium,20217,0,3,FC Dallas,2015
278,Regular Season,2015-09-09,Vancouver,Colorado Rapids,BC Place,17583,2,0,Vancouver,2015
279,Regular Season,2015-09-09,Portland Timbers,Sporting KC,Providence Park,21144,0,0,,2015
280,Regular Season,2015-09-11,NY Red Bulls,Chicago Fire,Red Bull Arena,17184,3,2,NY Red Bulls,2015
281,Regular Season,2015-09-12,Philadelphia,Columbus Crew,Subaru Park,17283,1,2,Columbus Crew,2015
282,Regular Season,2015-09-12,Houston Dynamo,Real Salt Lake,BBVA Compass Stadium,20909,1,3,Real Salt Lake,2015
283,Regular Season,2015-09-12,FC Dallas,NYCFC,Toyota Stadium,16937,2,1,FC Dallas,2015
285,Regular Season,2015-09-12,Colorado Rapids,D.C. United,Dick's Sporting Goods Park,15943,1,1,,2015
286,Regular Season,2015-09-12,LA Galaxy,Montreal Impact,Dignity Health Sports Park,27000,0,0,,2015
287,Regular Season,2015-09-12,San Jose,Seattle,Avaya Stadium,18000,1,1,,2015
288,Regular Season,2015-09-13,Toronto FC,New England,BMO Field,20257,1,3,New England,2015
289,Regular Season,2015-09-13,Orlando City,Sporting KC,Camping World Stadium,22241,3,1,Orlando City,2015
290,Regular Season,2015-09-16,New England,NY Red Bulls,Gillette Stadium,10997,2,1,New England,2015
291,Regular Season,2015-09-16,NYCFC,Toronto FC,Yankee Stadium,25075,2,0,NYCFC,2015
292,Regular Season,2015-09-16,San Jose,Montreal Impact,Avaya Stadium,18000,1,1,,2015
293,Regular Season,2015-09-18,Sporting KC,FC Dallas,Children's Mercy Park,18861,3,1,Sporting KC,2015
294,Regular Season,2015-09-19,Toronto FC,Colorado Rapids,BMO Field,19692,3,1,Toronto FC,2015
295,Regular Season,2015-09-19,Vancouver,Seattle,BC Place,21000,0,3,Seattle,2015
296,Regular Season,2015-09-19,D.C. United,Columbus Crew,Robert F. Kennedy Memorial Stadium,19033,1,2,Columbus Crew,2015
297,Regular Season,2015-09-19,NYCFC,San Jose,Yankee Stadium,28231,3,2,NYCFC,2015
298,Regular Season,2015-09-19,Montreal Impact,New England,Saputo Stadium,20801,3,0,Montreal Impact,2015
299,Regular Season,2015-09-19,Chicago Fire,Orlando City,SeatGeek Stadium,20280,0,1,Orlando City,2015
300,Regular Season,2015-09-19,Real Salt Lake,LA Galaxy,Rio Tinto Stadium,21004,3,0,Real Salt Lake,2015
301,Regular Season,2015-09-20,Portland Timbers,NY Red Bulls,Providence Park,21144,0,2,NY Red Bulls,2015
302,Regular Season,2015-09-20,Philadelphia,Houston Dynamo,Subaru Park,14784,2,0,Philadelphia,2015
303,Regular Season,2015-09-23,Montreal Impact,Chicago Fire,Saputo Stadium,17832,2,1,Montreal Impact,2015
304,Regular Season,2015-09-23,Houston Dynamo,Sporting KC,BBVA Compass Stadium,18037,1,0,Houston Dynamo,2015
305,Regular Season,2015-09-25,NY Red Bulls,Orlando City,Red Bull Arena,20695,2,5,Orlando City,2015
306,Regular Season,2015-09-26,Toronto FC,Chicago Fire,BMO Field,22513,3,2,Toronto FC,2015
307,Regular Season,2015-09-26,Montreal Impact,D.C. United,Saputo Stadium,20801,2,0,Montreal Impact,2015
308,Regular Season,2015-09-26,Columbus Crew,Portland Timbers,MAPFRE Stadium,22719,1,2,Portland Timbers,2015
309,Regular Season,2015-09-26,New England,Philadelphia,Gillette Stadium,25885,1,1,,2015
311,Regular Season,2015-09-26,Houston Dynamo,Colorado Rapids,BBVA Compass Stadium,20343,3,2,Houston Dynamo,2015
312,Regular Season,2015-09-26,Vancouver,NYCFC,BC Place,21000,1,2,NYCFC,2015
313,Regular Season,2015-09-27,Sporting KC,Seattle,Children's Mercy Park,19496,1,1,,2015
314,Regular Season,2015-09-27,San Jose,Real Salt Lake,Avaya Stadium,18000,1,0,San Jose,2015
315,Regular Season,2015-09-27,LA Galaxy,FC Dallas,Dignity Health Sports Park,27000,3,2,LA Galaxy,2015
316,Regular Season,2015-10-02,D.C. United,NYCFC,Robert F. Kennedy Memorial Stadium,21517,2,1,D.C. United,2015
317,Regular Season,2015-10-03,Toronto FC,Philadelphia,BMO Field,18332,3,1,Toronto FC,2015
318,Regular Season,2015-10-03,NY Red Bulls,Columbus Crew,Red Bull Arena,21715,2,1,NY Red Bulls,2015
319,Regular Season,2015-10-03,Orlando City,Montreal Impact,Camping World Stadium,35421,2,1,Orlando City,2015
320,Regular Season,2015-10-03,Chicago Fire,New England,SeatGeek Stadium,16694,3,1,Chicago Fire,2015
321,Regular Season,2015-10-03,Portland Timbers,Sporting KC,Providence Park,21144,0,1,Sporting KC,2015
322,Regular Season,2015-10-03,San Jose,Vancouver,Avaya Stadium,18000,1,1,,2015
323,Regular Season,2015-10-04,FC Dallas,Houston Dynamo,Toyota Stadium,16744,4,1,FC Dallas,2015
324,Regular Season,2015-10-04,Colorado Rapids,Real Salt Lake,Dick's Sporting Goods Park,16048,1,2,Real Salt Lake,2015
325,Regular Season,2015-10-04,Seattle,LA Galaxy,CenturyLink Field,56097,1,1,,2015
326,Regular Season,2015-10-07,NY Red Bulls,Montreal Impact,Red Bull Arena,14961,2,1,NY Red Bulls,2015
327,Regular Season,2015-10-07,Vancouver,FC Dallas,BC Place,19339,0,0,,2015
328,Regular Season,2015-10-10,Colorado Rapids,Montreal Impact,Dick's Sporting Goods Park,17427,0,1,Montreal Impact,2015
329,Regular Season,2015-10-14,Toronto FC,NY Red Bulls,BMO Field,18143,2,1,Toronto FC,2015
330,Regular Season,2015-10-14,FC Dallas,Vancouver,Toyota Stadium,11848,2,0,FC Dallas,2015
331,Regular Season,2015-10-14,Real Salt Lake,Portland Timbers,Rio Tinto Stadium,19457,0,1,Portland Timbers,2015
332,Regular Season,2015-10-16,Orlando City,NYCFC,Camping World Stadium,43179,2,1,Orlando City,2015
333,Regular Season,2015-10-16,San Jose,Sporting KC,Avaya Stadium,18000,1,0,San Jose,2015
334,Regular Season,2015-10-17,Toronto FC,Columbus Crew,BMO Field,24253,0,2,Columbus Crew,2015
335,Regular Season,2015-10-17,New England,Montreal Impact,Gillette Stadium,42947,0,1,Montreal Impact,2015
337,Regular Season,2015-10-17,Real Salt Lake,FC Dallas,Rio Tinto Stadium,19899,0,1,FC Dallas,2015
338,Regular Season,2015-10-18,D.C. United,Chicago Fire,Robert F. Kennedy Memorial Stadium,20104,4,0,D.C. United,2015
339,Regular Season,2015-10-18,NY Red Bulls,Philadelphia,Red Bull Arena,21080,4,1,NY Red Bulls,2015
340,Regular Season,2015-10-18,Houston Dynamo,Seattle,BBVA Compass Stadium,20145,1,1,,2015
341,Regular Season,2015-10-18,LA Galaxy,Portland Timbers,Dignity Health Sports Park,27000,2,5,Portland Timbers,2015
342,Regular Season,2015-10-21,Sporting KC,Colorado Rapids,Children's Mercy Park,18897,0,2,Colorado Rapids,2015
343,Regular Season,2015-10-25,Philadelphia,Orlando City,Subaru Park,17309,1,0,Philadelphia,2015
344,Regular Season,2015-10-25,NYCFC,New England,Yankee Stadium,34150,1,3,New England,2015
345,Regular Season,2015-10-25,Montreal Impact,Toronto FC,Saputo Stadium,20801,2,1,Montreal Impact,2015
346,Regular Season,2015-10-25,Columbus Crew,D.C. United,MAPFRE Stadium,19121,5,0,Columbus Crew,2015
347,Regular Season,2015-10-25,Vancouver,Houston Dynamo,BC Place,21000,3,0,Vancouver,2015
348,Regular Season,2015-10-25,Seattle,Real Salt Lake,CenturyLink Field,55435,3,1,Seattle,2015
349,Regular Season,2015-10-25,Portland Timbers,Colorado Rapids,Providence Park,21144,4,1,Portland Timbers,2015
350,Regular Season,2015-10-25,FC Dallas,San Jose,Toyota Stadium,16937,2,1,FC Dallas,2015
351,Regular Season,2015-10-25,Sporting KC,LA Galaxy,Children's Mercy Park,19422,2,1,Sporting KC,2015
352,Regular Season,2015-10-25,Chicago Fire,NY Red Bulls,Saputo Stadium,19850,1,2,NY Red Bulls,2015
353,Knockout round,2015-10-28,D.C. United,New England,Robert F. Kennedy Memorial Stadium,11554,2,1,D.C. United,2015
354,Knockout round,2015-10-28,Seattle,LA Galaxy,CenturyLink Field,39537,3,2,Seattle,2015
355,Knockout round,2015-10-29,Montreal Impact,Toronto FC,Saputo Stadium,18069,3,0,Montreal Impact,2015
356,Knockout round,2015-10-29,Portland Timbers,Sporting KC,Providence Park,21144,2,2,Portland Timbers,2015
357,Conference Semifinals,2015-11-01,D.C. United,NY Red Bulls,Robert F. Kennedy Memorial Stadium,19525,0,1,NY Red Bulls,2015
358,Conference Semifinals,2015-11-01,Portland Timbers,Vancouver,Providence Park,21144,0,0,,2015
359,Conference Semifinals,2015-11-01,Montreal Impact,Columbus Crew,Saputo Stadium,17655,2,1,Montreal Impact,2015
360,Conference Semifinals,2015-11-01,Seattle,FC Dallas,CenturyLink Field,39599,2,1,Seattle,2015
361,Conference Semifinals,2015-11-08,NY Red Bulls,D.C. United,Red Bull Arena,25219,1,0,NY Red Bulls,2015
363,Conference Semifinals,2015-11-08,Columbus Crew,Montreal Impact,MAPFRE Stadium,19026,3,1,Columbus Crew,2015
364,Conference Semifinals,2015-11-08,FC Dallas,Seattle,Toyota Stadium,17287,2,1,FC Dallas,2015
365,Conference Semifinals,2015-11-08,Vancouver,Portland Timbers,BC Place,27837,0,2,Portland Timbers,2015
366,Conference Finals,2015-11-22,Columbus Crew,NY Red Bulls,MAPFRE Stadium,21617,2,0,Columbus Crew,2015
367,Conference Finals,2015-11-22,Portland Timbers,FC Dallas,Providence Park,21144,3,1,Portland Timbers,2015
368,Conference Finals,2015-11-29,FC Dallas,Portland Timbers,Toyota Stadium,20966,2,2,,2015
369,Conference Finals,2015-11-29,NY Red Bulls,Columbus Crew,Red Bull Arena,25219,1,0,NY Red Bulls,2015
370,MLS Cup 2015,2015-12-06,Columbus Crew,Portland Timbers,MAPFRE Stadium,21747,1,2,Portland Timbers,2015
