,Round,Date,Home,Away,Venue,Attendance,GHome,GAway,Winner,Season
229,Regular Season,2016-08-06,Montreal Impact,Houston Dynamo,Saputo Stadium,20801,1,0,Montreal Impact,2016
230,Regular Season,2016-08-06,Toronto FC,New England,BMO Field,27495,4,1,Toronto FC,2016
231,Regular Season,2016-08-06,Colorado Rapids,Vancouver,Dick's Sporting Goods Park,17526,2,0,Colorado Rapids,2016
233,Regular Season,2016-08-06,Real Salt Lake,Chicago Fire,Rio Tinto Stadium,19909,3,1,Real Salt Lake,2016
234,Regular Season,2016-08-07,Portland Timbers,Sporting KC,Providence Park,21144,3,0,Portland Timbers,2016
235,Regular Season,2016-08-07,Orlando City,Seattle,Camping World Stadium,28247,1,3,Seattle,2016
236,Regular Season,2016-08-07,LA Galaxy,NY Red Bulls,Dignity Health Sports Park,25671,2,2,,2016
237,Regular Season,2016-08-12,Vancouver,San Jose,BC Place,22120,1,2,San Jose,2016
238,Regular Season,2016-08-13,NY Red Bulls,Montreal Impact,Red Bull Arena,23459,3,1,NY Red Bulls,2016
239,Regular Season,2016-08-13,Columbus Crew,NYCFC,MAPFRE Stadium,18189,3,3,,2016
240,Regular Season,2016-08-13,New England,Philadelphia,Gillette Stadium,17127,0,4,Philadelphia,2016
241,Regular Season,2016-08-13,D.C. United,Portland Timbers,Robert F. Kennedy Memorial Stadium,16298,2,0,D.C. United,2016
242,Regular Season,2016-08-13,FC Dallas,Sporting KC,Toyota Stadium,13408,2,2,,2016
243,Regular Season,2016-08-13,LA Galaxy,Colorado Rapids,Dignity Health Sports Park,25667,1,1,,2016
244,Regular Season,2016-08-14,Chicago Fire,Orlando City,SeatGeek Stadium,18148,2,2,,2016
245,Regular Season,2016-08-14,Seattle,Real Salt Lake,CenturyLink Field,39491,2,1,Seattle,2016
246,Regular Season,2016-08-14,Houston Dynamo,Toronto FC,BBVA Compass Stadium,17474,1,1,,2016
247,Regular Season,2016-08-19,San Jose,Houston Dynamo,Avaya Stadium,18000,1,2,Houston Dynamo,2016
248,Regular Season,2016-08-20,NYCFC,LA Galaxy,Yankee Stadium,35509,1,0,NYCFC,2016
249,Regular Season,2016-08-20,Philadelphia,Toronto FC,Subaru Park,18271,1,3,Toronto FC,2016
250,Regular Season,2016-08-20,Montreal Impact,Chicago Fire,Saputo Stadium,20801,0,3,Chicago Fire,2016
251,Regular Season,2016-08-20,New England,Columbus Crew,Gillette Stadium,20224,0,2,Columbus Crew,2016
252,Regular Season,2016-08-20,Colorado Rapids,Orlando City,Dick's Sporting Goods Park,16813,0,0,,2016
253,Regular Season,2016-08-20,Real Salt Lake,FC Dallas,Rio Tinto Stadium,19939,1,0,Real Salt Lake,2016
254,Regular Season,2016-08-20,Sporting KC,Vancouver,Children's Mercy Park,20159,2,0,Sporting KC,2016
255,Regular Season,2016-08-21,D.C. United,NY Red Bulls,Robert F. Kennedy Memorial Stadium,15139,2,2,,2016
256,Regular Season,2016-08-21,Seattle,Portland Timbers,CenturyLink Field,53302,3,1,Seattle,2016
257,Regular Season,2016-08-24,Columbus Crew,Philadelphia,MAPFRE Stadium,13114,1,2,Philadelphia,2016
259,Regular Season,2016-08-24,Montreal Impact,D.C. United,Saputo Stadium,19740,1,1,,2016
260,Regular Season,2016-08-24,Orlando City,Toronto FC,Camping World Stadium,23802,1,2,Toronto FC,2016
261,Regular Season,2016-08-24,Chicago Fire,LA Galaxy,SeatGeek Stadium,16179,2,2,,2016
262,Regular Season,2016-08-24,Houston Dynamo,Seattle,BBVA Compass Stadium,16125,1,1,,2016
263,Regular Season,2016-08-24,San Jose,New England,Avaya Stadium,18000,0,0,,2016
264,Regular Season,2016-08-26,Real Salt Lake,Colorado Rapids,Rio Tinto Stadium,20134,2,1,Real Salt Lake,2016
265,Regular Season,2016-08-27,D.C. United,Chicago Fire,Robert F. Kennedy Memorial Stadium,15720,6,2,D.C. United,2016
266,Regular Season,2016-08-27,Philadelphia,Sporting KC,Subaru Park,17911,2,0,Philadelphia,2016
