,Round,Date,Home,Away,Venue,Attendance,GHome,GAway,Winner,Season
78,Regular Season,1999-06-16,Columbus Crew,New England,MAPFRE Stadium,14005,1,1,Columbus Crew,1999
79,Regular Season,1999-06-16,Dallas Burn,D.C. United,Cotton Bowl,8817,3,0,Dallas Burn,1999
80,Regular Season,1999-06-19,Colorado Rapids,Dallas Burn,Mile High Stadium,11112,2,1,Colorado Rapids,1999
81,Regular Season,1999-06-19,Chicago Fire,San Jose,Soldier Field,13141,2,0,Chicago Fire,1999
82,Regular Season,1999-06-19,Tampa Bay,New England,Raymond James Stadium,11256,2,3,New England,1999
83,Regular Season,1999-06-19,D.C. United,LA Galaxy,Robert F. Kennedy Memorial Stadium,21138,1,2,LA Galaxy,1999
84,Regular Season,1999-06-20,KC Wizards,MetroStars,Arrowhead Stadium,6190,6,0,KC Wizards,1999
85,Regular Season,1999-06-26,Columbus Crew,MetroStars,MAPFRE Stadium,18632,2,1,Columbus Crew,1999
86,Regular Season,1999-06-26,Dallas Burn,New England,Cotton Bowl,12567,2,0,Dallas Burn,1999
87,Regular Season,1999-06-26,Miami Fusion,San Jose,Lockhart Stadium,7287,1,2,San Jose,1999
88,Regular Season,1999-06-26,D.C. United,KC Wizards,Robert F. Kennedy Memorial Stadium,12879,3,0,D.C. United,1999
89,Regular Season,1999-06-26,Colorado Rapids,Chicago Fire,Mile High Stadium,10895,2,0,Colorado Rapids,1999
90,Regular Season,1999-06-27,Tampa Bay,LA Galaxy,Raymond James Stadium,10091,2,4,LA Galaxy,1999
91,Regular Season,1999-06-30,MetroStars,Tampa Bay,Giants Stadium,11012,1,1,MetroStars,1999
92,Regular Season,1999-06-30,Columbus Crew,San Jose,MAPFRE Stadium,15397,3,3,Columbus Crew,1999
93,Regular Season,1999-07-02,Chicago Fire,Dallas Burn,Soldier Field,12185,1,1,Chicago Fire,1999
94,Regular Season,1999-07-03,Tampa Bay,KC Wizards,Raymond James Stadium,20976,1,1,KC Wizards,1999
95,Regular Season,1999-07-04,New England,MetroStars,Foxboro Stadium,28986,3,2,New England,1999
96,Regular Season,1999-07-04,Colorado Rapids,Columbus Crew,Mile High Stadium,51025,0,3,Columbus Crew,1999
97,Regular Season,1999-07-04,LA Galaxy,Miami Fusion,Rose Bowl,60433,1,2,Miami Fusion,1999
98,Regular Season,1999-07-04,San Jose,D.C. United,CEFCU Stadium,73123,1,1,San Jose,1999
99,Regular Season,1999-07-04,Dallas Burn,Chicago Fire,Cotton Bowl,17621,1,2,Chicago Fire,1999
100,Regular Season,1999-07-07,KC Wizards,Colorado Rapids,Arrowhead Stadium,4631,1,2,Colorado Rapids,1999
101,Regular Season,1999-07-07,Columbus Crew,D.C. United,MAPFRE Stadium,18101,1,1,D.C. United,1999
103,Regular Season,1999-07-08,Tampa Bay,San Jose,Raymond James Stadium,8455,2,1,Tampa Bay,1999
104,Regular Season,1999-07-10,Dallas Burn,KC Wizards,Cotton Bowl,7485,5,0,Dallas Burn,1999
105,Regular Season,1999-07-10,Miami Fusion,Columbus Crew,Lockhart Stadium,10123,2,0,Miami Fusion,1999
106,Regular Season,1999-07-10,Chicago Fire,MetroStars,Soldier Field,12850,2,0,Chicago Fire,1999
107,Regular Season,1999-07-10,D.C. United,Colorado Rapids,Robert F. Kennedy Memorial Stadium,16387,1,2,Colorado Rapids,1999
108,Regular Season,1999-07-11,New England,LA Galaxy,Foxboro Stadium,14323,2,5,LA Galaxy,1999
109,Regular Season,1999-07-22,KC Wizards,Tampa Bay,Arrowhead Stadium,4665,4,3,KC Wizards,1999
110,Regular Season,1999-07-23,Chicago Fire,San Jose,Soldier Field,8329,2,2,San Jose,1999
111,Regular Season,1999-07-24,Columbus Crew,Dallas Burn,MAPFRE Stadium,19356,4,1,Columbus Crew,1999
112,Regular Season,1999-07-24,MetroStars,Miami Fusion,Giants Stadium,13608,0,1,Miami Fusion,1999
113,Regular Season,1999-07-25,Colorado Rapids,Tampa Bay,Mile High Stadium,8136,2,2,Tampa Bay,1999
114,Regular Season,1999-07-25,New England,D.C. United,Foxboro Stadium,15132,0,2,D.C. United,1999
115,Regular Season,1999-07-25,LA Galaxy,KC Wizards,Rose Bowl,8929,2,1,LA Galaxy,1999
116,Regular Season,1999-07-28,Colorado Rapids,LA Galaxy,Mile High Stadium,5018,1,0,Colorado Rapids,1999
117,Regular Season,1999-07-29,Miami Fusion,Tampa Bay,Lockhart Stadium,9172,2,2,Miami Fusion,1999
118,Regular Season,1999-07-31,Chicago Fire,LA Galaxy,Soldier Field,21331,0,1,LA Galaxy,1999
119,Regular Season,1999-07-31,KC Wizards,San Jose,Arrowhead Stadium,9014,2,2,KC Wizards,1999
120,Regular Season,1999-07-31,Tampa Bay,New England,Raymond James Stadium,14879,4,1,Tampa Bay,1999
121,Regular Season,1999-07-31,Dallas Burn,Colorado Rapids,Cotton Bowl,13712,0,2,Colorado Rapids,1999
122,Regular Season,1999-08-01,Columbus Crew,Miami Fusion,MAPFRE Stadium,13891,4,0,Columbus Crew,1999
123,Regular Season,1999-08-04,Dallas Burn,MetroStars,Cotton Bowl,7622,2,0,Dallas Burn,1999
124,Regular Season,1999-08-05,KC Wizards,Chicago Fire,Arrowhead Stadium,5072,1,2,Chicago Fire,1999
125,Regular Season,1999-08-06,Colorado Rapids,New England,Mile High Stadium,23895,0,0,Colorado Rapids,1999
126,Regular Season,1999-08-07,Miami Fusion,MetroStars,Lockhart Stadium,7688,2,0,Miami Fusion,1999
127,Regular Season,1999-08-07,San Jose,LA Galaxy,CEFCU Stadium,15648,1,4,LA Galaxy,1999
129,Regular Season,1999-08-08,Chicago Fire,Colorado Rapids,Soldier Field,11275,5,0,Chicago Fire,1999
130,Regular Season,1999-08-08,Columbus Crew,KC Wizards,MAPFRE Stadium,16639,2,1,Columbus Crew,1999
131,Regular Season,1999-08-08,D.C. United,Tampa Bay,Robert F. Kennedy Memorial Stadium,18754,2,2,D.C. United,1999
132,Regular Season,1999-08-11,MetroStars,D.C. United,Giants Stadium,6876,1,4,D.C. United,1999
133,Regular Season,1999-08-12,New England,San Jose,Foxboro Stadium,13427,1,2,San Jose,1999
134,Regular Season,1999-08-13,Tampa Bay,Colorado Rapids,Raymond James Stadium,9651,0,1,Colorado Rapids,1999
135,Regular Season,1999-08-14,LA Galaxy,Dallas Burn,Rose Bowl,14635,2,0,LA Galaxy,1999
136,Regular Season,1999-08-14,Chicago Fire,Miami Fusion,Soldier Field,13114,1,1,Miami Fusion,1999
137,Regular Season,1999-08-14,MetroStars,KC Wizards,Giants Stadium,9107,1,2,KC Wizards,1999
138,Regular Season,1999-08-14,D.C. United,Columbus Crew,Robert F. Kennedy Memorial Stadium,15312,2,1,D.C. United,1999
139,Regular Season,1999-08-18,MetroStars,Columbus Crew,Giants Stadium,7246,2,4,Columbus Crew,1999
140,Regular Season,1999-08-18,Colorado Rapids,Dallas Burn,Mile High Stadium,5942,0,3,Dallas Burn,1999
141,Regular Season,1999-08-18,New England,Tampa Bay,Foxboro Stadium,13087,0,1,Tampa Bay,1999
142,Regular Season,1999-08-21,Miami Fusion,D.C. United,Lockhart Stadium,11097,2,2,D.C. United,1999
143,Regular Season,1999-08-21,San Jose,New England,CEFCU Stadium,10112,2,1,San Jose,1999
144,Regular Season,1999-08-21,LA Galaxy,MetroStars,Rose Bowl,12045,4,1,LA Galaxy,1999
145,Regular Season,1999-08-22,Dallas Burn,Chicago Fire,Cotton Bowl,7237,3,3,Dallas Burn,1999
146,Regular Season,1999-08-22,Columbus Crew,Tampa Bay,MAPFRE Stadium,19070,1,1,Tampa Bay,1999
147,Regular Season,1999-08-25,D.C. United,Miami Fusion,Robert F. Kennedy Memorial Stadium,11136,3,1,D.C. United,1999
148,Regular Season,1999-08-25,Chicago Fire,KC Wizards,Soldier Field,6223,2,0,Chicago Fire,1999
149,Regular Season,1999-08-25,MetroStars,New England,Giants Stadium,9143,1,1,New England,1999
150,Regular Season,1999-08-27,Tampa Bay,Columbus Crew,Raymond James Stadium,14188,2,1,Tampa Bay,1999
151,Regular Season,1999-08-28,Chicago Fire,New England,Soldier Field,18517,2,1,Chicago Fire,1999
152,Regular Season,1999-08-28,Colorado Rapids,D.C. United,Mile High Stadium,14982,0,1,D.C. United,1999
153,Regular Season,1999-08-28,Dallas Burn,LA Galaxy,Cotton Bowl,14033,1,0,Dallas Burn,1999
155,Regular Season,1999-08-28,San Jose,MetroStars,CEFCU Stadium,9492,1,1,San Jose,1999
156,Regular Season,1999-08-29,KC Wizards,Miami Fusion,Arrowhead Stadium,7304,2,0,KC Wizards,1999
157,Regular Season,1999-09-01,LA Galaxy,San Jose,Rose Bowl,8662,3,1,LA Galaxy,1999
158,Regular Season,1999-09-04,Columbus Crew,Colorado Rapids,MAPFRE Stadium,19521,2,1,Columbus Crew,1999
159,Regular Season,1999-09-04,D.C. United,Dallas Burn,Robert F. Kennedy Memorial Stadium,12093,4,1,D.C. United,1999
160,Regular Season,1999-09-04,Miami Fusion,LA Galaxy,Lockhart Stadium,12421,1,2,LA Galaxy,1999
161,Regular Season,1999-09-04,San Jose,KC Wizards,CEFCU Stadium,9296,2,0,San Jose,1999
162,Regular Season,1999-09-04,New England,Tampa Bay,Foxboro Stadium,30564,1,5,Tampa Bay,1999
163,Regular Season,1999-09-05,MetroStars,Chicago Fire,Giants Stadium,8905,1,2,Chicago Fire,1999
164,Regular Season,1999-09-07,New England,KC Wizards,Foxboro Stadium,7260,3,2,New England,1999
165,Regular Season,1999-09-10,Tampa Bay,D.C. United,Raymond James Stadium,12397,1,2,D.C. United,1999
166,Regular Season,1999-09-10,Colorado Rapids,KC Wizards,Mile High Stadium,17832,0,0,Colorado Rapids,1999
167,Regular Season,1999-09-11,LA Galaxy,Chicago Fire,Rose Bowl,28316,1,0,LA Galaxy,1999
168,Regular Season,1999-09-11,Dallas Burn,San Jose,Cotton Bowl,15584,1,0,Dallas Burn,1999
169,Regular Season,1999-09-11,Miami Fusion,New England,Lockhart Stadium,8038,1,1,Miami Fusion,1999
170,Regular Season,1999-09-12,Columbus Crew,MetroStars,MAPFRE Stadium,14782,1,2,MetroStars,1999
171,Regular Season,1999-09-17,Chicago Fire,Tampa Bay,Soldier Field,15114,1,1,Chicago Fire,1999
172,Regular Season,1999-09-18,KC Wizards,Dallas Burn,Arrowhead Stadium,6096,1,1,Dallas Burn,1999
173,Regular Season,1999-09-18,D.C. United,MetroStars,Robert F. Kennedy Memorial Stadium,21463,1,1,D.C. United,1999
174,Regular Season,1999-09-18,Colorado Rapids,LA Galaxy,Mile High Stadium,8952,1,0,Colorado Rapids,1999
175,Regular Season,1999-09-18,New England,Columbus Crew,Foxboro Stadium,16278,0,0,Columbus Crew,1999
176,Regular Season,1999-09-19,San Jose,Miami Fusion,CEFCU Stadium,13067,6,1,San Jose,1999
177,Regular Season,1999-09-22,MetroStars,San Jose,Giants Stadium,7215,1,2,San Jose,1999
178,Regular Season,1999-09-23,Chicago Fire,Columbus Crew,Soldier Field,13550,1,2,Columbus Crew,1999
179,Regular Season,1999-09-24,New England,Dallas Burn,Foxboro Stadium,9273,0,1,Dallas Burn,1999
181,Regular Season,1999-09-25,LA Galaxy,D.C. United,Rose Bowl,29161,0,2,D.C. United,1999
182,Regular Season,1999-09-25,Tampa Bay,MetroStars,Raymond James Stadium,12101,1,2,MetroStars,1999
183,Regular Season,1999-09-25,KC Wizards,Colorado Rapids,Arrowhead Stadium,9592,0,0,Colorado Rapids,1999
184,Regular Season,1999-09-26,Columbus Crew,Miami Fusion,MAPFRE Stadium,15251,2,1,Columbus Crew,1999
185,Regular Season,1999-09-26,San Jose,Chicago Fire,CEFCU Stadium,11124,2,0,San Jose,1999
186,Regular Season,1999-09-29,LA Galaxy,Colorado Rapids,Rose Bowl,10098,4,0,LA Galaxy,1999
187,Regular Season,1999-10-01,Colorado Rapids,San Jose,Mile High Stadium,11100,0,0,Colorado Rapids,1999
188,Regular Season,1999-10-02,New England,MetroStars,Foxboro Stadium,21335,2,1,New England,1999
189,Regular Season,1999-10-03,Miami Fusion,Columbus Crew,Lockhart Stadium,5862,4,1,Miami Fusion,1999
190,Regular Season,1999-10-03,Dallas Burn,LA Galaxy,Cotton Bowl,13208,4,3,Dallas Burn,1999
191,Regular Season,1999-10-06,San Jose,KC Wizards,CEFCU Stadium,7961,1,0,San Jose,1999
192,Regular Season,1999-10-06,Colorado Rapids,Chicago Fire,Mile High Stadium,6635,0,1,Chicago Fire,1999
193,Regular Season,1999-10-06,D.C. United,Tampa Bay,Robert F. Kennedy Memorial Stadium,10846,2,4,Tampa Bay,1999
194,Regular Season,1999-10-09,D.C. United,New England,Robert F. Kennedy Memorial Stadium,20695,1,1,New England,1999
195,Regular Season,1999-10-09,KC Wizards,LA Galaxy,Arrowhead Stadium,14845,0,1,LA Galaxy,1999
196,Regular Season,1999-10-09,Miami Fusion,Colorado Rapids,Lockhart Stadium,8107,2,0,Miami Fusion,1999
197,Regular Season,1999-10-10,Columbus Crew,Chicago Fire,MAPFRE Stadium,18979,2,2,Chicago Fire,1999
198,Regular Season,1999-10-10,Tampa Bay,Dallas Burn,Raymond James Stadium,13189,1,2,Dallas Burn,1999
199,Conference Semifinals,1999-10-16,Dallas Burn,Chicago Fire,Cotton Bowl,10980,2,1,Dallas Burn,1999
200,Conference Semifinals,1999-10-16,D.C. United,Miami Fusion,Robert F. Kennedy Memorial Stadium,18011,2,0,D.C. United,1999
201,Conference Semifinals,1999-10-17,LA Galaxy,Colorado Rapids,Rose Bowl,16307,3,0,LA Galaxy,1999
202,Conference Semifinals,1999-10-17,Columbus Crew,Tampa Bay,MAPFRE Stadium,9188,2,0,Columbus Crew,1999
203,Conference Semifinals,1999-10-22,Tampa Bay,Columbus Crew,Raymond James Stadium,14392,0,2,Columbus Crew,1999
204,Conference Semifinals,1999-10-23,Chicago Fire,Dallas Burn,Soldier Field,13197,4,0,Chicago Fire,1999
205,Conference Semifinals,1999-10-24,Miami Fusion,D.C. United,Lockhart Stadium,8446,0,0,D.C. United,1999
207,Conference Semifinals,1999-10-24,Colorado Rapids,LA Galaxy,Mile High Stadium,6542,0,2,LA Galaxy,1999
208,Conference Semifinals,1999-10-27,Dallas Burn,Chicago Fire,Cotton Bowl,9795,3,2,Dallas Burn,1999
209,Conference Finals,1999-10-31,D.C. United,Columbus Crew,Robert F. Kennedy Memorial Stadium,14529,2,1,D.C. United,1999
210,Conference Finals,1999-10-31,LA Galaxy,Dallas Burn,Rose Bowl,17372,2,1,LA Galaxy,1999
211,Conference Finals,1999-11-07,Dallas Burn,LA Galaxy,Cotton Bowl,13816,2,2,Dallas Burn,1999
212,Conference Finals,1999-11-07,Columbus Crew,D.C. United,MAPFRE Stadium,12778,5,1,Columbus Crew,1999
213,Conference Finals,1999-11-11,LA Galaxy,Dallas Burn,Rose Bowl,25703,3,1,LA Galaxy,1999
214,Conference Finals,1999-11-13,D.C. United,Columbus Crew,Robert F. Kennedy Memorial Stadium,21451,4,0,D.C. United,1999
215,MLS Cup '99,1999-11-21,LA Galaxy,D.C. United,Foxboro Stadium (Neutral Site),44910,0,2,D.C. United,1999
