,Round,Date,Home,Away,Venue,Attendance,GHome,GAway,Winner,Season
49,Regular Season,2009-05-02,Colorado Rapids,Real Salt Lake,Dick's Sporting Goods Park,0,2,0,Colorado Rapids,2009
51,Regular Season,2009-05-02,San Jose,Chivas USA,Stevens Stadium,0,0,1,Chivas USA,2009
52,Regular Season,2009-05-02,D.C. United,FC Dallas,Robert F. Kennedy Memorial Stadium,0,2,1,D.C. United,2009
53,Regular Season,2009-05-03,New England,Houston Dynamo,Gillette Stadium,0,0,2,Houston Dynamo,2009
54,Regular Season,2009-05-06,Real Salt Lake,LA Galaxy,Rio Tinto Stadium,0,2,2,,2009
55,Regular Season,2009-05-06,KC Wizards,D.C. United,JustBats Field at T-Bones Stadium,0,1,1,,2009
56,Regular Season,2009-05-08,NY Red Bulls,San Jose,Giants Stadium,0,4,1,NY Red Bulls,2009
57,Regular Season,2009-05-09,Chicago Fire,New England,SeatGeek Stadium,0,1,1,,2009
58,Regular Season,2009-05-09,D.C. United,Toronto FC,Robert F. Kennedy Memorial Stadium,0,3,3,,2009
59,Regular Season,2009-05-09,Chivas USA,Real Salt Lake,Dignity Health Sports Park,0,1,0,Chivas USA,2009
60,Regular Season,2009-05-09,Columbus Crew,KC Wizards,MAPFRE Stadium,0,3,2,Columbus Crew,2009
61,Regular Season,2009-05-09,Houston Dynamo,FC Dallas,Robertson Stadium,0,1,0,Houston Dynamo,2009
62,Regular Season,2009-05-10,Seattle,LA Galaxy,CenturyLink Field,0,1,1,,2009
63,Regular Season,2009-05-16,NY Red Bulls,Houston Dynamo,Giants Stadium,0,1,1,,2009
64,Regular Season,2009-05-16,Real Salt Lake,KC Wizards,Rio Tinto Stadium,0,0,2,KC Wizards,2009
65,Regular Season,2009-05-16,Chivas USA,D.C. United,Dignity Health Sports Park,0,2,2,,2009
66,Regular Season,2009-05-16,New England,Colorado Rapids,Gillette Stadium,0,1,1,,2009
67,Regular Season,2009-05-16,Toronto FC,Chicago Fire,BMO Field,0,0,2,Chicago Fire,2009
68,Regular Season,2009-05-16,FC Dallas,Seattle,Toyota Stadium,0,1,1,,2009
69,Regular Season,2009-05-17,LA Galaxy,Columbus Crew,Dignity Health Sports Park,0,1,1,,2009
70,Regular Season,2009-05-23,Colorado Rapids,Seattle,Dick's Sporting Goods Park,0,2,2,,2009
71,Regular Season,2009-05-23,KC Wizards,Chivas USA,JustBats Field at T-Bones Stadium,0,1,1,,2009
72,Regular Season,2009-05-23,FC Dallas,LA Galaxy,Toyota Stadium,0,1,1,,2009
73,Regular Season,2009-05-23,D.C. United,Real Salt Lake,Robert F. Kennedy Memorial Stadium,0,0,0,,2009
74,Regular Season,2009-05-23,Toronto FC,New England,BMO Field,0,3,1,Toronto FC,2009
75,Regular Season,2009-05-23,Houston Dynamo,San Jose,Robertson Stadium,0,3,1,Houston Dynamo,2009
77,Regular Season,2009-05-24,NY Red Bulls,Chicago Fire,Giants Stadium,0,0,1,Chicago Fire,2009
78,Regular Season,2009-05-27,Columbus Crew,San Jose,MAPFRE Stadium,0,2,1,Columbus Crew,2009
79,Regular Season,2009-05-28,Chivas USA,Chicago Fire,Dignity Health Sports Park,0,2,3,Chicago Fire,2009
80,Regular Season,2009-05-30,LA Galaxy,KC Wizards,Dignity Health Sports Park,0,1,1,,2009
81,Regular Season,2009-05-30,San Jose,Real Salt Lake,Stevens Stadium,0,2,1,San Jose,2009
82,Regular Season,2009-05-30,NY Red Bulls,Colorado Rapids,Giants Stadium,0,2,3,Colorado Rapids,2009
83,Regular Season,2009-05-30,Houston Dynamo,Toronto FC,Robertson Stadium,0,3,0,Houston Dynamo,2009
84,Regular Season,2009-05-30,Seattle,Columbus Crew,CenturyLink Field,0,1,1,,2009
85,Regular Season,2009-05-30,New England,D.C. United,Gillette Stadium,0,2,1,New England,2009
86,Regular Season,2009-05-31,Chicago Fire,FC Dallas,SeatGeek Stadium,0,0,3,FC Dallas,2009
87,Regular Season,2009-06-04,D.C. United,NY Red Bulls,Robert F. Kennedy Memorial Stadium,0,2,0,D.C. United,2009
88,Regular Season,2009-06-05,Chicago Fire,Houston Dynamo,SeatGeek Stadium,0,0,1,Houston Dynamo,2009
89,Regular Season,2009-06-06,Real Salt Lake,Colorado Rapids,Rio Tinto Stadium,0,1,1,,2009
90,Regular Season,2009-06-06,Toronto FC,LA Galaxy,BMO Field,0,1,2,LA Galaxy,2009
91,Regular Season,2009-06-06,KC Wizards,Columbus Crew,JustBats Field at T-Bones Stadium,0,0,2,Columbus Crew,2009
92,Regular Season,2009-06-06,Chivas USA,Seattle,Dignity Health Sports Park,0,1,0,Chivas USA,2009
93,Regular Season,2009-06-07,FC Dallas,San Jose,Toyota Stadium,0,2,2,,2009
94,Regular Season,2009-06-07,New England,NY Red Bulls,Gillette Stadium,0,4,0,New England,2009
95,Regular Season,2009-06-10,Houston Dynamo,Chivas USA,Robertson Stadium,0,1,0,Houston Dynamo,2009
96,Regular Season,2009-06-13,Seattle,San Jose,CenturyLink Field,0,2,1,Seattle,2009
97,Regular Season,2009-06-13,KC Wizards,New England,JustBats Field at T-Bones Stadium,0,3,1,KC Wizards,2009
98,Regular Season,2009-06-13,LA Galaxy,Real Salt Lake,Dignity Health Sports Park,0,0,2,Real Salt Lake,2009
99,Regular Season,2009-06-13,Toronto FC,NY Red Bulls,BMO Field,0,2,1,Toronto FC,2009
100,Regular Season,2009-06-13,D.C. United,Chicago Fire,Robert F. Kennedy Memorial Stadium,0,2,1,D.C. United,2009
101,Regular Season,2009-06-13,FC Dallas,Houston Dynamo,Toyota Stadium,0,1,3,Houston Dynamo,2009
103,Regular Season,2009-06-14,Columbus Crew,Chivas USA,MAPFRE Stadium,0,2,1,Columbus Crew,2009
104,Regular Season,2009-06-17,Seattle,D.C. United,CenturyLink Field,0,3,3,,2009
105,Regular Season,2009-06-20,San Jose,LA Galaxy,RingCentral Coliseum,0,2,1,San Jose,2009
106,Regular Season,2009-06-20,Colorado Rapids,D.C. United,Dick's Sporting Goods Park,0,3,0,Colorado Rapids,2009
107,Regular Season,2009-06-20,FC Dallas,Columbus Crew,Toyota Stadium,0,2,1,FC Dallas,2009
108,Regular Season,2009-06-20,Houston Dynamo,Real Salt Lake,Robertson Stadium,0,1,1,,2009
109,Regular Season,2009-06-20,NY Red Bulls,Seattle,Giants Stadium,0,1,1,,2009
110,Regular Season,2009-06-24,Colorado Rapids,FC Dallas,Dick's Sporting Goods Park,0,1,1,,2009
111,Regular Season,2009-06-24,Toronto FC,NY Red Bulls,BMO Field,0,2,0,Toronto FC,2009
112,Regular Season,2009-06-27,Real Salt Lake,Toronto FC,Rio Tinto Stadium,0,3,0,Real Salt Lake,2009
113,Regular Season,2009-06-27,Columbus Crew,NY Red Bulls,MAPFRE Stadium,0,1,0,Columbus Crew,2009
114,Regular Season,2009-06-28,Seattle,Colorado Rapids,CenturyLink Field,0,3,0,Seattle,2009
115,Regular Season,2009-06-28,LA Galaxy,Houston Dynamo,Dignity Health Sports Park,0,1,0,LA Galaxy,2009
116,Regular Season,2009-07-03,Real Salt Lake,San Jose,Rio Tinto Stadium,0,1,1,,2009
117,Regular Season,2009-07-04,Colorado Rapids,Chicago Fire,Dick's Sporting Goods Park,0,1,2,Chicago Fire,2009
118,Regular Season,2009-07-04,LA Galaxy,New England,Dignity Health Sports Park,0,1,0,LA Galaxy,2009
119,Regular Season,2009-07-04,FC Dallas,NY Red Bulls,Toyota Stadium,0,2,1,FC Dallas,2009
120,Regular Season,2009-07-04,Columbus Crew,D.C. United,MAPFRE Stadium,0,1,1,,2009
121,Regular Season,2009-07-04,KC Wizards,Houston Dynamo,JustBats Field at T-Bones Stadium,0,0,1,Houston Dynamo,2009
122,Regular Season,2009-07-11,Chicago Fire,Columbus Crew,SeatGeek Stadium,0,0,0,,2009
123,Regular Season,2009-07-11,Colorado Rapids,FC Dallas,Dick's Sporting Goods Park,0,1,0,Colorado Rapids,2009
124,Regular Season,2009-07-11,San Jose,Toronto FC,Stevens Stadium,0,1,3,Toronto FC,2009
125,Regular Season,2009-07-11,New England,KC Wizards,Gillette Stadium,0,0,0,,2009
126,Regular Season,2009-07-11,Seattle,Houston Dynamo,CenturyLink Field,0,2,1,Seattle,2009
127,Regular Season,2009-07-11,Chivas USA,LA Galaxy,Dignity Health Sports Park,0,0,1,LA Galaxy,2009
129,Regular Season,2009-07-16,NY Red Bulls,LA Galaxy,Giants Stadium,0,1,3,LA Galaxy,2009
130,Regular Season,2009-07-18,D.C. United,Colorado Rapids,Robert F. Kennedy Memorial Stadium,0,3,1,D.C. United,2009
131,Regular Season,2009-07-18,Toronto FC,Houston Dynamo,BMO Field,0,1,1,,2009
132,Regular Season,2009-07-18,Columbus Crew,Real Salt Lake,MAPFRE Stadium,0,3,1,Columbus Crew,2009
133,Regular Season,2009-07-18,Chicago Fire,San Jose,SeatGeek Stadium,0,2,0,Chicago Fire,2009
134,Regular Season,2009-07-19,New England,Chivas USA,Gillette Stadium,0,2,0,New England,2009
135,Regular Season,2009-07-24,Real Salt Lake,FC Dallas,Rio Tinto Stadium,0,4,2,Real Salt Lake,2009
136,Regular Season,2009-07-25,Houston Dynamo,New England,Robertson Stadium,0,0,1,New England,2009
137,Regular Season,2009-07-25,Colorado Rapids,NY Red Bulls,Dick's Sporting Goods Park,0,4,0,Colorado Rapids,2009
138,Regular Season,2009-07-25,San Jose,D.C. United,Stevens Stadium,0,2,2,,2009
139,Regular Season,2009-07-25,Columbus Crew,Toronto FC,MAPFRE Stadium,0,3,2,Columbus Crew,2009
140,Regular Season,2009-07-25,KC Wizards,LA Galaxy,JustBats Field at T-Bones Stadium,0,1,1,,2009
141,Regular Season,2009-07-25,Seattle,Chicago Fire,CenturyLink Field,0,0,0,,2009
142,Regular Season,2009-08-01,New England,Toronto FC,Gillette Stadium,0,1,1,,2009
143,Regular Season,2009-08-01,FC Dallas,KC Wizards,Toyota Stadium,0,6,0,FC Dallas,2009
144,Regular Season,2009-08-01,Chicago Fire,Real Salt Lake,SeatGeek Stadium,0,1,0,Chicago Fire,2009
145,Regular Season,2009-08-01,Colorado Rapids,Columbus Crew,Dick's Sporting Goods Park,0,0,1,Columbus Crew,2009
146,Regular Season,2009-08-01,Houston Dynamo,D.C. United,Robertson Stadium,0,4,3,Houston Dynamo,2009
147,Regular Season,2009-08-02,San Jose,Seattle,Stevens Stadium,0,4,0,San Jose,2009
148,Regular Season,2009-08-06,FC Dallas,Houston Dynamo,Toyota Stadium,0,1,0,FC Dallas,2009
149,Regular Season,2009-08-08,Colorado Rapids,Chivas USA,Dick's Sporting Goods Park,0,4,0,Colorado Rapids,2009
150,Regular Season,2009-08-08,San Jose,Columbus Crew,Stevens Stadium,0,0,3,Columbus Crew,2009
151,Regular Season,2009-08-08,New England,LA Galaxy,Gillette Stadium,0,1,2,LA Galaxy,2009
152,Regular Season,2009-08-08,Real Salt Lake,Seattle,Rio Tinto Stadium,0,1,0,Real Salt Lake,2009
153,Regular Season,2009-08-09,Houston Dynamo,Chicago Fire,Robertson Stadium,0,3,2,Houston Dynamo,2009
155,Regular Season,2009-08-15,Real Salt Lake,Houston Dynamo,Rio Tinto Stadium,0,0,0,,2009
156,Regular Season,2009-08-15,Columbus Crew,FC Dallas,MAPFRE Stadium,0,2,0,Columbus Crew,2009
157,Regular Season,2009-08-15,Toronto FC,D.C. United,BMO Field,0,2,0,Toronto FC,2009
158,Regular Season,2009-08-15,NY Red Bulls,Chivas USA,Giants Stadium,0,0,2,Chivas USA,2009
159,Regular Season,2009-08-15,LA Galaxy,Seattle,Dignity Health Sports Park,0,0,2,Seattle,2009
160,Regular Season,2009-08-16,KC Wizards,Chicago Fire,JustBats Field at T-Bones Stadium,0,0,2,Chicago Fire,2009
161,Regular Season,2009-08-19,Chicago Fire,LA Galaxy,SeatGeek Stadium,0,0,2,LA Galaxy,2009
162,Regular Season,2009-08-20,Seattle,New England,CenturyLink Field,0,0,1,New England,2009
163,Regular Season,2009-08-22,D.C. United,LA Galaxy,Robert F. Kennedy Memorial Stadium,0,0,0,,2009
164,Regular Season,2009-08-22,Chivas USA,Toronto FC,Dignity Health Sports Park,0,2,0,Chivas USA,2009
165,Regular Season,2009-08-22,San Jose,KC Wizards,Stevens Stadium,0,1,0,San Jose,2009
166,Regular Season,2009-08-23,New England,Real Salt Lake,Gillette Stadium,0,3,1,New England,2009
167,Regular Season,2009-08-23,NY Red Bulls,FC Dallas,Giants Stadium,0,3,2,NY Red Bulls,2009
168,Regular Season,2009-08-23,Chicago Fire,Colorado Rapids,SeatGeek Stadium,0,3,2,Chicago Fire,2009
169,Regular Season,2009-08-23,Houston Dynamo,Seattle,Robertson Stadium,0,1,1,,2009
170,Regular Season,2009-08-26,Real Salt Lake,Chivas USA,Rio Tinto Stadium,0,4,0,Real Salt Lake,2009
171,Regular Season,2009-08-29,LA Galaxy,Chivas USA,Dignity Health Sports Park,0,1,0,LA Galaxy,2009
172,Regular Season,2009-08-29,Seattle,Toronto FC,CenturyLink Field,0,0,0,,2009
173,Regular Season,2009-08-29,KC Wizards,Real Salt Lake,JustBats Field at T-Bones Stadium,0,0,1,Real Salt Lake,2009
174,Regular Season,2009-08-29,New England,San Jose,Gillette Stadium,0,2,1,New England,2009
175,Regular Season,2009-08-29,Chicago Fire,D.C. United,SeatGeek Stadium,0,0,1,D.C. United,2009
176,Regular Season,2009-08-30,Colorado Rapids,Houston Dynamo,Dick's Sporting Goods Park,0,1,0,Colorado Rapids,2009
177,Regular Season,2009-08-30,NY Red Bulls,Columbus Crew,Giants Stadium,0,1,0,NY Red Bulls,2009
178,Regular Season,2009-09-05,New England,KC Wizards,Gillette Stadium,0,2,4,KC Wizards,2009
179,Regular Season,2009-09-05,Colorado Rapids,Toronto FC,Dick's Sporting Goods Park,0,1,0,Colorado Rapids,2009
181,Regular Season,2009-09-05,FC Dallas,D.C. United,Toyota Stadium,0,2,2,,2009
182,Regular Season,2009-09-09,D.C. United,KC Wizards,Robert F. Kennedy Memorial Stadium,0,1,0,D.C. United,2009
183,Regular Season,2009-09-12,D.C. United,Seattle,Robert F. Kennedy Memorial Stadium,0,1,2,Seattle,2009
184,Regular Season,2009-09-12,Real Salt Lake,Chicago Fire,Rio Tinto Stadium,0,1,1,,2009
185,Regular Season,2009-09-12,LA Galaxy,FC Dallas,Dignity Health Sports Park,0,3,6,FC Dallas,2009
186,Regular Season,2009-09-12,NY Red Bulls,KC Wizards,Giants Stadium,0,0,1,KC Wizards,2009
187,Regular Season,2009-09-12,Toronto FC,Colorado Rapids,BMO Field,0,3,2,Toronto FC,2009
188,Regular Season,2009-09-13,Chivas USA,New England,Dignity Health Sports Park,0,2,0,Chivas USA,2009
189,Regular Season,2009-09-13,Columbus Crew,Houston Dynamo,MAPFRE Stadium,0,2,1,Columbus Crew,2009
190,Regular Season,2009-09-18,San Jose,Colorado Rapids,Stevens Stadium,0,1,1,,2009
191,Regular Season,2009-09-18,NY Red Bulls,New England,Giants Stadium,0,1,1,,2009
192,Regular Season,2009-09-19,KC Wizards,FC Dallas,JustBats Field at T-Bones Stadium,0,3,2,KC Wizards,2009
193,Regular Season,2009-09-19,Houston Dynamo,Real Salt Lake,Robertson Stadium,0,3,2,Houston Dynamo,2009
194,Regular Season,2009-09-19,LA Galaxy,Toronto FC,Dignity Health Sports Park,0,2,0,LA Galaxy,2009
195,Regular Season,2009-09-19,Seattle,Chivas USA,CenturyLink Field,0,0,0,,2009
196,Regular Season,2009-09-20,Chicago Fire,Columbus Crew,SeatGeek Stadium,0,2,2,,2009
197,Regular Season,2009-09-23,Colorado Rapids,San Jose,Dick's Sporting Goods Park,0,1,1,,2009
198,Regular Season,2009-09-26,New England,Seattle,Gillette Stadium,0,2,1,New England,2009
199,Regular Season,2009-09-26,Columbus Crew,LA Galaxy,MAPFRE Stadium,0,2,0,Columbus Crew,2009
200,Regular Season,2009-09-26,FC Dallas,Real Salt Lake,Toyota Stadium,0,3,0,FC Dallas,2009
201,Regular Season,2009-09-26,Chicago Fire,Toronto FC,SeatGeek Stadium,0,2,2,,2009
202,Regular Season,2009-09-26,Chivas USA,NY Red Bulls,Dignity Health Sports Park,0,1,1,,2009
203,Regular Season,2009-09-26,KC Wizards,Colorado Rapids,JustBats Field at T-Bones Stadium,0,0,0,,2009
204,Regular Season,2009-09-27,D.C. United,San Jose,Robert F. Kennedy Memorial Stadium,0,1,2,San Jose,2009
205,Regular Season,2009-09-30,FC Dallas,New England,Toyota Stadium,0,1,0,FC Dallas,2009
207,Regular Season,2009-10-02,LA Galaxy,Chicago Fire,Dignity Health Sports Park,0,1,0,LA Galaxy,2009
208,Regular Season,2009-10-03,Columbus Crew,Seattle,MAPFRE Stadium,0,0,1,Seattle,2009
209,Regular Season,2009-10-03,San Jose,NY Red Bulls,Stevens Stadium,0,1,0,San Jose,2009
210,Regular Season,2009-10-03,D.C. United,Chivas USA,Robert F. Kennedy Memorial Stadium,0,0,2,Chivas USA,2009
211,Regular Season,2009-10-03,Colorado Rapids,New England,Dick's Sporting Goods Park,0,1,1,,2009
212,Regular Season,2009-10-04,Houston Dynamo,KC Wizards,Robertson Stadium,0,1,1,,2009
213,Regular Season,2009-10-07,San Jose,FC Dallas,Stevens Stadium,0,1,2,FC Dallas,2009
214,Regular Season,2009-10-10,Chivas USA,KC Wizards,Dignity Health Sports Park,0,2,0,Chivas USA,2009
215,Regular Season,2009-10-10,New England,Columbus Crew,Gillette Stadium,0,0,1,Columbus Crew,2009
216,Regular Season,2009-10-10,Toronto FC,San Jose,BMO Field,0,1,1,,2009
217,Regular Season,2009-10-14,Real Salt Lake,NY Red Bulls,Rio Tinto Stadium,0,2,0,Real Salt Lake,2009
218,Regular Season,2009-10-17,D.C. United,Columbus Crew,Robert F. Kennedy Memorial Stadium,0,1,0,D.C. United,2009
219,Regular Season,2009-10-17,Chivas USA,San Jose,Dignity Health Sports Park,0,2,2,,2009
220,Regular Season,2009-10-17,Toronto FC,Real Salt Lake,BMO Field,0,1,0,Toronto FC,2009
221,Regular Season,2009-10-17,KC Wizards,Seattle,JustBats Field at T-Bones Stadium,0,2,3,Seattle,2009
222,Regular Season,2009-10-17,FC Dallas,Colorado Rapids,Toyota Stadium,0,2,1,FC Dallas,2009
223,Regular Season,2009-10-17,New England,Chicago Fire,Gillette Stadium,0,0,0,,2009
224,Regular Season,2009-10-18,Houston Dynamo,LA Galaxy,Robertson Stadium,0,0,0,,2009
225,Regular Season,2009-10-22,Chicago Fire,Chivas USA,SeatGeek Stadium,0,1,0,Chicago Fire,2009
226,Regular Season,2009-10-24,Real Salt Lake,Colorado Rapids,Rio Tinto Stadium,0,3,0,Real Salt Lake,2009
227,Regular Season,2009-10-24,KC Wizards,D.C. United,JustBats Field at T-Bones Stadium,0,2,2,,2009
228,Regular Season,2009-10-24,NY Red Bulls,Toronto FC,Giants Stadium,0,5,0,NY Red Bulls,2009
229,Regular Season,2009-10-24,Seattle,FC Dallas,CenturyLink Field,0,2,1,Seattle,2009
230,Regular Season,2009-10-24,LA Galaxy,San Jose,Dignity Health Sports Park,0,2,0,LA Galaxy,2009
231,Regular Season,2009-10-25,Columbus Crew,New England,MAPFRE Stadium,0,0,1,New England,2009
233,Regular Season,2009-10-25,Chivas USA,Houston Dynamo,Dignity Health Sports Park,0,2,3,Houston Dynamo,2009
234,Conference Semifinals,2009-10-29,Seattle,Houston Dynamo,CenturyLink Field,35807,0,0,,2009
235,Conference Semifinals,2009-10-31,Real Salt Lake,Columbus Crew,Rio Tinto Stadium,11499,1,0,Real Salt Lake,2009
236,Conference Semifinals,2009-11-01,New England,Chicago Fire,Gillette Stadium,7416,2,1,New England,2009
237,Conference Semifinals,2009-11-01,Chivas USA,LA Galaxy,Dignity Health Sports Park,25218,2,2,,2009
238,Conference Semifinals,2009-11-05,Columbus Crew,Real Salt Lake,MAPFRE Stadium,10109,2,3,Real Salt Lake,2009
239,Conference Semifinals,2009-11-07,Chicago Fire,New England,SeatGeek Stadium,21528,2,0,Chicago Fire,2009
240,Conference Semifinals,2009-11-08,Houston Dynamo,Seattle,Robertson Stadium,27465,1,0,Houston Dynamo,2009
241,Conference Semifinals,2009-11-08,LA Galaxy,Chivas USA,Dignity Health Sports Park,27000,1,0,LA Galaxy,2009
242,Conference Finals,2009-11-13,LA Galaxy,Houston Dynamo,Dignity Health Sports Park,25373,2,0,LA Galaxy,2009
243,Conference Finals,2009-11-14,Chicago Fire,Real Salt Lake,SeatGeek Stadium,21723,0,0,Real Salt Lake,2009
244,MLS Cup 2009,2009-11-22,LA Galaxy,Real Salt Lake,CenturyLink Field (Neutral Site),46011,1,1,Real Salt Lake,2009
