,Round,Date,Home,Away,Venue,Attendance,GHome,GAway,Winner,Season
122,Regular Season,2004-09-04,Colorado Rapids,Dallas Burn,Empower Field at Mile High,0,2,1,Colorado Rapids,2004
123,Regular Season,2004-09-04,Chicago Fire,D.C. United,Soldier Field,0,3,1,Chicago Fire,2004
124,Regular Season,2004-09-08,San Jose,Columbus Crew,CEFCU Stadium,0,0,1,Columbus Crew,2004
125,Regular Season,2004-09-10,Colorado Rapids,KC Wizards,Empower Field at Mile High,0,3,1,Colorado Rapids,2004
126,Regular Season,2004-09-11,MetroStars,New England,Giants Stadium,0,3,2,MetroStars,2004
127,Regular Season,2004-09-11,D.C. United,Dallas Burn,Robert F. Kennedy Memorial Stadium,0,3,0,D.C. United,2004
129,Regular Season,2004-09-11,LA Galaxy,San Jose,Dignity Health Sports Park,0,2,1,LA Galaxy,2004
130,Regular Season,2004-09-18,Dallas Burn,LA Galaxy,Cotton Bowl,0,2,0,Dallas Burn,2004
131,Regular Season,2004-09-18,KC Wizards,San Jose,Arrowhead Stadium,0,1,0,KC Wizards,2004
132,Regular Season,2004-09-18,D.C. United,Chicago Fire,Robert F. Kennedy Memorial Stadium,0,3,1,D.C. United,2004
133,Regular Season,2004-09-18,Columbus Crew,MetroStars,MAPFRE Stadium,0,4,2,Columbus Crew,2004
134,Regular Season,2004-09-18,New England,Colorado Rapids,Gillette Stadium,0,6,1,New England,2004
135,Regular Season,2004-09-25,KC Wizards,Colorado Rapids,Arrowhead Stadium,0,1,0,KC Wizards,2004
136,Regular Season,2004-09-25,Columbus Crew,D.C. United,MAPFRE Stadium,0,1,0,Columbus Crew,2004
137,Regular Season,2004-09-25,Dallas Burn,MetroStars,Cotton Bowl,0,0,2,MetroStars,2004
138,Regular Season,2004-09-25,Chicago Fire,New England,Soldier Field,0,2,0,Chicago Fire,2004
139,Regular Season,2004-09-25,San Jose,LA Galaxy,CEFCU Stadium,0,0,0,,2004
140,Regular Season,2004-10-02,Columbus Crew,Chicago Fire,MAPFRE Stadium,0,3,3,,2004
141,Regular Season,2004-10-02,LA Galaxy,KC Wizards,Dignity Health Sports Park,0,1,1,,2004
142,Regular Season,2004-10-02,New England,Dallas Burn,Gillette Stadium,0,2,0,New England,2004
143,Regular Season,2004-10-02,Colorado Rapids,San Jose,Empower Field at Mile High,0,1,1,,2004
144,Regular Season,2004-10-02,MetroStars,D.C. United,Giants Stadium,0,0,1,D.C. United,2004
145,Regular Season,2004-10-06,Chicago Fire,Columbus Crew,Soldier Field,0,0,1,Columbus Crew,2004
146,Regular Season,2004-10-09,LA Galaxy,Dallas Burn,Dignity Health Sports Park,0,2,0,LA Galaxy,2004
147,Regular Season,2004-10-09,D.C. United,New England,Robert F. Kennedy Memorial Stadium,0,1,0,D.C. United,2004
148,Regular Season,2004-10-09,San Jose,KC Wizards,CEFCU Stadium,0,0,0,,2004
149,Regular Season,2004-10-09,MetroStars,Columbus Crew,Giants Stadium,0,1,1,,2004
150,Regular Season,2004-10-16,New England,Chicago Fire,Gillette Stadium,0,2,1,New England,2004
151,Regular Season,2004-10-16,KC Wizards,LA Galaxy,Arrowhead Stadium,0,1,0,KC Wizards,2004
152,Regular Season,2004-10-16,Colorado Rapids,Columbus Crew,Empower Field at Mile High,0,1,1,,2004
153,Regular Season,2004-10-16,Dallas Burn,San Jose,Cotton Bowl,0,2,2,,2004
155,Regular Season,2004-10-17,D.C. United,MetroStars,Robert F. Kennedy Memorial Stadium,0,3,2,D.C. United,2004
156,Conference Semifinals,2004-10-22,Colorado Rapids,LA Galaxy,Empower Field at Mile High,8028,1,0,Colorado Rapids,2004
157,Conference Semifinals,2004-10-23,New England,Columbus Crew,Gillette Stadium,5679,1,0,New England,2004
158,Conference Semifinals,2004-10-23,MetroStars,D.C. United,Giants Stadium,11161,0,2,D.C. United,2004
159,Conference Semifinals,2004-10-24,San Jose,KC Wizards,CEFCU Stadium,8659,2,0,San Jose,2004
160,Conference Semifinals,2004-10-30,D.C. United,MetroStars,Robert F. Kennedy Memorial Stadium,15763,2,0,D.C. United,2004
161,Conference Semifinals,2004-10-30,KC Wizards,San Jose,Arrowhead Stadium,10022,3,0,KC Wizards,2004
162,Conference Semifinals,2004-10-30,LA Galaxy,Colorado Rapids,Dignity Health Sports Park,20026,2,0,LA Galaxy,2004
163,Conference Semifinals,2004-10-31,Columbus Crew,New England,MAPFRE Stadium,15224,1,1,,2004
164,Conference Finals,2004-11-05,KC Wizards,LA Galaxy,Arrowhead Stadium,11931,2,0,KC Wizards,2004
165,Conference Finals,2004-11-06,D.C. United,New England,Robert F. Kennedy Memorial Stadium,21201,3,3,,2004
166,MLS Cup 2004,2004-11-14,KC Wizards,D.C. United,Dignity Health Sports Park (Neutral Site),25797,2,3,D.C. United,2004
