,Round,Date,Home,Away,Venue,Attendance,GHome,GAway,Winner,Season
19,Regular Season,2017-03-12,Minnesota Utd,Atlanta Utd,TCF Bank Stadium,35043,1,6,Atlanta Utd,2017
20,Regular Season,2017-03-12,LA Galaxy,Portland Timbers,Dignity Health Sports Park,20982,0,1,Portland Timbers,2017
21,Regular Season,2017-03-18,NYCFC,Montreal Impact,Yankee Stadium,18515,1,1,,2017
22,Regular Season,2017-03-18,Vancouver,Toronto FC,BC Place,20438,0,2,Toronto FC,2017
23,Regular Season,2017-03-18,Atlanta Utd,Chicago Fire,Bobby Dodd Stadium,45922,4,0,Atlanta Utd,2017
25,Regular Season,2017-03-18,D.C. United,Columbus Crew,Robert F. Kennedy Memorial Stadium,14031,0,2,Columbus Crew,2017
26,Regular Season,2017-03-18,Orlando City,Philadelphia,Exploria Stadium,25527,2,1,Orlando City,2017
27,Regular Season,2017-03-18,FC Dallas,New England,Toyota Stadium,16150,2,1,FC Dallas,2017
28,Regular Season,2017-03-18,Sporting KC,San Jose,Children's Mercy Park,19282,2,1,Sporting KC,2017
29,Regular Season,2017-03-18,Colorado Rapids,Minnesota Utd,Dick's Sporting Goods Park,14013,2,2,,2017
30,Regular Season,2017-03-18,Real Salt Lake,LA Galaxy,Rio Tinto Stadium,20348,1,2,LA Galaxy,2017
31,Regular Season,2017-03-18,Portland Timbers,Houston Dynamo,Providence Park,21144,4,2,Portland Timbers,2017
32,Regular Season,2017-03-19,Seattle,NY Red Bulls,CenturyLink Field,45600,3,1,Seattle,2017
33,Regular Season,2017-03-25,New England,Minnesota Utd,Gillette Stadium,11571,5,2,New England,2017
34,Regular Season,2017-03-25,NY Red Bulls,Real Salt Lake,Red Bull Arena,16213,0,0,,2017
35,Regular Season,2017-03-25,Columbus Crew,Portland Timbers,MAPFRE Stadium,11067,3,2,Columbus Crew,2017
36,Regular Season,2017-03-31,Toronto FC,Sporting KC,BMO Field,27909,0,0,,2017
37,Regular Season,2017-03-31,Seattle,Atlanta Utd,CenturyLink Field,40182,0,0,,2017
38,Regular Season,2017-04-01,NYCFC,San Jose,Yankee Stadium,20066,2,1,NYCFC,2017
39,Regular Season,2017-04-01,Chicago Fire,Montreal Impact,SeatGeek Stadium,15103,2,2,,2017
40,Regular Season,2017-04-01,Columbus Crew,Orlando City,MAPFRE Stadium,12226,2,0,Columbus Crew,2017
41,Regular Season,2017-04-01,D.C. United,Philadelphia,Robert F. Kennedy Memorial Stadium,14560,2,1,D.C. United,2017
42,Regular Season,2017-04-01,Minnesota Utd,Real Salt Lake,TCF Bank Stadium,17728,4,2,Minnesota Utd,2017
43,Regular Season,2017-04-01,Houston Dynamo,NY Red Bulls,BBVA Compass Stadium,17914,4,1,Houston Dynamo,2017
44,Regular Season,2017-04-01,Vancouver,LA Galaxy,BC Place,25083,4,2,Vancouver,2017
45,Regular Season,2017-04-02,Portland Timbers,New England,Providence Park,21144,1,1,,2017
46,Regular Season,2017-04-07,LA Galaxy,Montreal Impact,Dignity Health Sports Park,19058,2,0,LA Galaxy,2017
47,Regular Season,2017-04-08,Chicago Fire,Columbus Crew,SeatGeek Stadium,16434,1,0,Chicago Fire,2017
48,Regular Season,2017-04-08,New England,Houston Dynamo,Gillette Stadium,14725,2,0,New England,2017
49,Regular Season,2017-04-08,D.C. United,NYCFC,Robert F. Kennedy Memorial Stadium,18855,2,1,D.C. United,2017
51,Regular Season,2017-04-08,Philadelphia,Portland Timbers,Subaru Park,15437,1,3,Portland Timbers,2017
52,Regular Season,2017-04-08,Toronto FC,Atlanta Utd,BMO Field,26812,2,2,,2017
53,Regular Season,2017-04-08,FC Dallas,Minnesota Utd,Toyota Stadium,16048,2,0,FC Dallas,2017
54,Regular Season,2017-04-08,Real Salt Lake,Vancouver,Rio Tinto Stadium,17069,3,0,Real Salt Lake,2017
55,Regular Season,2017-04-08,San Jose,Seattle,Avaya Stadium,18000,1,1,,2017
56,Regular Season,2017-04-09,Orlando City,NY Red Bulls,Exploria Stadium,25527,1,0,Orlando City,2017
57,Regular Season,2017-04-09,Sporting KC,Colorado Rapids,Children's Mercy Park,19249,3,1,Sporting KC,2017
58,Regular Season,2017-04-14,Philadelphia,NYCFC,Subaru Park,16553,0,2,NYCFC,2017
59,Regular Season,2017-04-14,Vancouver,Seattle,BC Place,22120,2,1,Vancouver,2017
60,Regular Season,2017-04-14,San Jose,FC Dallas,Avaya Stadium,18000,1,1,,2017
61,Regular Season,2017-04-15,Montreal Impact,Atlanta Utd,Saputo Stadium,17144,2,1,Montreal Impact,2017
62,Regular Season,2017-04-15,Orlando City,LA Galaxy,Exploria Stadium,25527,2,1,Orlando City,2017
63,Regular Season,2017-04-15,Chicago Fire,New England,SeatGeek Stadium,16914,3,0,Chicago Fire,2017
64,Regular Season,2017-04-15,NY Red Bulls,D.C. United,Red Bull Arena,20104,2,0,NY Red Bulls,2017
65,Regular Season,2017-04-15,Columbus Crew,Toronto FC,MAPFRE Stadium,12319,2,1,Columbus Crew,2017
66,Regular Season,2017-04-15,Houston Dynamo,Minnesota Utd,BBVA Compass Stadium,16125,2,2,,2017
67,Regular Season,2017-04-15,Colorado Rapids,Real Salt Lake,Dick's Sporting Goods Park,15087,1,2,Real Salt Lake,2017
68,Regular Season,2017-04-15,Portland Timbers,Sporting KC,Providence Park,21144,0,1,Sporting KC,2017
69,Regular Season,2017-04-19,New England,San Jose,Gillette Stadium,10487,0,0,,2017
70,Regular Season,2017-04-21,Toronto FC,Chicago Fire,BMO Field,27097,3,1,Toronto FC,2017
71,Regular Season,2017-04-22,Philadelphia,Montreal Impact,Subaru Park,15107,3,3,,2017
72,Regular Season,2017-04-22,Houston Dynamo,San Jose,BBVA Compass Stadium,16918,2,0,Houston Dynamo,2017
73,Regular Season,2017-04-22,Portland Timbers,Vancouver,Providence Park,21144,2,1,Portland Timbers,2017
74,Regular Season,2017-04-22,NY Red Bulls,Columbus Crew,Red Bull Arena,20008,2,0,NY Red Bulls,2017
75,Regular Season,2017-04-22,New England,D.C. United,Gillette Stadium,16591,2,2,,2017
77,Regular Season,2017-04-22,FC Dallas,Sporting KC,Toyota Stadium,15411,1,0,FC Dallas,2017
78,Regular Season,2017-04-22,Real Salt Lake,Atlanta Utd,Rio Tinto Stadium,18946,1,3,Atlanta Utd,2017
79,Regular Season,2017-04-23,NYCFC,Orlando City,Yankee Stadium,22470,1,2,Orlando City,2017
80,Regular Season,2017-04-23,LA Galaxy,Seattle,Dignity Health Sports Park,24931,0,3,Seattle,2017
81,Regular Season,2017-04-23,Minnesota Utd,Colorado Rapids,TCF Bank Stadium,17491,1,0,Minnesota Utd,2017
82,Regular Season,2017-04-28,Toronto FC,Houston Dynamo,BMO Field,25358,2,0,Toronto FC,2017
83,Regular Season,2017-04-29,Montreal Impact,Vancouver,Saputo Stadium,19597,1,2,Vancouver,2017
84,Regular Season,2017-04-29,Orlando City,Colorado Rapids,Exploria Stadium,25527,2,0,Orlando City,2017
85,Regular Season,2017-04-29,Columbus Crew,NYCFC,MAPFRE Stadium,17336,2,3,NYCFC,2017
86,Regular Season,2017-04-29,NY Red Bulls,Chicago Fire,Red Bull Arena,22814,2,1,NY Red Bulls,2017
87,Regular Season,2017-04-29,Minnesota Utd,San Jose,TCF Bank Stadium,17605,0,1,San Jose,2017
88,Regular Season,2017-04-29,FC Dallas,Portland Timbers,Toyota Stadium,16014,2,2,,2017
89,Regular Season,2017-04-29,Sporting KC,Real Salt Lake,Children's Mercy Park,18648,3,0,Sporting KC,2017
90,Regular Season,2017-04-29,Seattle,New England,CenturyLink Field,43230,3,3,,2017
91,Regular Season,2017-04-29,LA Galaxy,Philadelphia,Dignity Health Sports Park,25008,0,0,,2017
92,Regular Season,2017-04-30,Atlanta Utd,D.C. United,Bobby Dodd Stadium,46011,1,3,D.C. United,2017
93,Regular Season,2017-05-03,Toronto FC,Orlando City,BMO Field,25200,2,1,Toronto FC,2017
94,Regular Season,2017-05-03,Sporting KC,NY Red Bulls,Children's Mercy Park,18965,2,0,Sporting KC,2017
95,Regular Season,2017-05-05,Colorado Rapids,Vancouver,Dick's Sporting Goods Park,13745,0,1,Vancouver,2017
96,Regular Season,2017-05-06,Seattle,Toronto FC,CenturyLink Field,41468,0,1,Toronto FC,2017
97,Regular Season,2017-05-06,D.C. United,Montreal Impact,Robert F. Kennedy Memorial Stadium,14993,0,1,Montreal Impact,2017
98,Regular Season,2017-05-06,Philadelphia,NY Red Bulls,Subaru Park,16297,3,0,Philadelphia,2017
99,Regular Season,2017-05-06,Columbus Crew,New England,MAPFRE Stadium,13340,2,0,Columbus Crew,2017
100,Regular Season,2017-05-06,Houston Dynamo,Orlando City,BBVA Compass Stadium,19292,4,0,Houston Dynamo,2017
101,Regular Season,2017-05-06,Real Salt Lake,FC Dallas,Rio Tinto Stadium,18160,0,3,FC Dallas,2017
103,Regular Season,2017-05-06,San Jose,Portland Timbers,Avaya Stadium,18000,3,0,San Jose,2017
104,Regular Season,2017-05-06,LA Galaxy,Chicago Fire,Dignity Health Sports Park,24256,2,2,,2017
105,Regular Season,2017-05-07,Minnesota Utd,Sporting KC,TCF Bank Stadium,17709,2,0,Minnesota Utd,2017
106,Regular Season,2017-05-07,NYCFC,Atlanta Utd,Yankee Stadium,25605,3,1,NYCFC,2017
107,Regular Season,2017-05-10,Columbus Crew,Toronto FC,MAPFRE Stadium,10318,1,2,Toronto FC,2017
108,Regular Season,2017-05-12,Houston Dynamo,Vancouver,BBVA Compass Stadium,16075,2,1,Houston Dynamo,2017
109,Regular Season,2017-05-13,Toronto FC,Minnesota Utd,BMO Field,27249,3,2,Toronto FC,2017
110,Regular Season,2017-05-13,Colorado Rapids,San Jose,Dick's Sporting Goods Park,14567,3,0,Colorado Rapids,2017
111,Regular Season,2017-05-13,Montreal Impact,Columbus Crew,Saputo Stadium,17508,2,3,Columbus Crew,2017
112,Regular Season,2017-05-13,D.C. United,Philadelphia,Robert F. Kennedy Memorial Stadium,14576,0,4,Philadelphia,2017
113,Regular Season,2017-05-13,Orlando City,Sporting KC,Exploria Stadium,25527,2,2,,2017
114,Regular Season,2017-05-13,New England,Real Salt Lake,Gillette Stadium,21096,4,0,New England,2017
115,Regular Season,2017-05-13,Chicago Fire,Seattle,SeatGeek Stadium,20153,4,1,Chicago Fire,2017
116,Regular Season,2017-05-14,Portland Timbers,Atlanta Utd,Providence Park,21144,1,1,,2017
117,Regular Season,2017-05-14,NY Red Bulls,LA Galaxy,Red Bull Arena,18376,1,3,LA Galaxy,2017
118,Regular Season,2017-05-14,FC Dallas,NYCFC,Toyota Stadium,14665,1,1,,2017
119,Regular Season,2017-05-17,Philadelphia,Houston Dynamo,Subaru Park,15234,2,0,Philadelphia,2017
120,Regular Season,2017-05-17,Sporting KC,Seattle,Children's Mercy Park,20139,3,0,Sporting KC,2017
121,Regular Season,2017-05-17,Chicago Fire,Colorado Rapids,SeatGeek Stadium,11244,3,0,Chicago Fire,2017
122,Regular Season,2017-05-17,Real Salt Lake,NYCFC,Rio Tinto Stadium,16434,2,1,Real Salt Lake,2017
123,Regular Season,2017-05-17,San Jose,Orlando City,Avaya Stadium,18000,1,1,,2017
124,Regular Season,2017-05-19,NY Red Bulls,Toronto FC,Red Bull Arena,21025,1,1,,2017
125,Regular Season,2017-05-20,Montreal Impact,Portland Timbers,Saputo Stadium,19138,4,1,Montreal Impact,2017
126,Regular Season,2017-05-20,D.C. United,Chicago Fire,Robert F. Kennedy Memorial Stadium,20618,0,1,Chicago Fire,2017
127,Regular Season,2017-05-20,Seattle,Real Salt Lake,CenturyLink Field,40588,1,0,Seattle,2017
129,Regular Season,2017-05-20,Vancouver,Sporting KC,BC Place,21020,2,0,Vancouver,2017
130,Regular Season,2017-05-20,Atlanta Utd,Houston Dynamo,Bobby Dodd Stadium,44893,4,1,Atlanta Utd,2017
131,Regular Season,2017-05-20,Philadelphia,Colorado Rapids,Subaru Park,18399,2,1,Philadelphia,2017
132,Regular Season,2017-05-20,FC Dallas,San Jose,Toyota Stadium,14200,0,1,San Jose,2017
133,Regular Season,2017-05-21,New England,Columbus Crew,Gillette Stadium,18651,2,1,New England,2017
134,Regular Season,2017-05-21,Minnesota Utd,LA Galaxy,TCF Bank Stadium,19107,1,2,LA Galaxy,2017
135,Regular Season,2017-05-21,Orlando City,NYCFC,Exploria Stadium,25527,0,3,NYCFC,2017
136,Regular Season,2017-05-25,Chicago Fire,FC Dallas,SeatGeek Stadium,12584,2,1,Chicago Fire,2017
137,Regular Season,2017-05-26,Toronto FC,Columbus Crew,BMO Field,25376,5,0,Toronto FC,2017
138,Regular Season,2017-05-27,Seattle,Portland Timbers,CenturyLink Field,47362,1,0,Seattle,2017
139,Regular Season,2017-05-27,Vancouver,D.C. United,BC Place,20905,0,1,D.C. United,2017
140,Regular Season,2017-05-27,NY Red Bulls,New England,Red Bull Arena,19252,2,1,NY Red Bulls,2017
141,Regular Season,2017-05-27,Colorado Rapids,Sporting KC,Dick's Sporting Goods Park,17648,1,0,Colorado Rapids,2017
142,Regular Season,2017-05-27,Real Salt Lake,Philadelphia,Rio Tinto Stadium,18305,1,0,Real Salt Lake,2017
143,Regular Season,2017-05-27,Minnesota Utd,Orlando City,TCF Bank Stadium,18896,1,0,Minnesota Utd,2017
144,Regular Season,2017-05-27,San Jose,LA Galaxy,Avaya Stadium,18000,2,4,LA Galaxy,2017
145,Regular Season,2017-05-28,Atlanta Utd,NYCFC,Bobby Dodd Stadium,44901,3,1,Atlanta Utd,2017
146,Regular Season,2017-05-28,FC Dallas,Houston Dynamo,Toyota Stadium,15055,0,0,,2017
147,Regular Season,2017-05-31,Columbus Crew,Seattle,MAPFRE Stadium,12773,3,0,Columbus Crew,2017
148,Regular Season,2017-05-31,NYCFC,New England,Yankee Stadium,20193,2,2,,2017
149,Regular Season,2017-05-31,Orlando City,D.C. United,Exploria Stadium,24112,2,0,Orlando City,2017
150,Regular Season,2017-05-31,Houston Dynamo,Real Salt Lake,BBVA Compass Stadium,14148,5,1,Houston Dynamo,2017
151,Regular Season,2017-06-02,Portland Timbers,San Jose,Providence Park,21144,2,0,Portland Timbers,2017
152,Regular Season,2017-06-03,NYCFC,Philadelphia,Yankee Stadium,24290,2,1,NYCFC,2017
153,Regular Season,2017-06-03,Sporting KC,Minnesota Utd,Children's Mercy Park,20361,3,0,Sporting KC,2017
155,Regular Season,2017-06-03,Vancouver,Atlanta Utd,BC Place,19816,3,1,Vancouver,2017
156,Regular Season,2017-06-03,D.C. United,LA Galaxy,Robert F. Kennedy Memorial Stadium,17730,0,0,,2017
157,Regular Season,2017-06-03,New England,Toronto FC,Yankee Stadium,21764,3,0,New England,2017
158,Regular Season,2017-06-03,Montreal Impact,NY Red Bulls,Saputo Stadium,19032,1,0,Montreal Impact,2017
159,Regular Season,2017-06-03,FC Dallas,Real Salt Lake,Toyota Stadium,14016,6,2,FC Dallas,2017
160,Regular Season,2017-06-03,Colorado Rapids,Columbus Crew,Dick's Sporting Goods Park,17586,2,1,Colorado Rapids,2017
161,Regular Season,2017-06-04,Orlando City,Chicago Fire,Exploria Stadium,24469,0,0,,2017
162,Regular Season,2017-06-04,Seattle,Houston Dynamo,CenturyLink Field,40258,1,0,Seattle,2017
163,Regular Season,2017-06-10,Chicago Fire,Atlanta Utd,SeatGeek Stadium,18453,2,0,Chicago Fire,2017
164,Regular Season,2017-06-10,Sporting KC,Montreal Impact,Children's Mercy Park,20334,1,1,,2017
165,Regular Season,2017-06-10,Portland Timbers,FC Dallas,Providence Park,21144,2,0,Portland Timbers,2017
166,Regular Season,2017-06-17,NYCFC,Seattle,Yankee Stadium,25073,2,1,NYCFC,2017
167,Regular Season,2017-06-17,Atlanta Utd,Columbus Crew,Bobby Dodd Stadium,44922,3,1,Atlanta Utd,2017
168,Regular Season,2017-06-17,Orlando City,Montreal Impact,Exploria Stadium,25527,3,3,,2017
169,Regular Season,2017-06-17,New England,Chicago Fire,Gillette Stadium,21548,1,2,Chicago Fire,2017
170,Regular Season,2017-06-17,Toronto FC,D.C. United,BMO Field,28627,2,0,Toronto FC,2017
171,Regular Season,2017-06-17,San Jose,Sporting KC,Avaya Stadium,18000,0,0,,2017
172,Regular Season,2017-06-17,Colorado Rapids,Portland Timbers,Dick's Sporting Goods Park,15461,2,1,Colorado Rapids,2017
173,Regular Season,2017-06-17,Vancouver,FC Dallas,BC Place,22120,1,1,,2017
174,Regular Season,2017-06-17,Real Salt Lake,Minnesota Utd,Rio Tinto Stadium,19256,1,0,Real Salt Lake,2017
175,Regular Season,2017-06-17,LA Galaxy,Houston Dynamo,Dignity Health Sports Park,25667,2,2,,2017
176,Regular Season,2017-06-18,Philadelphia,NY Red Bulls,Subaru Park,17720,0,2,NY Red Bulls,2017
177,Regular Season,2017-06-21,D.C. United,Atlanta Utd,Robert F. Kennedy Memorial Stadium,14594,2,1,D.C. United,2017
178,Regular Season,2017-06-21,Minnesota Utd,Portland Timbers,TCF Bank Stadium,18442,3,2,Minnesota Utd,2017
179,Regular Season,2017-06-21,Colorado Rapids,LA Galaxy,Dick's Sporting Goods Park,13496,1,3,LA Galaxy,2017
181,Regular Season,2017-06-21,Seattle,Orlando City,CenturyLink Field,42333,1,1,,2017
182,Regular Season,2017-06-23,Toronto FC,New England,BMO Field,27261,2,0,Toronto FC,2017
183,Regular Season,2017-06-23,Houston Dynamo,FC Dallas,BBVA Compass Stadium,22115,1,1,,2017
184,Regular Season,2017-06-24,NY Red Bulls,NYCFC,Red Bull Arena,25219,0,2,NYCFC,2017
185,Regular Season,2017-06-24,Atlanta Utd,Colorado Rapids,Bobby Dodd Stadium,44938,1,0,Atlanta Utd,2017
186,Regular Season,2017-06-24,Philadelphia,D.C. United,Subaru Park,17656,1,0,Philadelphia,2017
187,Regular Season,2017-06-24,Columbus Crew,Montreal Impact,MAPFRE Stadium,16592,4,1,Columbus Crew,2017
188,Regular Season,2017-06-24,Minnesota Utd,Vancouver,TCF Bank Stadium,19017,2,2,,2017
189,Regular Season,2017-06-24,Chicago Fire,Orlando City,SeatGeek Stadium,20000,4,0,Chicago Fire,2017
190,Regular Season,2017-06-24,LA Galaxy,Sporting KC,Dignity Health Sports Park,20140,1,2,Sporting KC,2017
191,Regular Season,2017-06-24,San Jose,Real Salt Lake,Avaya Stadium,18000,2,1,San Jose,2017
192,Regular Season,2017-06-25,Portland Timbers,Seattle,Providence Park,21144,2,2,,2017
193,Regular Season,2017-06-29,NYCFC,Minnesota Utd,Yankee Stadium,21572,3,1,NYCFC,2017
194,Regular Season,2017-06-30,Real Salt Lake,Orlando City,Rio Tinto Stadium,19218,0,1,Orlando City,2017
195,Regular Season,2017-07-01,Sporting KC,Portland Timbers,Children's Mercy Park,20933,1,1,,2017
196,Regular Season,2017-07-01,Chicago Fire,Vancouver,SeatGeek Stadium,20187,4,0,Chicago Fire,2017
197,Regular Season,2017-07-01,FC Dallas,Toronto FC,Toyota Stadium,14984,3,1,FC Dallas,2017
198,Regular Season,2017-07-01,Montreal Impact,D.C. United,Saputo Stadium,18707,2,0,Montreal Impact,2017
199,Regular Season,2017-07-01,Columbus Crew,Atlanta Utd,MAPFRE Stadium,20391,0,2,Atlanta Utd,2017
200,Regular Season,2017-07-01,Colorado Rapids,Houston Dynamo,Dick's Sporting Goods Park,13774,3,1,Colorado Rapids,2017
201,Regular Season,2017-07-01,San Jose,LA Galaxy,Stanford Stadium,50617,2,1,San Jose,2017
202,Regular Season,2017-07-02,Philadelphia,New England,Subaru Park,16143,3,0,Philadelphia,2017
203,Regular Season,2017-07-04,Minnesota Utd,Columbus Crew,TCF Bank Stadium,18564,0,1,Columbus Crew,2017
204,Regular Season,2017-07-04,Atlanta Utd,San Jose,Bobby Dodd Stadium,44974,4,2,Atlanta Utd,2017
205,Regular Season,2017-07-04,FC Dallas,D.C. United,Toyota Stadium,16291,4,2,FC Dallas,2017
207,Regular Season,2017-07-04,Colorado Rapids,Seattle,Dick's Sporting Goods Park,17432,1,3,Seattle,2017
208,Regular Season,2017-07-04,LA Galaxy,Real Salt Lake,Dignity Health Sports Park,25667,2,6,Real Salt Lake,2017
209,Regular Season,2017-07-05,New England,NY Red Bulls,Gillette Stadium,13924,2,3,NY Red Bulls,2017
210,Regular Season,2017-07-05,Orlando City,Toronto FC,Exploria Stadium,25029,1,3,Toronto FC,2017
211,Regular Season,2017-07-05,Houston Dynamo,Montreal Impact,BBVA Compass Stadium,15470,3,1,Houston Dynamo,2017
212,Regular Season,2017-07-05,Vancouver,NYCFC,BC Place,22120,3,2,Vancouver,2017
213,Regular Season,2017-07-05,Portland Timbers,Chicago Fire,Providence Park,21144,2,2,,2017
214,Regular Season,2017-07-06,Sporting KC,Philadelphia,Children's Mercy Park,19240,1,1,,2017
215,Regular Season,2017-07-19,NY Red Bulls,San Jose,Red Bull Arena,17392,5,1,NY Red Bulls,2017
216,Regular Season,2017-07-19,NYCFC,Toronto FC,Yankee Stadium,22011,2,2,,2017
217,Regular Season,2017-07-19,Montreal Impact,Philadelphia,Saputo Stadium,16660,2,1,Montreal Impact,2017
218,Regular Season,2017-07-19,Minnesota Utd,Houston Dynamo,TCF Bank Stadium,19456,0,0,,2017
219,Regular Season,2017-07-19,Seattle,D.C. United,CenturyLink Field,42714,4,3,Seattle,2017
220,Regular Season,2017-07-19,LA Galaxy,Vancouver,Dignity Health Sports Park,17404,0,1,Vancouver,2017
221,Regular Season,2017-07-19,Portland Timbers,Real Salt Lake,Providence Park,21144,1,4,Real Salt Lake,2017
222,Regular Season,2017-07-21,Orlando City,Atlanta Utd,Exploria Stadium,25527,0,1,Atlanta Utd,2017
223,Regular Season,2017-07-22,NYCFC,Chicago Fire,Yankee Stadium,26025,2,1,NYCFC,2017
224,Regular Season,2017-07-22,Minnesota Utd,NY Red Bulls,TCF Bank Stadium,20022,0,3,NY Red Bulls,2017
225,Regular Season,2017-07-22,D.C. United,Houston Dynamo,Robert F. Kennedy Memorial Stadium,15321,1,3,Houston Dynamo,2017
226,Regular Season,2017-07-22,Toronto FC,Colorado Rapids,BMO Field,28060,1,1,,2017
227,Regular Season,2017-07-22,Columbus Crew,Philadelphia,MAPFRE Stadium,17418,1,0,Columbus Crew,2017
228,Regular Season,2017-07-22,New England,LA Galaxy,Gillette Stadium,27441,4,3,New England,2017
229,Regular Season,2017-07-22,Montreal Impact,FC Dallas,Saputo Stadium,20481,1,2,FC Dallas,2017
230,Regular Season,2017-07-22,Real Salt Lake,Sporting KC,Rio Tinto Stadium,19316,1,1,,2017
231,Regular Season,2017-07-23,Vancouver,Portland Timbers,BC Place,25082,1,2,Portland Timbers,2017
233,Regular Season,2017-07-23,Seattle,San Jose,CenturyLink Field,43528,3,0,Seattle,2017
234,Regular Season,2017-07-26,Philadelphia,Columbus Crew,Subaru Park,15413,3,0,Philadelphia,2017
235,Regular Season,2017-07-29,Atlanta Utd,Orlando City,Bobby Dodd Stadium,45006,1,1,,2017
236,Regular Season,2017-07-29,NY Red Bulls,Montreal Impact,Red Bull Arena,22251,4,0,NY Red Bulls,2017
237,Regular Season,2017-07-29,New England,Philadelphia,Gillette Stadium,18584,3,0,New England,2017
238,Regular Season,2017-07-29,San Jose,Colorado Rapids,Avaya Stadium,18000,1,0,San Jose,2017
239,Regular Season,2017-07-29,Real Salt Lake,Columbus Crew,Rio Tinto Stadium,18758,2,2,,2017
240,Regular Season,2017-07-29,FC Dallas,Vancouver,Toyota Stadium,15274,0,4,Vancouver,2017
241,Regular Season,2017-07-29,Sporting KC,Chicago Fire,Children's Mercy Park,20313,3,2,Sporting KC,2017
242,Regular Season,2017-07-29,Houston Dynamo,Portland Timbers,BBVA Compass Stadium,19382,2,2,,2017
243,Regular Season,2017-07-29,Minnesota Utd,D.C. United,TCF Bank Stadium,20146,4,0,Minnesota Utd,2017
244,Regular Season,2017-07-29,LA Galaxy,Seattle,Dignity Health Sports Park,25667,0,0,,2017
245,Regular Season,2017-07-30,Toronto FC,NYCFC,BMO Field,29203,4,0,Toronto FC,2017
246,Regular Season,2017-08-05,Philadelphia,FC Dallas,Subaru Park,17880,3,1,Philadelphia,2017
247,Regular Season,2017-08-05,D.C. United,Toronto FC,Robert F. Kennedy Memorial Stadium,16444,1,1,,2017
248,Regular Season,2017-08-05,Montreal Impact,Orlando City,Saputo Stadium,20801,2,1,Montreal Impact,2017
249,Regular Season,2017-08-05,Minnesota Utd,Seattle,TCF Bank Stadium,22649,0,4,Seattle,2017
250,Regular Season,2017-08-05,Chicago Fire,New England,SeatGeek Stadium,20214,4,1,Chicago Fire,2017
251,Regular Season,2017-08-05,Real Salt Lake,Houston Dynamo,Rio Tinto Stadium,19075,0,0,,2017
252,Regular Season,2017-08-05,Colorado Rapids,Vancouver,Dick's Sporting Goods Park,15625,2,2,,2017
253,Regular Season,2017-08-05,San Jose,Columbus Crew,Avaya Stadium,18000,2,1,San Jose,2017
254,Regular Season,2017-08-06,Portland Timbers,LA Galaxy,Providence Park,21144,3,1,Portland Timbers,2017
255,Regular Season,2017-08-06,NYCFC,NY Red Bulls,Yankee Stadium,33679,3,2,NYCFC,2017
256,Regular Season,2017-08-06,Sporting KC,Atlanta Utd,Children's Mercy Park,19481,1,1,,2017
257,Regular Season,2017-08-12,Seattle,Sporting KC,CenturyLink Field,43530,1,0,Seattle,2017
259,Regular Season,2017-08-12,Toronto FC,Portland Timbers,BMO Field,28415,4,1,Toronto FC,2017
260,Regular Season,2017-08-12,Columbus Crew,Chicago Fire,MAPFRE Stadium,18690,3,1,Columbus Crew,2017
