,Round,Date,Home,Away,Venue,Attendance,GHome,GAway,Winner,Season
83,Regular Season,1996-07-07,Colorado Rapids,Columbus Crew,Mile High Stadium,7911,2,1,Colorado Rapids,1996
84,Regular Season,1996-07-07,D.C. United,Dallas Burn,Robert F. Kennedy Memorial Stadium,11244,6,1,D.C. United,1996
85,Regular Season,1996-07-10,MetroStars,Dallas Burn,Giants Stadium,17416,3,2,MetroStars,1996
86,Regular Season,1996-07-10,KC Wiz,Colorado Rapids,Arrowhead Stadium,8062,2,0,KC Wiz,1996
87,Regular Season,1996-07-11,Columbus Crew,New England,Ohio Stadium,13751,1,1,New England,1996
88,Regular Season,1996-07-12,D.C. United,Tampa Bay,Robert F. Kennedy Memorial Stadium,20014,1,0,D.C. United,1996
89,Regular Season,1996-07-17,Dallas Burn,LA Galaxy,Cotton Bowl,17665,5,2,Dallas Burn,1996
90,Regular Season,1996-07-17,Colorado Rapids,San Jose,Mile High Stadium,6117,1,2,San Jose,1996
91,Regular Season,1996-07-18,Tampa Bay,KC Wiz,Houlihan's Stadium,7520,3,2,Tampa Bay,1996
92,Regular Season,1996-07-20,New England,D.C. United,Foxboro Stadium,18347,2,0,New England,1996
93,Regular Season,1996-07-20,Columbus Crew,San Jose,Ohio Stadium,18156,3,4,San Jose,1996
94,Regular Season,1996-07-20,KC Wiz,Dallas Burn,Arrowhead Stadium,11592,1,2,Dallas Burn,1996
95,Regular Season,1996-07-21,LA Galaxy,MetroStars,Rose Bowl,17137,3,0,LA Galaxy,1996
96,Regular Season,1996-07-21,Colorado Rapids,Tampa Bay,Mile High Stadium,6320,1,3,Tampa Bay,1996
97,Regular Season,1996-07-24,San Jose,MetroStars,CEFCU Stadium,15096,0,1,MetroStars,1996
98,Regular Season,1996-07-24,Colorado Rapids,New England,Mile High Stadium,6236,2,0,Colorado Rapids,1996
99,Regular Season,1996-07-25,Columbus Crew,Tampa Bay,Ohio Stadium,12832,1,0,Columbus Crew,1996
100,Regular Season,1996-07-27,Tampa Bay,LA Galaxy,Houlihan's Stadium,13131,4,3,Tampa Bay,1996
101,Regular Season,1996-07-27,Dallas Burn,Colorado Rapids,Cotton Bowl,9081,3,0,Dallas Burn,1996
103,Regular Season,1996-07-27,KC Wiz,New England,Arrowhead Stadium,11555,4,2,KC Wiz,1996
104,Regular Season,1996-07-28,D.C. United,Columbus Crew,Robert F. Kennedy Memorial Stadium,11173,2,0,D.C. United,1996
105,Regular Season,1996-07-28,MetroStars,San Jose,Giants Stadium,21212,4,1,MetroStars,1996
106,Regular Season,1996-07-31,New England,San Jose,Foxboro Stadium,12871,2,0,New England,1996
107,Regular Season,1996-07-31,D.C. United,KC Wiz,Robert F. Kennedy Memorial Stadium,9457,2,3,KC Wiz,1996
108,Regular Season,1996-07-31,Columbus Crew,Dallas Burn,Ohio Stadium,13190,1,2,Dallas Burn,1996
109,Regular Season,1996-08-01,Colorado Rapids,LA Galaxy,Mile High Stadium,9310,2,2,LA Galaxy,1996
110,Regular Season,1996-08-03,Tampa Bay,Colorado Rapids,Houlihan's Stadium,6281,3,1,Tampa Bay,1996
111,Regular Season,1996-08-03,New England,MetroStars,Foxboro Stadium,20162,1,1,New England,1996
112,Regular Season,1996-08-04,D.C. United,KC Wiz,Robert F. Kennedy Memorial Stadium,12356,2,4,KC Wiz,1996
113,Regular Season,1996-08-04,LA Galaxy,Columbus Crew,Rose Bowl,15089,1,1,Columbus Crew,1996
114,Regular Season,1996-08-07,Tampa Bay,D.C. United,Houlihan's Stadium,6476,1,3,D.C. United,1996
115,Regular Season,1996-08-07,Colorado Rapids,KC Wiz,Mile High Stadium,6013,4,2,Colorado Rapids,1996
116,Regular Season,1996-08-08,LA Galaxy,New England,Rose Bowl,10251,1,0,LA Galaxy,1996
117,Regular Season,1996-08-10,Dallas Burn,Tampa Bay,Cotton Bowl,12503,2,1,Dallas Burn,1996
118,Regular Season,1996-08-10,Columbus Crew,D.C. United,Ohio Stadium,18587,3,2,Columbus Crew,1996
119,Regular Season,1996-08-11,San Jose,New England,CEFCU Stadium,12099,6,1,San Jose,1996
120,Regular Season,1996-08-11,KC Wiz,LA Galaxy,Arrowhead Stadium,13362,2,2,KC Wiz,1996
121,Regular Season,1996-08-11,Colorado Rapids,MetroStars,Mile High Stadium,8880,0,2,MetroStars,1996
122,Regular Season,1996-08-14,Dallas Burn,Columbus Crew,Cotton Bowl,7338,2,2,Columbus Crew,1996
123,Regular Season,1996-08-14,MetroStars,New England,Giants Stadium,20711,4,0,MetroStars,1996
124,Regular Season,1996-08-15,KC Wiz,San Jose,Arrowhead Stadium,8250,4,1,KC Wiz,1996
125,Regular Season,1996-08-16,New England,Colorado Rapids,Foxboro Stadium,14103,2,0,New England,1996
126,Regular Season,1996-08-17,Tampa Bay,MetroStars,Houlihan's Stadium,11778,3,1,Tampa Bay,1996
127,Regular Season,1996-08-18,D.C. United,LA Galaxy,Robert F. Kennedy Memorial Stadium,24536,2,1,D.C. United,1996
129,Regular Season,1996-08-18,Columbus Crew,San Jose,Ohio Stadium,16629,2,0,Columbus Crew,1996
130,Regular Season,1996-08-21,MetroStars,D.C. United,Giants Stadium,20416,2,3,D.C. United,1996
131,Regular Season,1996-08-21,New England,Tampa Bay,Foxboro Stadium,18764,4,2,New England,1996
132,Regular Season,1996-08-21,LA Galaxy,KC Wiz,Rose Bowl,13073,1,1,KC Wiz,1996
133,Regular Season,1996-08-22,San Jose,Dallas Burn,CEFCU Stadium,13359,0,0,San Jose,1996
134,Regular Season,1996-08-24,Columbus Crew,KC Wiz,Ohio Stadium,20246,2,1,Columbus Crew,1996
135,Regular Season,1996-08-25,LA Galaxy,Dallas Burn,Rose Bowl,19279,2,3,Dallas Burn,1996
136,Regular Season,1996-08-25,San Jose,Colorado Rapids,CEFCU Stadium,12369,1,0,San Jose,1996
137,Regular Season,1996-08-25,D.C. United,Tampa Bay,Robert F. Kennedy Memorial Stadium,15804,3,0,D.C. United,1996
138,Regular Season,1996-08-28,Columbus Crew,LA Galaxy,Ohio Stadium,16747,2,0,Columbus Crew,1996
139,Regular Season,1996-08-29,Colorado Rapids,D.C. United,Mile High Stadium,6368,1,2,D.C. United,1996
140,Regular Season,1996-08-31,Tampa Bay,New England,Houlihan's Stadium,8128,3,1,Tampa Bay,1996
141,Regular Season,1996-09-01,San Jose,LA Galaxy,CEFCU Stadium,26184,1,1,LA Galaxy,1996
142,Regular Season,1996-09-01,KC Wiz,MetroStars,Arrowhead Stadium,11139,2,2,KC Wiz,1996
143,Regular Season,1996-09-04,MetroStars,Tampa Bay,Giants Stadium,16102,0,2,Tampa Bay,1996
144,Regular Season,1996-09-04,New England,Dallas Burn,Foxboro Stadium,12933,2,1,New England,1996
145,Regular Season,1996-09-05,LA Galaxy,Colorado Rapids,Rose Bowl,8561,0,0,Colorado Rapids,1996
146,Regular Season,1996-09-06,D.C. United,MetroStars,Robert F. Kennedy Memorial Stadium,8053,1,2,MetroStars,1996
147,Regular Season,1996-09-07,Dallas Burn,New England,Cotton Bowl,18582,0,2,New England,1996
148,Regular Season,1996-09-07,KC Wiz,Columbus Crew,Arrowhead Stadium,12141,1,5,Columbus Crew,1996
149,Regular Season,1996-09-08,Colorado Rapids,San Jose,Mile High Stadium,8990,1,3,San Jose,1996
150,Regular Season,1996-09-10,MetroStars,LA Galaxy,Giants Stadium,19111,3,1,MetroStars,1996
151,Regular Season,1996-09-11,San Jose,Dallas Burn,CEFCU Stadium,10894,2,2,Dallas Burn,1996
152,Regular Season,1996-09-12,New England,Tampa Bay,Foxboro Stadium,11009,1,2,Tampa Bay,1996
153,Regular Season,1996-09-14,Tampa Bay,D.C. United,Houlihan's Stadium,8135,2,0,Tampa Bay,1996
155,Regular Season,1996-09-15,Columbus Crew,MetroStars,Ohio Stadium,31550,2,0,Columbus Crew,1996
156,Regular Season,1996-09-15,LA Galaxy,San Jose,Rose Bowl,14179,4,2,LA Galaxy,1996
157,Regular Season,1996-09-17,D.C. United,New England,Robert F. Kennedy Memorial Stadium,7360,3,2,D.C. United,1996
158,Regular Season,1996-09-18,MetroStars,Columbus Crew,Giants Stadium,14007,1,0,MetroStars,1996
159,Regular Season,1996-09-18,San Jose,Tampa Bay,CEFCU Stadium,13091,1,1,Tampa Bay,1996
160,Regular Season,1996-09-19,Dallas Burn,LA Galaxy,Cotton Bowl,12569,1,2,LA Galaxy,1996
161,Regular Season,1996-09-21,D.C. United,Colorado Rapids,Robert F. Kennedy Memorial Stadium,20573,3,1,D.C. United,1996
162,Regular Season,1996-09-21,Tampa Bay,MetroStars,Houlihan's Stadium,11145,4,1,Tampa Bay,1996
163,Regular Season,1996-09-21,KC Wiz,San Jose,Arrowhead Stadium,18594,0,0,San Jose,1996
164,Regular Season,1996-09-21,New England,Columbus Crew,Foxboro Stadium,38633,0,1,Columbus Crew,1996
165,Regular Season,1996-09-22,LA Galaxy,Dallas Burn,Rose Bowl,18347,2,1,LA Galaxy,1996
166,Conference Semifinals,1996-09-24,MetroStars,D.C. United,Giants Stadium,14416,2,2,MetroStars,1996
167,Conference Semifinals,1996-09-25,Columbus Crew,Tampa Bay,Ohio Stadium,20807,0,2,Tampa Bay,1996
168,Conference Semifinals,1996-09-26,KC Wiz,Dallas Burn,Arrowhead Stadium,4466,3,2,KC Wiz,1996
169,Conference Semifinals,1996-09-26,San Jose,LA Galaxy,CEFCU Stadium,17209,1,0,San Jose,1996
170,Conference Semifinals,1996-09-27,D.C. United,MetroStars,Robert F. Kennedy Memorial Stadium,21442,1,0,D.C. United,1996
171,Conference Semifinals,1996-09-28,Tampa Bay,Columbus Crew,Houlihan's Stadium,13009,1,2,Columbus Crew,1996
172,Conference Semifinals,1996-09-29,LA Galaxy,San Jose,Rose Bowl,27833,2,0,LA Galaxy,1996
173,Conference Semifinals,1996-09-29,Dallas Burn,KC Wiz,Cotton Bowl,10125,2,1,Dallas Burn,1996
174,Conference Semifinals,1996-10-02,Dallas Burn,KC Wiz,Cotton Bowl,9802,2,2,KC Wiz,1996
175,Conference Semifinals,1996-10-02,Tampa Bay,Columbus Crew,Houlihan's Stadium,6871,4,1,Tampa Bay,1996
176,Conference Semifinals,1996-10-02,D.C. United,MetroStars,Robert F. Kennedy Memorial Stadium,20423,2,1,D.C. United,1996
177,Conference Semifinals,1996-10-02,LA Galaxy,San Jose,Rose Bowl,30231,2,0,LA Galaxy,1996
178,Conference Finals,1996-10-10,LA Galaxy,KC Wiz,Rose Bowl,25212,2,1,LA Galaxy,1996
179,Conference Finals,1996-10-10,D.C. United,Tampa Bay,Robert F. Kennedy Memorial Stadium,23566,4,1,D.C. United,1996
181,Conference Finals,1996-10-12,Tampa Bay,D.C. United,Houlihan's Stadium,9339,1,2,D.C. United,1996
182,Conference Finals,1996-10-13,KC Wiz,LA Galaxy,Arrowhead Stadium,11041,1,1,LA Galaxy,1996
183,MLS Cup '96,1996-10-20,LA Galaxy,D.C. United,Foxboro Stadium (Neutral Site),34643,2,3,D.C. United,1996
